"COND","CITY","YEAR","SLIM","SIGN","LGHT","BLTE","TFFC","EXPR","WGHT"
2,8,3,12,3,34,32,1,449.5,4.69090909090909
2,9,3,14,1,8,11,2,1260.53571428571,1
2,9,3,14,1,8,11,2,1260.53571428571,1
2,8,3,14,1,34,107,1,355.083333333333,1
2,11,3,11,1,33,58,4,324.833333333333,2.0151171579743
2,11,3,6,1,10,16,2,700.446428571429,2.22550904081547
9,2,3,9,4,25,24,1,188.428571428571,2.45369749436078
17,8,3,1,1,34,2,2,382.166666666667,3.22574075702923
23,9,3,10,1,3,22,2,1515.47619047619,1.72051358614512
24,8,3,8,3,12,56,3,702.053571428571,2.05498809208785
2,8,3,8,4,5,56,3,198.333333333333,2.09017217123333
9,8,3,8,1,29,68,3,1311.45833333333,1.58171019860783
9,8,3,8,3,28,70,2,819.375,4.69090909090909
2,8,3,8,1,8,84,4,447.678571428571,2.01346210125841
2,9,3,8,3,16,60,3,129.75,2.05168986083499
9,11,3,8,3,3,18,3,613.452380952381,4.69090909090909
9,8,3,14,1,29,79,4,690.208333333333,2.43971631205674
2,8,3,14,1,28,95,1,2.91666666666667,1.09090909090909
9,9,3,14,1,1,79,4,491.190476190476,2.43971631205674
2,8,3,14,1,33,79,2,337.083333333333,2.43971631205674
2,8,3,8,3,8,56,4,800.714285714286,2.05498809208785
2,8,3,8,3,8,56,3,517.142857142857,2.05498809208785
2,8,3,6,1,1,14,1,491.904761904762,1.90056860135855
2,6,3,8,3,29,56,1,691.458333333333,2.05498809208785
2,8,3,8,1,8,56,1,528.035714285714,1.77007795371782
2,8,3,6,1,8,16,1,755.714285714286,2.22550904081547
2,8,3,8,1,36,54,3,293.75,1.60467083132146
2,10,3,6,3,10,56,1,227.589285714286,2.05498809208785
2,10,3,6,1,8,65,3,15905.7142857143,2.00282286520819
2,10,3,6,2,14,20,1,131.535714285714,2.43971631205674
2,10,3,7,1,20,26,1,475.833333333333,1.87531450936539
2,10,3,7,1,20,26,1,475.833333333333,1.87531450936539
2,10,3,6,1,14,54,3,200.75,1.60467083132146
2,10,3,6,4,8,36,1,1910.35714285714,2.63310086749447
2,11,3,6,1,21,14,1,564.404761904762,1.90056860135855
9,11,3,9,1,12,58,3,396.964285714286,2.0151171579743
2,10,3,6,6,5,16,2,197.142857142857,2.54213214182114
9,8,3,8,4,34,20,4,453.833333333333,2.24573150318045
2,10,3,7,1,25,42,4,121.761904761905,1.68143156964542
19,10,3,8,3,34,11,2,567.5,4.69090909090909
2,10,3,6,4,8,10,3,568.928571428571,2.33772652388797
2,10,3,8,4,29,44,1,793.958333333333,1.96408354479797
2,10,3,8,1,28,10,1,641.041666666667,2.61707523245985
2,8,3,8,1,13,68,4,615,1.58171019860783
2,3,3,14,1,33,41,1,257.25,1.22888352597485
2,4,3,7,1,9,14,1,478.214285714286,1.90056860135855
2,4,3,7,3,21,20,4,534.404761904762,1.95315826827537
2,4,3,6,1,10,14,1,242.678571428571,1.90056860135855
2,3,3,14,1,25,41,1,195.285714285714,1.22888352597485
2,4,3,8,1,21,17,4,461.190476190476,1
2,4,3,9,3,25,75,4,482.761904761905,1.9017199017199
2,4,3,7,3,5,66,3,142.904761904762,4.69090909090909
2,4,3,7,3,34,66,3,406.583333333333,4.69090909090909
2,4,3,8,1,25,56,4,276.571428571429,1.77007795371782
2,4,3,7,3,8,38,4,2632.14285714286,4.69090909090909
2,4,3,9,1,12,83,4,361.696428571429,4.69090909090909
2,4,3,8,3,9,37,4,355.142857142857,4.69090909090909
2,4,3,8,1,13,17,4,439.285714285714,1
2,4,3,8,3,25,69,3,314.857142857143,4.69090909090909
2,1,3,6,3,21,36,3,3.92857142857143,2.22911821670543
2,1,3,6,1,8,14,2,717.678571428571,1.40368300737128
2,1,3,6,1,21,56,2,471.666666666667,1.33120323032473
2,1,3,6,1,1,14,2,9269.64285714286,1.40368300737128
2,1,3,6,1,29,14,2,1012.29166666667,1.40368300737128
23,3,3,14,1,8,79,4,463.392857142857,2.43971631205674
2,3,3,14,1,8,79,4,752.678571428571,2.43971631205674
2,3,3,14,1,8,79,4,752.678571428571,2.43971631205674
2,3,3,14,1,8,79,4,752.678571428571,2.43971631205674
2,3,3,14,1,8,79,4,752.678571428571,2.43971631205674
2,3,3,14,1,8,79,4,752.678571428571,2.43971631205674
2,3,3,8,1,20,21,4,549.880952380952,2.10326086956522
2,3,3,5,1,10,9,4,287.410714285714,1.89738327347357
2,2,3,8,1,6,14,1,418.190476190476,1.90056860135855
2,6,3,7,1,29,53,3,607.5,1.64856230031949
2,6,3,7,1,29,53,3,607.5,1.64856230031949
15,6,3,7,1,10,16,1,264.107142857143,2.22550904081547
2,6,3,7,6,9,16,3,452.357142857143,2.54213214182114
2,6,3,8,3,34,60,2,628.833333333333,2.05168986083499
2,6,3,6,1,21,13,3,732.857142857143,4.69090909090909
2,6,3,7,3,33,60,3,403.083333333333,2.05168986083499
9,6,3,6,6,20,56,3,828.928571428571,1.79400260756193
2,2,3,10,1,21,53,1,151.428571428571,1.64856230031949
2,6,3,7,1,8,54,2,552.678571428571,1.60467083132146
2,6,3,7,1,8,54,2,552.678571428571,1.60467083132146
2,6,3,7,1,29,14,3,505.416666666667,1.90056860135855
2,6,3,6,1,23,56,3,241.285714285714,1.77007795371782
2,6,3,7,3,21,56,2,357.02380952381,2.05498809208785
2,6,3,8,1,19,9,1,533.809523809524,1.89738327347357
2,6,3,12,1,9,95,4,258.142857142857,1.09090909090909
2,6,3,7,1,21,58,2,1346.30952380952,2.0151171579743
2,6,3,8,1,8,60,1,917.857142857143,2.02194357366771
2,6,3,8,3,8,24,2,5626.07142857143,3.07142857142856
2,6,3,8,1,5,14,3,96.7619047619048,1.90056860135855
2,6,3,7,3,29,24,3,579.166666666667,3.07142857142856
2,6,3,7,1,10,14,2,525.625,1.90056860135855
2,6,3,7,1,9,14,2,286.214285714286,1.90056860135855
2,6,3,12,1,24,57,2,118,4.69090909090909
2,6,3,6,1,8,14,1,201.607142857143,1.90056860135855
2,6,3,7,1,1,54,2,485.357142857143,1.60467083132146
2,6,3,8,3,10,39,4,503.571428571429,4.69090909090909
2,6,3,10,1,34,76,2,429.166666666667,4.69090909090909
2,6,3,6,1,8,27,3,398.035714285714,2.19646365422396
2,6,3,7,1,8,14,2,393.392857142857,1.90056860135855
2,6,3,8,1,1,14,2,954.642857142857,1.90056860135855
2,6,3,7,1,29,54,4,1050.41666666667,1.60467083132146
2,6,3,7,3,8,20,1,486.071428571429,1.95315826827537
2,9,3,7,1,34,14,1,232,1.90056860135855
2,6,3,7,6,25,16,1,259.904761904762,2.54213214182114
2,6,3,7,1,11,14,2,309.285714285714,1.90056860135855
9,6,3,7,1,34,18,3,362,1.665559970358
2,6,3,6,1,11,10,3,297.142857142857,2.61707523245985
2,6,3,6,1,11,10,3,297.142857142857,2.61707523245985
2,6,3,8,1,34,91,1,171.666666666667,4.69090909090909
2,6,3,7,3,34,24,2,301.25,3.07142857142856
2,6,3,7,3,1,56,3,634.166666666667,2.05498809208785
2,6,3,6,1,8,14,1,334.464285714286,1.90056860135855
2,6,3,8,3,9,60,2,353.142857142857,2.05168986083499
9,8,3,10,1,25,17,2,208.190476190476,1
2,8,3,10,1,21,100,2,444.285714285714,4.69090909090909
2,8,3,8,1,8,34,2,1434.10714285714,1.57022471910112
2,8,3,10,1,10,17,2,525.446428571429,1
2,8,3,8,1,10,56,2,429.017857142857,1.77007795371782
2,8,3,10,1,21,13,2,513.095238095238,4.69090909090909
2,5,3,8,1,21,67,1,473.809523809524,3.37254901960784
2,2,3,7,3,12,15,3,235.714285714286,4.69090909090909
2,2,3,8,3,1,56,1,247.380952380952,2.05498809208785
2,2,3,10,1,8,92,1,521.25,4.69090909090909
2,2,3,4,1,8,16,1,685.892857142857,2.22550904081547
2,2,3,10,1,29,57,1,808.333333333333,4.69090909090909
2,2,3,8,2,30,44,1,149.791666666667,4.69090909090909
2,2,3,10,3,34,39,1,530.666666666667,4.69090909090909
2,2,3,8,1,4,17,1,552.97619047619,1
23,2,3,8,1,10,54,1,364.821428571429,1.60467083132146
2,2,3,8,4,8,89,1,888.75,4.69090909090909
2,2,3,7,1,25,19,1,246.952380952381,4.69090909090909
2,2,3,7,1,20,46,1,336.190476190476,1.84835820895522
2,2,3,7,1,20,46,1,336.190476190476,1.84835820895522
2,2,3,6,1,1,14,1,378.214285714286,1.90056860135855
2,2,3,10,1,33,50,1,434.583333333333,1.8616298811545
2,2,3,10,1,20,100,1,382.97619047619,4.69090909090909
2,2,3,10,1,21,87,1,426.428571428571,4.69090909090909
23,5,3,12,1,1,41,1,1562.61904761905,1.11472765503932
2,5,3,8,1,12,15,1,719.732142857143,3.37254901960784
2,12,3,7,4,9,56,3,269.785714285714,2.09017217123333
2,12,3,7,1,10,62,4,170.892857142857,2.04014598540146
2,12,3,7,4,20,16,2,355.238095238095,2.66711615388969
2,12,3,7,1,8,38,2,2284.10714285714,1.46759118503771
15,12,3,7,4,34,66,3,623,2.59219858156028
9,12,3,7,4,21,56,2,521.785714285714,2.09017217123333
9,12,3,7,1,8,14,2,646.964285714286,1.90056860135855
2,12,3,7,4,12,70,4,498.75,2.04014598540146
2,12,3,8,4,12,16,2,183.75,2.66711615388969
23,12,3,7,4,8,106,4,566.428571428571,4.69090909090909
2,12,3,7,4,1,16,1,456.428571428571,2.66711615388969
2,12,3,7,4,8,44,2,1001.96428571429,1.96408354479797
2,12,3,7,4,29,16,3,807.5,2.66711615388969
9,12,3,7,4,12,24,2,219.196428571429,2.45369749436078
9,12,3,7,4,8,16,2,367.5,2.66711615388969
2,12,3,7,4,25,36,3,308.47619047619,2.63310086749447
2,12,3,7,1,21,54,2,197.261904761905,1.60467083132146
2,12,3,7,1,4,54,3,340.357142857143,1.60467083132146
2,12,3,5,4,16,24,2,200.357142857143,2.45369749436078
2,12,3,7,4,12,56,2,244.910714285714,2.09017217123333
2,12,3,7,4,21,16,1,293.809523809524,2.66711615388969
2,12,3,7,1,8,16,2,1128.21428571429,2.22550904081547
23,12,3,7,4,25,56,3,340.142857142857,2.09017217123333
2,12,3,7,4,1,63,2,396.785714285714,4.69090909090909
2,12,3,7,1,29,54,3,692.083333333333,1.60467083132146
2,12,3,7,1,1,9,3,294.285714285714,1.89738327347357
2,12,3,7,1,10,16,2,251.785714285714,2.22550904081547
2,12,3,7,1,20,16,2,613.452380952381,2.22550904081547
2,12,3,7,1,24,14,2,183.952380952381,1.90056860135855
2,12,3,7,1,22,14,2,375.47619047619,1.90056860135855
2,12,3,7,4,13,56,2,547.767857142857,2.09017217123333
2,12,3,7,4,25,44,3,212.619047619048,1.96408354479797
2,12,3,7,1,12,16,2,246.339285714286,2.22550904081547
2,12,3,11,1,30,61,4,1488.125,1.1882958547819
23,12,3,8,4,12,44,2,186.160714285714,1.96408354479797
2,12,3,7,4,34,99,4,203.916666666667,4.69090909090909
2,12,3,7,4,34,20,3,526.583333333333,2.24573150318045
2,12,3,7,1,25,16,1,201.428571428571,2.22550904081547
2,12,3,7,1,21,14,2,786.428571428571,1.90056860135855
2,12,3,7,4,29,27,3,643.333333333333,2.38985098670962
2,12,3,7,1,9,14,2,248.571428571429,1.90056860135855
23,12,3,7,4,8,16,2,470.178571428571,2.66711615388969
2,12,3,7,4,21,26,2,710.238095238095,2.90431519699812
3,12,3,7,1,29,66,4,1257.91666666667,4.69090909090909
23,12,3,7,4,21,56,2,625.833333333333,2.09017217123333
2,12,3,7,4,34,16,2,261.25,2.66711615388969
2,11,3,10,1,28,58,1,1541.66666666667,2.0151171579743
9,12,3,7,4,29,66,2,1313.33333333333,2.59219858156028
2,12,3,7,4,8,24,2,693.571428571429,2.45369749436078
9,12,3,7,4,12,44,4,361.696428571429,1.96408354479797
2,12,3,7,1,29,54,3,1685.41666666667,1.60467083132146
9,12,3,7,1,21,26,2,266.547619047619,1.87531450936539
2,12,3,7,1,8,60,3,252.857142857143,2.02194357366771
2,12,3,7,4,34,24,2,205.916666666667,2.45369749436078
2,12,3,7,4,8,56,2,504.821428571429,2.09017217123333
2,12,3,7,4,10,48,2,363.482142857143,3.07142857142856
2,12,3,7,1,10,54,3,259.375,1.60467083132146
2,12,3,7,4,1,48,3,699.285714285714,3.07142857142856
2,12,3,7,4,34,16,2,689.833333333333,2.66711615388969
9,12,3,7,4,29,64,2,836.666666666667,2.28318584070797
2,12,3,8,1,35,14,2,350.5,1.90056860135855
2,12,3,8,1,35,14,2,350.5,1.90056860135855
2,12,3,7,1,10,9,1,516.071428571429,1.89738327347357
2,5,3,7,1,9,14,1,289,1.64071153276951
2,12,3,7,3,21,56,1,424.52380952381,2.05498809208785
2,12,3,7,4,1,27,4,482.261904761905,2.38985098670962
2,12,3,7,3,8,5,2,618.214285714286,4.69090909090909
2,12,3,7,4,21,16,2,415.714285714286,2.66711615388969
23,12,3,7,4,10,27,3,854.642857142857,2.38985098670962
9,12,3,7,3,8,16,2,611.071428571429,2.7520209677788
2,12,3,7,1,14,16,3,189.107142857143,2.22550904081547
23,12,3,7,4,8,30,3,371.071428571429,2.90431519699812
2,12,3,5,1,8,14,2,853.571428571429,1.90056860135855
23,12,3,7,1,29,18,3,712.5,1.665559970358
2,12,3,7,4,25,44,3,427.333333333333,1.96408354479797
2,12,3,7,3,8,16,2,1163.92857142857,2.7520209677788
2,12,3,7,4,21,8,2,624.761904761905,1.35551663747811
2,12,3,7,4,10,16,2,162.410714285714,2.66711615388969
2,12,3,7,4,21,27,2,534.761904761905,2.38985098670962
2,12,3,7,1,10,56,2,382.053571428571,1.77007795371782
2,12,3,7,4,8,10,2,11431.6071428571,2.33772652388797
2,12,3,7,4,29,16,3,603.75,2.66711615388969
2,12,3,7,1,29,9,2,1282.29166666667,1.89738327347357
2,12,3,11,1,21,41,4,723.095238095238,1.22888352597485
2,12,3,7,4,25,16,2,286.095238095238,2.66711615388969
2,12,3,7,4,25,16,2,267.142857142857,2.66711615388969
2,12,3,7,1,20,44,2,552.97619047619,1.83702531645569
6,12,3,7,4,22,56,3,302.02380952381,2.09017217123333
9,12,3,7,4,1,44,3,507.738095238095,1.96408354479797
23,12,3,7,1,8,9,2,5978.03571428571,1.89738327347357
2,12,3,7,4,21,64,4,644.52380952381,2.28318584070797
2,12,3,7,4,29,44,3,1108.75,1.96408354479797
2,12,3,7,1,34,14,3,229.5,1.90056860135855
23,12,3,7,3,8,16,4,480.357142857143,2.7520209677788
2,12,3,7,2,1,56,4,1293.21428571429,1.61654135338346
2,12,3,7,3,1,66,4,990.238095238095,4.69090909090909
2,12,3,7,4,29,14,2,609.166666666667,2.03482375781108
2,12,3,7,4,25,70,3,286,2.04014598540146
9,12,3,7,3,12,16,2,255.714285714286,2.7520209677788
23,12,3,7,1,9,42,3,262.785714285714,1.68143156964542
9,12,3,7,1,29,16,1,585.625,2.22550904081547
23,12,3,7,1,3,42,4,387.02380952381,1.68143156964542
2,12,3,7,4,29,10,2,1385.20833333333,2.33772652388797
2,12,3,7,3,16,56,4,240.535714285714,2.05498809208785
2,12,3,11,1,12,61,1,194.285714285714,1.1882958547819
24,12,3,7,4,1,90,4,332.619047619048,2.43661460225208
2,12,3,11,1,34,61,2,427.166666666667,1.1882958547819
9,12,3,7,4,21,27,2,770.357142857143,2.38985098670962
23,12,3,7,4,11,16,3,589.642857142857,2.66711615388969
2,12,3,7,3,1,56,4,626.904761904762,2.05498809208785
2,12,3,7,1,24,56,4,75.1428571428571,1.77007795371782
2,12,3,7,4,29,70,3,697.291666666667,2.04014598540146
2,12,3,7,1,16,14,2,89.9285714285714,1.90056860135855
2,12,3,7,1,28,56,3,1135.625,1.77007795371782
2,12,3,7,3,8,16,2,468.928571428571,2.7520209677788
9,12,3,7,6,16,10,2,63.9642857142857,3.11044133476857
2,12,3,7,4,21,27,2,695.47619047619,2.38985098670962
23,12,3,7,1,34,14,2,418.083333333333,1.90056860135855
2,12,3,7,4,29,24,3,610.833333333333,2.45369749436078
2,12,3,7,1,1,34,3,1042.2619047619,1.57022471910112
2,12,3,7,3,8,10,3,2311.96428571429,4.69090909090909
9,12,3,7,3,25,44,4,114.142857142857,2.03715745471435
2,12,3,7,4,28,66,3,2592.5,2.59219858156028
2,12,3,7,1,8,56,4,2453.03571428571,1.77007795371782
2,12,3,9,1,25,41,4,211.285714285714,1.22888352597485
2,12,3,7,1,34,9,1,667.333333333333,1.89738327347357
2,12,3,7,4,4,56,1,140.595238095238,2.09017217123333
2,12,3,7,1,34,56,3,179.916666666667,1.77007795371782
2,12,3,7,4,21,10,2,511.190476190476,2.33772652388797
2,12,3,7,1,1,70,2,443.452380952381,1.93126913916298
2,12,3,7,1,1,10,2,171.071428571429,2.61707523245985
2,12,3,7,1,9,56,3,137.642857142857,1.77007795371782
9,12,3,7,2,29,56,3,1088.33333333333,1.61654135338346
2,6,3,10,1,21,34,1,506.904761904762,1.57022471910112
2,6,3,10,1,10,16,1,254.017857142857,2.22550904081547
2,6,3,10,1,24,16,1,206.857142857143,2.22550904081547
2,6,3,10,1,18,38,1,159.535714285714,1.46759118503771
2,6,3,12,1,34,14,1,512.166666666667,1.90056860135855
2,6,3,11,1,34,42,1,438.5,1.68143156964542
2,6,3,11,1,25,77,1,160.904761904762,2.69874476987448
2,6,3,10,1,12,34,1,552.5,1.57022471910112
2,6,3,10,1,12,34,1,552.5,1.57022471910112
2,10,3,14,1,20,72,2,787.738095238095,4.69090909090909
9,5,3,8,3,21,69,3,690.47619047619,3.37254901960784
23,5,3,8,1,15,56,3,133.285714285714,1.54254286112295
14,5,3,8,1,8,54,3,1264.10714285714,1.41539991776391
9,5,3,8,3,29,69,4,933.75,3.37254901960784
9,5,3,8,1,34,16,3,268.25,1.87733939173362
2,5,3,5,3,22,27,3,409.761904761905,2.21459227467811
2,5,3,8,1,25,67,3,202.571428571429,3.37254901960784
2,5,3,9,1,21,69,3,639.047619047619,3.37254901960784
2,5,3,9,1,21,70,4,660.714285714286,1.66354044548652
2,5,3,8,1,34,73,4,660.5,1.21985815602837
2,5,3,8,3,25,16,2,221.761904761905,2.23862558801108
24,5,3,7,1,5,14,3,163.904761904762,1.64071153276951
9,5,3,8,5,21,27,3,902.738095238095,3.37254901960784
9,5,3,8,5,21,27,3,902.738095238095,3.37254901960784
14,5,3,9,1,3,60,3,183.928571428571,1.73038229376258
2,3,3,15,1,33,41,4,620.25,1.22888352597485
2,3,3,9,1,11,54,2,653.125,1.60467083132146
2,3,3,11,1,20,65,3,556.666666666667,2.00282286520819
9,3,3,10,4,11,70,3,704.464285714286,2.04014598540146
2,3,3,8,1,25,68,3,143.285714285714,1.58171019860783
2,3,3,8,1,25,68,3,143.285714285714,1.58171019860783
2,3,3,15,1,24,41,4,380.714285714286,1.22888352597485
2,3,3,8,1,21,18,2,474.52380952381,1.665559970358
2,3,3,8,1,24,56,3,174.095238095238,1.77007795371782
2,3,3,8,1,24,70,3,190.857142857143,1.93126913916298
2,3,3,10,1,34,26,3,395.833333333333,1.87531450936539
2,3,3,7,1,29,18,1,1079.375,1.665559970358
2,3,3,6,1,19,14,2,951.785714285714,1.90056860135855
2,3,3,11,1,7,22,2,478.047619047619,1.72051358614512
2,3,3,13,1,29,41,4,945,1.22888352597485
2,3,3,14,1,3,41,4,358.571428571429,1.22888352597485
2,3,3,7,1,22,14,3,455.952380952381,1.90056860135855
2,3,3,12,1,33,26,2,666.25,1.87531450936539
2,3,3,8,1,34,88,3,248.416666666667,1.70719602977667
2,3,3,12,1,21,46,2,744.047619047619,1.84835820895522
23,3,3,13,1,29,37,4,597.291666666667,1.64856230031949
2,3,3,8,1,34,54,3,590.166666666667,1.60467083132146
2,3,3,10,1,33,38,3,596.416666666667,1.46759118503771
2,3,3,7,4,8,20,2,609.642857142857,2.24573150318045
2,2,3,6,2,8,16,1,876.071428571429,2.90431519699812
2,7,3,7,4,25,55,3,266.095238095238,4.69090909090909
2,7,3,7,3,1,56,4,619.761904761905,2.05498809208785
2,7,3,7,1,34,16,2,208.583333333333,2.22550904081547
2,7,3,7,1,20,68,3,703.095238095238,1.58171019860783
2,7,3,8,1,21,23,3,522.619047619048,4.69090909090909
9,7,3,6,1,8,16,3,2143.39285714286,2.22550904081547
9,7,3,9,1,12,41,4,535.982142857143,1.22888352597485
3,7,3,13,1,28,79,4,933.125,2.43971631205674
9,7,3,7,1,12,101,4,188.303571428571,2.28094302554027
2,7,3,7,1,1,56,3,839.761904761905,1.77007795371782
2,9,3,4,1,5,14,1,246.142857142857,1.90056860135855
2,9,3,8,1,9,14,1,443.571428571429,1.90056860135855
23,3,4,15,1,20,21,1,394.880952380952,2.10326086956522
2,3,4,15,1,21,31,1,252.619047619048,2.43971631205674
2,2,4,8,1,28,14,1,1203.95833333333,1.90056860135855
2,3,4,12,1,24,14,2,207.904761904762,1.90056860135855
3,4,4,10,1,20,14,1,443.928571428571,1.90056860135855
2,3,4,15,1,21,21,2,775.238095238095,2.10326086956522
2,8,4,10,1,29,72,1,743.125,4.69090909090909
2,11,4,14,1,20,79,4,464.047619047619,2.43971631205674
2,9,4,8,1,12,42,3,491.785714285714,1.68143156964542
2,8,4,8,1,25,54,3,200.47619047619,1.60467083132146
2,8,4,8,1,34,38,2,341.5,1.46759118503771
2,8,4,8,1,34,38,2,341.5,1.46759118503771
2,8,4,10,1,12,54,3,1104.64285714286,1.60467083132146
2,9,4,8,1,21,18,4,511.904761904762,1.665559970358
2,9,4,11,3,8,24,4,1268.21428571429,3.07142857142856
2,9,4,9,1,11,68,2,416.071428571429,1.58171019860783
23,9,4,8,1,12,18,4,327.857142857143,1.665559970358
23,8,4,8,1,29,54,3,699.791666666667,1.60467083132146
23,8,4,8,10,13,16,3,221.517857142857,4.69090909090909
2,9,4,8,1,21,14,4,400.595238095238,1.90056860135855
2,8,4,8,1,21,68,3,323.928571428571,1.58171019860783
2,10,4,6,3,12,66,3,2153.92857142857,4.69090909090909
2,10,4,7,3,5,20,3,432.523809523809,1.95315826827537
2,9,4,8,4,25,56,4,272.571428571429,2.09017217123333
2,9,4,14,1,20,11,2,736.666666666667,1
2,11,4,11,1,10,42,3,190.089285714286,1.68143156964542
2,10,4,8,1,3,90,3,525.47619047619,1.64856230031949
2,8,4,8,1,8,101,4,1719.46428571429,2.28094302554027
9,11,4,14,1,20,41,1,744.761904761905,1.22888352597485
2,8,4,6,1,9,73,3,322.928571428571,1.3578947368421
2,8,4,6,1,9,73,3,322.928571428571,1.3578947368421
18,9,4,14,1,29,95,1,462.708333333333,1.09090909090909
23,10,4,8,6,34,43,1,647,4.69090909090909
2,8,4,9,3,4,56,4,859.047619047619,2.05498809208785
9,3,4,14,1,28,41,2,866.041666666667,1.22888352597485
2,10,4,2,6,10,16,1,395.178571428571,2.54213214182114
2,9,4,8,1,29,34,4,837.916666666667,1.57022471910112
2,11,4,14,1,28,61,1,1427.91666666667,1.1882958547819
23,8,4,9,4,5,56,2,207.190476190476,2.09017217123333
19,10,4,6,3,21,8,2,674.642857142857,4.69090909090909
2,8,4,8,1,21,56,3,406.190476190476,1.77007795371782
2,8,4,8,1,21,56,3,406.190476190476,1.77007795371782
2,8,4,8,1,29,54,2,796.875,1.60467083132146
2,10,4,6,1,10,54,3,328.660714285714,1.60467083132146
23,8,4,7,1,25,56,1,217,1.77007795371782
2,9,4,14,1,13,95,4,424.017857142857,1.09090909090909
2,8,4,8,1,22,54,3,897.619047619048,1.60467083132146
2,8,4,8,1,29,101,4,30.2083333333333,2.28094302554027
2,8,4,6,1,14,14,1,163.785714285714,1.90056860135855
2,8,4,8,1,9,38,4,377.642857142857,1.46759118503771
2,11,4,6,1,24,18,2,214.238095238095,1.665559970358
2,10,4,6,4,1,56,3,934.523809523809,2.09017217123333
2,11,4,6,8,8,14,1,502.5,2.69874476987448
2,11,4,6,8,8,14,1,502.5,2.69874476987448
2,8,4,9,1,34,56,1,385.5,1.77007795371782
2,9,4,14,1,33,61,1,545.5,1.1882958547819
2,8,4,8,1,1,68,2,312.619047619048,1.58171019860783
2,8,4,8,1,1,68,2,312.619047619048,1.58171019860783
2,8,4,8,1,8,56,3,805.892857142857,1.77007795371782
2,8,4,6,1,8,14,1,723.392857142857,1.90056860135855
2,8,4,9,4,19,90,4,517.97619047619,2.43661460225208
2,8,4,8,1,25,90,4,199.904761904762,1.64856230031949
2,8,4,10,4,34,56,3,359.666666666667,2.09017217123333
2,9,4,9,1,1,18,3,307.738095238095,1.665559970358
2,8,4,8,3,10,56,2,272.5,2.05498809208785
2,8,4,8,4,29,56,4,950.833333333333,2.09017217123333
3,8,4,8,3,8,90,3,780,1.28871128871129
2,8,4,6,1,22,14,2,352.02380952381,1.90056860135855
2,9,4,14,1,13,61,3,934.732142857143,1.1882958547819
2,8,4,6,6,21,16,1,583.571428571429,2.54213214182114
2,8,4,8,1,34,88,4,414.75,1.70719602977667
2,8,4,8,1,34,88,4,414.75,1.70719602977667
2,8,4,8,1,34,88,4,414.75,1.70719602977667
2,8,4,8,1,34,88,4,414.75,1.70719602977667
2,9,4,14,1,20,41,1,230.952380952381,1.22888352597485
2,8,4,8,3,21,90,1,867.738095238095,1.28871128871129
2,9,4,6,1,8,29,2,885,2.064
2,8,4,8,4,5,56,4,209.952380952381,2.09017217123333
23,9,4,10,1,28,22,2,929.791666666667,1.72051358614512
2,8,4,9,3,21,103,4,476.904761904762,4.69090909090909
2,9,4,14,1,21,57,1,850,4.69090909090909
2,8,4,8,1,8,68,2,668.571428571429,1.58171019860783
2,9,4,6,1,1,14,1,314.52380952381,1.90056860135855
2,8,4,8,1,34,68,4,339,1.58171019860783
2,8,4,6,1,14,14,1,164.142857142857,1.90056860135855
2,8,4,9,7,4,70,2,643.809523809524,4.69090909090909
23,9,4,10,1,34,22,4,467.25,1.72051358614512
2,8,4,8,1,21,30,2,393.214285714286,1.8942731277533
2,8,4,8,1,21,34,3,367.02380952381,1.57022471910112
2,11,4,14,1,21,11,1,360.357142857143,1
2,8,4,8,3,29,56,1,502.708333333333,2.05498809208785
2,8,4,14,1,33,61,4,441.916666666667,1.1882958547819
2,8,4,8,1,29,54,4,698.958333333333,1.60467083132146
2,8,4,8,1,21,54,2,324.761904761905,1.60467083132146
2,9,4,7,1,25,29,2,234.619047619048,2.064
2,8,4,8,3,34,90,3,413.833333333333,1.28871128871129
2,8,4,8,3,34,90,3,413.833333333333,1.28871128871129
2,8,4,8,1,9,54,4,232.428571428571,1.60467083132146
2,9,4,14,1,20,61,1,586.547619047619,1.1882958547819
2,8,4,8,1,25,54,4,235.761904761905,1.60467083132146
2,8,4,8,4,29,90,4,919.166666666667,2.43661460225208
2,8,4,6,1,9,14,1,286.071428571429,1.90056860135855
2,9,4,7,3,8,24,1,892.142857142857,3.07142857142856
2,8,4,8,1,34,68,4,656.916666666667,1.58171019860783
23,9,4,6,1,17,16,2,135.5,2.22550904081547
2,8,4,10,1,28,68,3,115.416666666667,1.58171019860783
2,8,4,8,4,25,56,4,226.238095238095,2.09017217123333
2,8,4,8,1,24,88,2,234.333333333333,1.70719602977667
2,8,4,6,3,1,16,1,657.5,2.7520209677788
2,8,4,8,3,29,56,3,861.458333333333,2.05498809208785
2,10,4,6,1,1,11,2,1775.47619047619,1
23,10,4,6,3,34,56,3,177.333333333333,2.05498809208785
2,10,4,6,3,1,16,4,1972.85714285714,2.7520209677788
2,8,4,8,1,1,38,1,519.285714285714,1.46759118503771
2,9,4,12,1,20,79,1,324.047619047619,2.43971631205674
18,11,4,14,1,29,31,2,541.666666666667,2.43971631205674
2,8,4,6,1,8,14,2,358.035714285714,1.90056860135855
2,11,4,3,3,9,16,3,351.142857142857,2.7520209677788
23,9,4,6,1,12,30,1,354.821428571429,1.8942731277533
23,9,4,14,1,20,79,1,598.571428571429,2.43971631205674
