Mag,Hora Local,Latitud,Longitud,Prof,Region,Status,Ciudad mas cercana,Hora UTC,Last Update
,,,,(km),,,,,
5.1,18/04/2016 14:12,0.83ø S,81.18ø W,10,Off Coast of Ecuador,M,"54.58km Manta,Manabi",18/04/2016 19:12,18/04/2016 19:19
3.6,18/04/2016 14:04,0.62ø N,80.29ø W,9,Near Coast of Ecuador,M,"29.97km Muisne,Esmeraldas",18/04/2016 19:04,29/04/2016 21:00
4,18/04/2016 13:48,0.07ø N,80.95ø W,8,Near Coast of Ecuador,M,"82.14km Jama,Manabi",18/04/2016 18:48,18/04/2016 19:02
5.6,18/04/2016 13:38,0.93ø S,80.99ø W,0,Near Coast of Ecuador,M,"31.54km Manta,Manabi",18/04/2016 18:38,18/04/2016 20:53
3.5,18/04/2016 12:57,0.03ø S,80.62ø W,7,Near Coast of Ecuador,M,"44.03km Jama,Manabi",18/04/2016 17:57,18/04/2016 18:01
3.1,18/04/2016 12:42,0.07ø N,79.99ø W,29,Near Coast of Ecuador,M,"6.84km Pedernales,Manabi",18/04/2016 17:42,18/04/2016 17:50
4.5,18/04/2016 12:07,0.17ø S,80.24ø W,6,Ecuador - Manabi,M,"4.42km Jama,Manabi",18/04/2016 17:07,18/04/2016 17:13
3.5,18/04/2016 11:51,0.05ø S,80.23ø W,8,Near Coast of Ecuador,M,"17.31km Jama,Manabi",18/04/2016 16:51,18/04/2016 16:58
3.4,18/04/2016 11:34,0.63ø N,79.84ø W,5,Near Coast of Ecuador,M,"20.20km Muisne,Esmeraldas",18/04/2016 16:34,18/04/2016 16:37
3.4,18/04/2016 10:57,0.72ø S,80.60ø W,5,Near Coast of Ecuador,M,"22.26km Bahia de Caraquez,Manabi",18/04/2016 15:57,18/04/2016 16:06
3.8,18/04/2016 10:48,0.81ø S,80.83ø W,5,Near Coast of Ecuador,M,"22.11km Manta,Manabi",18/04/2016 15:48,18/04/2016 16:00
3.9,18/04/2016 10:07,1.30ø S,80.83ø W,6,Ecuador - Manabi,M,"28.11km Jipijapa,Manabi",18/04/2016 15:07,18/04/2016 15:15
3.6,18/04/2016 9:59,0.03ø S,80.22ø W,6,Near Coast of Ecuador,M,"19.74km Jama,Manabi",18/04/2016 14:59,18/04/2016 15:04
3.6,18/04/2016 9:11,0.04ø S,80.80ø W,1,Near Coast of Ecuador,M,"62.34km Jama,Manabi",18/04/2016 14:11,18/04/2016 15:55
4.2,18/04/2016 8:35,0.18ø S,80.26ø W,7,Ecuador - Manabi,M,"2.48km Jama,Manabi",18/04/2016 13:35,18/04/2016 13:38
5.1,18/04/2016 8:25,0.25ø S,80.42ø W,9,Near Coast of Ecuador,M,"18.21km Jama,Manabi",18/04/2016 13:25,18/04/2016 13:31
3.4,18/04/2016 7:26,0.03ø N,80.84ø W,6,Near Coast of Ecuador,M,"69.12km Jama,Manabi",18/04/2016 12:26,18/04/2016 12:38
3.7,18/04/2016 7:17,0.59ø N,80.06ø W,3,Near Coast of Ecuador,M,"4.99km Muisne,Esmeraldas",18/04/2016 12:17,18/04/2016 12:27
3.4,18/04/2016 7:14,0.05ø S,80.29ø W,10,Near Coast of Ecuador,M,"17.16km Jama,Manabi",18/04/2016 12:14,18/04/2016 12:35
4.2,18/04/2016 7:09,0.85ø S,80.91ø W,5,Near Coast of Ecuador,M,"25.91km Manta,Manabi",18/04/2016 12:09,18/04/2016 12:21
3.5,18/04/2016 6:56,0.67ø N,80.24ø W,10,Near Coast of Ecuador,M,"25.25km Muisne,Esmeraldas",18/04/2016 11:56,18/04/2016 12:05
3.1,18/04/2016 6:38,0.66ø N,80.15ø W,4,Near Coast of Ecuador,M,"15.36km Muisne,Esmeraldas",18/04/2016 11:38,18/04/2016 11:42
3,18/04/2016 6:30,0.16ø N,79.93ø W,15,Near Coast of Ecuador,M,"16.60km Pedernales,Manabi",18/04/2016 11:30,18/04/2016 11:37
3.5,18/04/2016 6:11,0.55ø N,80.06ø W,5,Near Coast of Ecuador,M,"8.13km Muisne,Esmeraldas",18/04/2016 11:11,18/04/2016 11:27
3,18/04/2016 5:32,0.14ø N,79.31ø W,21,Ecuador - Pichincha,M,"17.15km La Concordia,Sto Domingo de los Tsachilas",18/04/2016 10:32,18/04/2016 11:30
5.2,18/04/2016 5:29,0.05ø S,80.28ø W,5,Near Coast of Ecuador,M,"16.78km Jama,Manabi",18/04/2016 10:29,31/05/2016 17:33
4.5,18/04/2016 5:27,0.32ø N,80.42ø W,3,Near Coast of Ecuador,M,"49.35km Pedernales,Manabi",18/04/2016 10:27,18/04/2016 11:34
3.7,18/04/2016 5:12,0.68ø S,80.83ø W,10,Near Coast of Ecuador,M,"34.71km Manta,Manabi",18/04/2016 10:12,18/04/2016 10:18
3.6,18/04/2016 4:57,1.81ø S,77.68ø W,164,Ecuador - Pastaza,M,"50.33km Puyo,Pastaza",18/04/2016 9:57,18/04/2016 10:05
3.1,18/04/2016 4:18,0.68ø S,81.06ø W,4,Off Coast of Ecuador,M,"50.48km Manta,Manabi",18/04/2016 9:18,18/04/2016 9:48
4.4,18/04/2016 4:13,0.63ø N,80.16ø W,3,Near Coast of Ecuador,M,"15.63km Muisne,Esmeraldas",18/04/2016 9:13,18/04/2016 9:20
3.8,18/04/2016 3:55,0.65ø N,80.14ø W,3,Near Coast of Ecuador,M,"13.94km Muisne,Esmeraldas",18/04/2016 8:55,18/04/2016 9:15
3.8,18/04/2016 3:31,1.30ø S,80.72ø W,10,Near Coast of Ecuador,A,"16.35km Jipijapa,Manabi",18/04/2016 8:31,18/04/2016 8:34
3.7,18/04/2016 3:15,0.46ø N,79.93ø W,6,Near Coast of Ecuador,M,"19.65km Muisne,Esmeraldas",18/04/2016 8:15,18/04/2016 9:39
4.8,18/04/2016 3:05,0.34ø S,80.97ø W,17,Near Coast of Ecuador,M,"67.85km Bahia de Caraquez,Manabi",18/04/2016 8:05,18/04/2016 9:35
3.1,18/04/2016 2:56,0.30ø N,80.33ø W,9,Near Coast of Ecuador,M,"39.96km Pedernales,Manabi",18/04/2016 7:56,18/04/2016 9:10
3.5,18/04/2016 2:53,0.24ø S,80.87ø W,15,Near Coast of Ecuador,M,"64.79km Bahia de Caraquez,Manabi",18/04/2016 7:53,18/04/2016 9:33
3.6,18/04/2016 2:42,0.52ø N,80.24ø W,10,Near Coast of Ecuador,M,"26.44km Muisne,Esmeraldas",18/04/2016 7:42,18/04/2016 9:31
3.3,18/04/2016 2:34,0.72ø N,80.09ø W,0,Ecuador - Esmeraldas,M,"14.31km Muisne,Esmeraldas",18/04/2016 7:34,18/04/2016 9:28
3.3,18/04/2016 2:24,0.26ø S,80.14ø W,6,Near Coast of Ecuador,M,"15.17km Jama,Manabi",18/04/2016 7:24,18/04/2016 7:30
3.2,18/04/2016 1:54,0.02ø S,80.25ø W,8,Near Coast of Ecuador,M,"20.30km Jama,Manabi",18/04/2016 6:54,18/04/2016 6:58
3.3,18/04/2016 1:21,0.22ø S,80.46ø W,8,Near Coast of Ecuador,M,"21.95km Jama,Manabi",18/04/2016 6:21,18/04/2016 6:24
3.6,18/04/2016 1:16,0.49ø N,80.14ø W,6,Near Coast of Ecuador,M,"18.95km Muisne,Esmeraldas",18/04/2016 6:16,18/04/2016 6:23
3.4,18/04/2016 0:39,0.11ø S,80.26ø W,7,Near Coast of Ecuador,M,"10.24km Jama,Manabi",18/04/2016 5:39,18/04/2016 5:57
3.8,18/04/2016 0:20,0.37ø N,80.45ø W,7,Near Coast of Ecuador,M,"54.80km Muisne,Esmeraldas",18/04/2016 5:20,18/04/2016 5:40
3.5,18/04/2016 0:17,0.91ø S,80.94ø W,19,Near Coast of Ecuador,M,"26.49km Manta,Manabi",18/04/2016 5:17,18/04/2016 5:36
3.2,18/04/2016 0:11,0.16ø S,80.79ø W,7,Near Coast of Ecuador,M,"58.75km Jama,Manabi",18/04/2016 5:11,18/04/2016 5:31
3.4,17/04/2016 23:42,0.03ø S,80.41ø W,9,Near Coast of Ecuador,M,"25.13km Jama,Manabi",18/04/2016 4:42,18/04/2016 5:03
4.2,17/04/2016 23:26,0.09ø S,80.77ø W,10,Near Coast of Ecuador,M,"57.70km Jama,Manabi",18/04/2016 4:26,18/04/2016 4:30
3,17/04/2016 23:12,0.25ø N,79.89ø W,10,Near Coast of Ecuador,M,"26.63km Pedernales,Manabi",18/04/2016 4:12,18/04/2016 4:16
3.7,17/04/2016 22:52,0.32ø S,80.31ø W,13,Ecuador - Manabi,M,"14.11km Jama,Manabi",18/04/2016 3:52,18/04/2016 3:56
3.9,17/04/2016 22:48,0.23ø S,80.91ø W,10,Near Coast of Ecuador,M,"68.92km Bahia de Caraquez,Manabi",18/04/2016 3:48,18/04/2016 3:54
3.7,17/04/2016 22:26,0.53ø N,80.58ø W,81,Near Coast of Ecuador,M,"62.87km Muisne,Esmeraldas",18/04/2016 3:26,18/04/2016 4:21
3.7,17/04/2016 21:40,0.02ø N,80.72ø W,6,Near Coast of Ecuador,M,"56.47km Jama,Manabi",18/04/2016 2:40,29/04/2016 20:53
3.9,17/04/2016 21:39,0.27ø S,81.04ø W,6,Off Coast of Ecuador,M,"78.40km Bahia de Caraquez,Manabi",18/04/2016 2:39,29/04/2016 21:03
3.2,17/04/2016 21:36,0.02ø S,80.44ø W,9,Near Coast of Ecuador,M,"28.20km Jama,Manabi",18/04/2016 2:36,18/04/2016 2:44
3,17/04/2016 21:34,0.32ø S,80.49ø W,43,Near Coast of Ecuador,M,"28.41km Jama,Manabi",18/04/2016 2:34,29/04/2016 20:56
3.4,17/04/2016 21:20,0.15ø S,80.77ø W,6,Near Coast of Ecuador,M,"56.64km Jama,Manabi",18/04/2016 2:20,29/04/2016 20:48
3.5,17/04/2016 21:17,0.90ø S,80.79ø W,24,Near Coast of Ecuador,M,"11.75km Manta,Manabi",18/04/2016 2:17,29/04/2016 20:40
3.1,17/04/2016 21:17,1.16ø S,77.89ø W,11,Ecuador - Napo,M,"20.09km Tena,Napo",18/04/2016 2:17,29/04/2016 20:34
4.1,17/04/2016 21:09,0.70ø S,81.08ø W,5,Off Coast of Ecuador,M,"50.89km Manta,Manabi",18/04/2016 2:09,18/04/2016 2:30
3.3,17/04/2016 21:02,0.37ø N,80.49ø W,6,Near Coast of Ecuador,M,"58.71km Muisne,Esmeraldas",18/04/2016 2:02,29/04/2016 20:25
3,17/04/2016 20:01,0.42ø N,80.44ø W,2,Near Coast of Ecuador,M,"51.28km Muisne,Esmeraldas",18/04/2016 1:01,18/04/2016 1:07
3.4,17/04/2016 19:52,0.09ø N,80.33ø W,4,Near Coast of Ecuador,M,"31.05km Pedernales,Manabi",18/04/2016 0:52,18/04/2016 0:59
3.4,17/04/2016 19:50,0.09ø N,80.44ø W,5,Near Coast of Ecuador,M,"37.95km Jama,Manabi",18/04/2016 0:50,18/04/2016 0:55
4.8,17/04/2016 19:38,0.39ø N,80.24ø W,5,Near Coast of Ecuador,M,"34.68km Muisne,Esmeraldas",18/04/2016 0:38,18/04/2016 0:42
3.1,17/04/2016 19:21,0.22ø N,79.98ø W,10,Near Coast of Ecuador,M,"18.17km Pedernales,Manabi",18/04/2016 0:21,18/04/2016 0:28
3,17/04/2016 19:17,0.54ø S,80.40ø W,3,Ecuador - Manabi,M,"7.20km San Vicente,Manabi",18/04/2016 0:17,19/04/2016 17:55
3.4,17/04/2016 19:12,0.73ø N,80.23ø W,2,Near Coast of Ecuador,M,"26.75km Muisne,Esmeraldas",18/04/2016 0:12,19/04/2016 16:17
4.3,17/04/2016 18:44,0.05ø S,80.85ø W,10,Near Coast of Ecuador,M,"67.39km Jama,Manabi",17/04/2016 23:44,11/05/2016 21:41
3.4,17/04/2016 18:30,0.33ø N,80.70ø W,1,Near Coast of Ecuador,M,"76.55km Jama,Manabi",17/04/2016 23:30,26/04/2016 19:31
3.6,17/04/2016 18:24,0.47ø S,80.41ø W,3,Ecuador - Manabi,M,"15.01km San Vicente,Manabi",17/04/2016 23:24,26/04/2016 19:36
3.4,17/04/2016 18:19,0.35ø N,80.65ø W,12,Near Coast of Ecuador,M,"73.36km Pedernales,Manabi",17/04/2016 23:19,17/04/2016 23:36
3.2,17/04/2016 18:17,0.19ø N,80.25ø W,5,Near Coast of Ecuador,M,"25.63km Pedernales,Manabi",17/04/2016 23:17,17/04/2016 23:34
3.1,17/04/2016 18:15,0.55ø N,80.19ø W,5,Near Coast of Ecuador,M,"20.04km Muisne,Esmeraldas",17/04/2016 23:15,17/04/2016 23:32
3.5,17/04/2016 18:04,0.70ø S,80.61ø W,5,Near Coast of Ecuador,M,"22.24km Bahia de Caraquez,Manabi",17/04/2016 23:04,17/04/2016 23:25
3.3,17/04/2016 17:30,0.45ø N,80.77ø W,11,Near Coast of Ecuador,M,"85.26km Muisne,Esmeraldas",17/04/2016 22:30,17/04/2016 22:42
3.1,17/04/2016 17:28,0.07ø S,80.39ø W,8,Near Coast of Ecuador,M,"20.34km Jama,Manabi",17/04/2016 22:28,17/04/2016 22:32
4.4,17/04/2016 17:21,0.26ø S,81.04ø W,10,Off Coast of Ecuador,M,"78.96km Bahia de Caraquez,Manabi",17/04/2016 22:21,11/05/2016 20:30
3.3,17/04/2016 17:17,0.65ø N,80.02ø W,5,Ecuador - Esmeraldas,M,"4.27km Muisne,Esmeraldas",17/04/2016 22:17,17/04/2016 22:25
3.9,17/04/2016 17:11,0.07ø N,80.97ø W,2,Near Coast of Ecuador,M,"84.21km Jama,Manabi",17/04/2016 22:11,17/04/2016 22:17
4,17/04/2016 16:39,0.03ø N,80.81ø W,7,Near Coast of Ecuador,M,"66.04km Jama,Manabi",17/04/2016 21:39,17/04/2016 22:43
6.5,17/04/2016 16:35,0.91ø S,80.56ø W,10,Near Coast of Ecuador,M,"9.97km Jaramijo,Manabi",17/04/2016 21:35,02/06/2016 20:32
3.3,17/04/2016 16:24,0.56ø S,80.32ø W,6,Near Coast of Ecuador,M,"10.39km San Vicente,Manabi",17/04/2016 21:24,17/04/2016 21:31
3.1,17/04/2016 15:58,0.60ø N,80.01ø W,5,Ecuador - Esmeraldas,M,"1.75km Muisne,Esmeraldas",17/04/2016 20:58,17/04/2016 21:04
3.2,17/04/2016 15:45,0.05ø N,80.53ø W,4,Near Coast of Ecuador,M,"40.80km Jama,Manabi",17/04/2016 20:45,17/04/2016 21:09
5,17/04/2016 15:24,0.68ø N,79.99ø W,7,Ecuador - Esmeraldas,M,"8.34km Muisne,Esmeraldas",17/04/2016 20:24,29/04/2016 20:35
3.1,17/04/2016 14:55,0.06ø S,80.42ø W,10,Near Coast of Ecuador,M,"23.51km Jama,Manabi",17/04/2016 19:55,17/04/2016 20:16
3.7,17/04/2016 14:21,0.18ø S,80.31ø W,9,Near Coast of Ecuador,A,"5.72km Jama,Manabi",17/04/2016 19:21,17/04/2016 19:27
3.9,17/04/2016 14:20,0.11ø S,80.57ø W,5,Near Coast of Ecuador,M,"35.60km Jama,Manabi",17/04/2016 19:20,17/04/2016 19:25
3.4,17/04/2016 13:22,0.05ø N,80.62ø W,9,Near Coast of Ecuador,M,"48.56km Jama,Manabi",17/04/2016 18:22,17/04/2016 18:31
3.4,17/04/2016 12:35,0.00ø N,80.63ø W,9,Near Coast of Ecuador,M,"46.55km Jama,Manabi",17/04/2016 17:35,17/04/2016 17:44
5.2,17/04/2016 12:15,0.26ø S,80.87ø W,8,Near Coast of Ecuador,M,"63.37km Bahia de Caraquez,Manabi",17/04/2016 17:15,04/05/2016 23:18
3,17/04/2016 12:06,0.39ø N,80.59ø W,8,Near Coast of Ecuador,M,"67.95km Muisne,Esmeraldas",17/04/2016 17:06,17/04/2016 17:17
3.1,17/04/2016 11:45,0.18ø S,80.46ø W,7,Near Coast of Ecuador,M,"22.00km Jama,Manabi",17/04/2016 16:45,17/04/2016 16:49
3.8,17/04/2016 10:27,0.03ø S,80.89ø W,1,Near Coast of Ecuador,M,"72.27km Jama,Manabi",17/04/2016 15:27,17/04/2016 15:32
3.7,17/04/2016 10:25,0.15ø N,80.87ø W,10,Near Coast of Ecuador,M,"78.00km Jama,Manabi",17/04/2016 15:25,17/04/2016 15:31
3.6,17/04/2016 9:06,0.24ø N,80.31ø W,10,Near Coast of Ecuador,M,"34.23km Pedernales,Manabi",17/04/2016 14:06,17/04/2016 14:10
3.5,17/04/2016 8:12,0.35ø S,80.75ø W,2,Near Coast of Ecuador,M,"46.70km Bahia de Caraquez,Manabi",17/04/2016 13:12,17/04/2016 13:18
3.4,17/04/2016 8:04,0.38ø N,80.39ø W,5,Near Coast of Ecuador,M,"48.49km Muisne,Esmeraldas",17/04/2016 13:04,17/04/2016 13:09
3.6,17/04/2016 8:04,0.45ø N,80.88ø W,10,Near Coast of Ecuador,M,"97.26km Muisne,Esmeraldas",17/04/2016 13:04,17/04/2016 15:14
3.3,17/04/2016 8:03,0.31ø S,80.44ø W,7,Near Coast of Ecuador,M,"23.02km Jama,Manabi",17/04/2016 13:03,17/04/2016 13:07
3.4,17/04/2016 8:00,0.03ø S,80.51ø W,12,Near Coast of Ecuador,M,"33.44km Jama,Manabi",17/04/2016 13:00,17/04/2016 13:06
3.1,17/04/2016 7:55,0.00ø N,80.20ø W,17,Near Coast of Ecuador,M,"18.42km Pedernales,Manabi",17/04/2016 12:55,17/04/2016 12:58
3.1,17/04/2016 7:47,0.43ø N,79.60ø W,5,Ecuador - Esmeraldas,M,"18.92km Quininde,Esmeraldas",17/04/2016 12:47,17/04/2016 12:55
3.6,17/04/2016 7:40,0.10ø S,80.44ø W,5,Near Coast of Ecuador,M,"22.68km Jama,Manabi",17/04/2016 12:40,17/04/2016 12:51
3.6,17/04/2016 7:38,0.07ø S,80.49ø W,11,Near Coast of Ecuador,M,"29.16km Jama,Manabi",17/04/2016 12:38,17/04/2016 12:45
3.4,17/04/2016 7:36,0.04ø N,80.71ø W,8,Near Coast of Ecuador,M,"56.49km Jama,Manabi",17/04/2016 12:36,17/04/2016 12:51
3.2,17/04/2016 7:20,0.04ø S,80.33ø W,9,Near Coast of Ecuador,M,"19.48km Jama,Manabi",17/04/2016 12:20,17/04/2016 12:59
4.2,17/04/2016 7:02,0.47ø N,80.75ø W,5,Near Coast of Ecuador,M,"82.64km Muisne,Esmeraldas",17/04/2016 12:02,17/04/2016 12:16
4.8,17/04/2016 6:59,0.99ø S,84.98ø W,10,Off Coast of Ecuador,A,"467.70km Salinas,Santa Elena",17/04/2016 11:59,17/04/2016 12:03
3.7,17/04/2016 6:50,0.25ø S,80.31ø W,10,Ecuador - Manabi,M,"7.43km Jama,Manabi",17/04/2016 11:50,29/04/2016 20:43
3.2,17/04/2016 6:35,0.14ø S,80.17ø W,1,Ecuador - Manabi,M,"12.48km Jama,Manabi",17/04/2016 11:35,17/04/2016 11:53
3.2,17/04/2016 6:26,0.04ø S,80.15ø W,1,Near Coast of Ecuador,M,"16.69km Pedernales,Manabi",17/04/2016 11:26,17/04/2016 11:48
3,17/04/2016 6:21,0.38ø S,80.21ø W,2,Near Coast of Ecuador,M,"20.67km Jama,Manabi",17/04/2016 11:21,17/04/2016 11:38
3,17/04/2016 6:12,0.01ø S,80.28ø W,6,Near Coast of Ecuador,M,"21.44km Jama,Manabi",17/04/2016 11:12,17/04/2016 11:33
3.3,17/04/2016 6:10,0.18ø S,80.26ø W,7,Ecuador - Manabi,M,"2.48km Jama,Manabi",17/04/2016 11:10,17/04/2016 11:31
3,17/04/2016 5:51,0.22ø S,79.95ø W,9,Ecuador - Manabi,M,"21.13km Flavio Alfaro,Manabi",17/04/2016 10:51,17/04/2016 11:24
3.5,17/04/2016 5:28,0.19ø N,81.04ø W,10,Off Coast of Ecuador,M,"96.75km Jama,Manabi",17/04/2016 10:28,17/04/2016 14:41
3.5,17/04/2016 5:21,0.02ø S,80.14ø W,5,Near Coast of Ecuador,M,"14.30km Pedernales,Manabi",17/04/2016 10:21,17/04/2016 10:38
3.4,17/04/2016 5:08,0.30ø N,80.39ø W,5,Near Coast of Ecuador,M,"45.34km Pedernales,Manabi",17/04/2016 10:08,17/04/2016 10:14
3.3,17/04/2016 5:02,0.24ø N,80.79ø W,10,Near Coast of Ecuador,M,"76.47km Jama,Manabi",17/04/2016 10:02,17/04/2016 14:35
3.3,17/04/2016 4:57,0.22ø S,80.37ø W,16,Near Coast of Ecuador,M,"12.02km Jama,Manabi",17/04/2016 9:57,17/04/2016 10:09
3.8,17/04/2016 4:46,0.19ø S,80.37ø W,13,Near Coast of Ecuador,M,"11.92km Jama,Manabi",17/04/2016 9:46,17/04/2016 9:51
3.7,17/04/2016 4:40,0.18ø S,80.25ø W,15,Ecuador - Manabi,M,"2.87km Jama,Manabi",17/04/2016 9:40,17/04/2016 9:54
3.8,17/04/2016 4:35,0.45ø N,79.40ø W,5,Ecuador - Esmeraldas,M,"15.47km Quininde,Esmeraldas",17/04/2016 9:35,17/04/2016 9:44
5.7,17/04/2016 4:23,0.12ø S,80.80ø W,6,Near Coast of Ecuador,M,"60.37km Jama,Manabi",17/04/2016 9:23,18/04/2016 18:38
3.2,17/04/2016 4:13,0.27ø N,79.99ø W,5,Near Coast of Ecuador,M,"22.94km Pedernales,Manabi",17/04/2016 9:13,17/04/2016 9:21
4.1,17/04/2016 4:01,0.59ø N,80.13ø W,5,Near Coast of Ecuador,M,"12.40km Muisne,Esmeraldas",17/04/2016 9:01,04/05/2016 22:23
3.6,17/04/2016 3:59,0.74ø S,79.38ø W,10,Ecuador - Los Rios,A,"20.13km Buena Fe,Los Rios",17/04/2016 8:59,17/04/2016 11:34
3.4,17/04/2016 3:58,0.16ø S,80.10ø W,2,Ecuador - Esmeraldas,M,"18.77km Jama,Manabi",17/04/2016 8:58,17/04/2016 9:09
4.5,17/04/2016 3:52,0.16ø S,80.58ø W,10,Near Coast of Ecuador,M,"35.52km Jama,Manabi",17/04/2016 8:52,04/05/2016 22:01
3.8,17/04/2016 3:51,0.25ø N,79.87ø W,7,Near Coast of Ecuador,M,"28.18km Pedernales,Manabi",17/04/2016 8:51,29/04/2016 20:22
4.2,17/04/2016 3:45,0.19ø S,80.58ø W,6,Near Coast of Ecuador,M,"35.23km Jama,Manabi",17/04/2016 8:45,04/05/2016 21:37
3.4,17/04/2016 3:42,0.43ø N,81.44ø W,81,Off Coast of Ecuador,M,"148.55km Jama,Manabi",17/04/2016 8:42,17/04/2016 8:50
3.7,17/04/2016 3:18,0.14ø S,80.29ø W,5,Near Coast of Ecuador,M,"7.50km Jama,Manabi",17/04/2016 8:18,17/04/2016 8:33
3.7,17/04/2016 3:12,0.56ø N,79.86ø W,0,Near Coast of Ecuador,M,"18.77km Muisne,Esmeraldas",17/04/2016 8:12,17/04/2016 8:24
3.7,17/04/2016 3:12,0.47ø N,80.05ø W,10,Near Coast of Ecuador,M,"16.09km Muisne,Esmeraldas",17/04/2016 8:12,17/04/2016 14:18
3.8,17/04/2016 3:12,0.65ø N,80.07ø W,5,Near Coast of Ecuador,M,"6.95km Muisne,Esmeraldas",17/04/2016 8:12,17/04/2016 8:20
4.2,17/04/2016 2:57,0.46ø S,80.34ø W,6,Ecuador - Manabi,M,"17.51km San Vicente,Manabi",17/04/2016 7:57,04/05/2016 18:49
3.5,17/04/2016 2:36,0.02ø S,80.20ø W,6,Near Coast of Ecuador,M,"19.51km Pedernales,Manabi",17/04/2016 7:36,17/04/2016 7:43
4.3,17/04/2016 2:28,0.06ø N,80.94ø W,10,Near Coast of Ecuador,M,"80.70km Jama,Manabi",17/04/2016 7:28,04/05/2016 17:06
3.6,17/04/2016 2:27,0.23ø N,80.00ø W,5,Ecuador - Manabi,M,"18.36km Pedernales,Manabi",17/04/2016 7:27,17/04/2016 7:32
4.7,17/04/2016 2:22,0.15ø S,80.48ø W,11,Near Coast of Ecuador,M,"24.77km Jama,Manabi",17/04/2016 7:22,17/04/2016 7:29
6.1,17/04/2016 2:13,0.40ø S,80.40ø W,7,Ecuador - Manabi,M,"22.77km San Vicente,Manabi",17/04/2016 7:13,18/04/2016 17:46
3.8,17/04/2016 2:08,0.30ø S,80.17ø W,8,Near Coast of Ecuador,M,"15.06km Jama,Manabi",17/04/2016 7:08,17/04/2016 7:24
3.8,17/04/2016 1:49,0.23ø S,80.33ø W,9,Ecuador - Manabi,M,"8.03km Jama,Manabi",17/04/2016 6:49,17/04/2016 6:58
3.6,17/04/2016 1:43,0.15ø S,80.35ø W,3,Near Coast of Ecuador,M,"11.23km Jama,Manabi",17/04/2016 6:43,17/04/2016 6:54
3.8,17/04/2016 1:41,0.16ø S,80.46ø W,6,Near Coast of Ecuador,M,"22.35km Jama,Manabi",17/04/2016 6:41,29/04/2016 20:17
3.1,17/04/2016 1:38,0.08ø N,79.57ø W,5,Ecuador - Esmeraldas,M,"21.35km La Concordia,Sto Domingo de los Tsachilas",17/04/2016 6:38,17/04/2016 6:46
3.7,17/04/2016 1:21,0.03ø S,80.35ø W,6,Near Coast of Ecuador,M,"21.42km Jama,Manabi",17/04/2016 6:21,17/04/2016 6:31
3.4,17/04/2016 1:17,0.09ø S,80.77ø W,3,Near Coast of Ecuador,M,"57.70km Jama,Manabi",17/04/2016 6:17,17/04/2016 6:25
3.8,17/04/2016 1:11,0.07ø S,80.37ø W,11,Near Coast of Ecuador,M,"18.87km Jama,Manabi",17/04/2016 6:11,17/04/2016 6:20
4.8,17/04/2016 1:05,0.12ø S,80.64ø W,12,Near Coast of Ecuador,A,"42.86km Jama,Manabi",17/04/2016 6:05,17/04/2016 6:08
3.3,17/04/2016 0:59,0.32ø N,80.16ø W,8,Near Coast of Ecuador,M,"30.00km Pedernales,Manabi",17/04/2016 5:59,17/04/2016 6:04
4.1,17/04/2016 0:51,0.07ø N,80.88ø W,9,Near Coast of Ecuador,M,"74.95km Jama,Manabi",17/04/2016 5:51,17/04/2016 6:03
3.9,17/04/2016 0:46,0.22ø S,80.70ø W,6,Near Coast of Ecuador,M,"48.60km Jama,Manabi",17/04/2016 5:46,17/04/2016 5:49
4.8,17/04/2016 0:42,0.35ø N,80.46ø W,5,Near Coast of Ecuador,M,"54.90km Pedernales,Manabi",17/04/2016 5:42,02/05/2016 18:16
4.1,17/04/2016 0:28,0.15ø S,80.59ø W,5,Near Coast of Ecuador,M,"36.78km Jama,Manabi",17/04/2016 5:28,02/05/2016 16:55
3.5,17/04/2016 0:23,0.29ø N,80.60ø W,12,Near Coast of Ecuador,M,"65.62km Pedernales,Manabi",17/04/2016 5:23,17/04/2016 5:32
3.5,17/04/2016 0:20,0.02ø N,80.75ø W,5,Near Coast of Ecuador,M,"59.48km Jama,Manabi",17/04/2016 5:20,17/04/2016 6:34
3.5,17/04/2016 0:01,0.43ø S,79.64ø W,9,Ecuador - Manabi,M,"26.29km El Carmen,Manabi",17/04/2016 5:01,17/04/2016 5:05
3.3,16/04/2016 23:57,0.08ø S,80.60ø W,11,Near Coast of Ecuador,M,"39.82km Jama,Manabi",17/04/2016 4:57,02/05/2016 16:36
3.4,16/04/2016 23:50,0.06ø N,80.38ø W,6,Near Coast of Ecuador,M,"31.90km Jama,Manabi",17/04/2016 4:50,17/04/2016 4:59
3.9,16/04/2016 23:46,0.28ø S,80.45ø W,10,Near Coast of Ecuador,A,"22.49km Jama,Manabi",17/04/2016 4:46,17/04/2016 5:00
3.6,16/04/2016 23:45,0.61ø N,79.78ø W,6,Near Coast of Ecuador,M,"26.77km Muisne,Esmeraldas",17/04/2016 4:45,17/04/2016 5:01
3.7,16/04/2016 23:35,0.50ø S,80.26ø W,7,Near Coast of Ecuador,M,"19.63km San Vicente,Manabi",17/04/2016 4:35,17/04/2016 4:54
4,16/04/2016 23:30,0.10ø S,80.44ø W,5,Near Coast of Ecuador,M,"22.68km Jama,Manabi",17/04/2016 4:30,02/05/2016 16:26
