Mag,Hora Local,Latitud,Longitud,Prof,Region,Status,Ciudad mas cercana,Hora UTC,Last Update
,,,,(km),,,,,
4,27/04/2016 13:29,0.23ø S,80.98ø W,10,Near Coast of Ecuador,M,"75.15km Bahia de Caraquez,Manabi",27/04/2016 18:29,27/04/2016 18:37
4,27/04/2016 9:32,0.17ø S,80.71ø W,10,Near Coast of Ecuador,M,"49.79km Jama,Manabi",27/04/2016 14:32,27/04/2016 14:37
3.3,27/04/2016 9:26,0.41ø S,80.37ø W,8,Ecuador - Manabi,M,"21.95km San Vicente,Manabi",27/04/2016 14:26,27/04/2016 14:31
3.3,27/04/2016 9:07,0.19ø S,80.73ø W,11,Near Coast of Ecuador,M,"51.91km Jama,Manabi",27/04/2016 14:07,27/04/2016 14:14
3.5,27/04/2016 7:53,2.82ø S,79.84ø W,2,Near Coast of Ecuador,M,"18.15km Balao,Guayas",27/04/2016 12:53,27/04/2016 13:49
4,27/04/2016 3:55,0.24ø N,80.52ø W,5,Near Coast of Ecuador,M,"55.33km Pedernales,Manabi",27/04/2016 8:55,28/04/2016 2:31
4.4,27/04/2016 2:08,1.11ø S,81.32ø W,5,Off Coast of Ecuador,M,"69.78km Manta,Manabi",27/04/2016 7:08,27/04/2016 7:13
3.6,27/04/2016 1:51,1.11ø S,81.51ø W,5,Off Coast of Ecuador,M,"90.49km Manta,Manabi",27/04/2016 6:51,27/04/2016 6:55
3.5,27/04/2016 1:45,1.02ø S,81.65ø W,5,Off Coast of Ecuador,M,"104.82km Manta,Manabi",27/04/2016 6:45,27/04/2016 6:56
3.9,27/04/2016 0:13,0.90ø S,81.29ø W,5,Off Coast of Ecuador,M,"65.06km Manta,Manabi",27/04/2016 5:13,27/04/2016 5:23
4.1,26/04/2016 22:36,1.50ø S,84.09ø W,5,Off Coast of Ecuador,M,"357.31km Salinas,Santa Elena",27/04/2016 3:36,27/04/2016 3:46
4,26/04/2016 22:24,0.17ø N,80.32ø W,5,Near Coast of Ecuador,M,"31.76km Pedernales,Manabi",27/04/2016 3:24,27/04/2016 3:27
4.2,26/04/2016 21:58,0.20ø N,80.47ø W,10,Near Coast of Ecuador,M,"48.65km Pedernales,Manabi",27/04/2016 2:58,27/04/2016 3:46
4,26/04/2016 19:39,0.22ø N,80.25ø W,5,Near Coast of Ecuador,M,"27.48km Pedernales,Manabi",27/04/2016 0:39,27/04/2016 0:44
4.4,26/04/2016 19:08,0.57ø S,80.81ø W,10,Near Coast of Ecuador,M,"42.90km Bahia de Caraquez,Manabi",27/04/2016 0:08,27/04/2016 0:16
4.5,26/04/2016 19:07,0.33ø S,81.16ø W,1,Off Coast of Ecuador,M,"86.88km Manta,Manabi",27/04/2016 0:07,27/04/2016 0:12
3.6,26/04/2016 18:36,0.61ø S,80.76ø W,19,Near Coast of Ecuador,M,"37.01km Bahia de Caraquez,Manabi",26/04/2016 23:36,26/04/2016 23:41
3.9,26/04/2016 18:08,0.27ø N,80.32ø W,10,Near Coast of Ecuador,M,"37.04km Pedernales,Manabi",26/04/2016 23:08,26/04/2016 23:14
5.6,26/04/2016 16:58,0.14ø S,80.99ø W,10,Near Coast of Ecuador,M,"81.10km Jama,Manabi",26/04/2016 21:58,29/04/2016 18:40
4,26/04/2016 16:42,0.58ø N,80.28ø W,7,Near Coast of Ecuador,M,"29.06km Muisne,Esmeraldas",26/04/2016 21:42,26/04/2016 21:48
4.2,26/04/2016 16:33,0.51ø S,80.87ø W,10,Near Coast of Ecuador,M,"50.69km Bahia de Caraquez,Manabi",26/04/2016 21:33,26/04/2016 21:39
3.7,26/04/2016 16:19,0.57ø S,80.76ø W,4,Near Coast of Ecuador,M,"37.39km Bahia de Caraquez,Manabi",26/04/2016 21:19,26/04/2016 21:31
3.8,26/04/2016 14:17,0.26ø N,80.39ø W,4,Near Coast of Ecuador,M,"43.02km Pedernales,Manabi",26/04/2016 19:17,26/04/2016 19:22
3.6,26/04/2016 12:55,0.31ø N,80.51ø W,2,Near Coast of Ecuador,M,"57.41km Pedernales,Manabi",26/04/2016 17:55,26/04/2016 18:05
3.8,26/04/2016 11:11,0.34ø N,80.63ø W,10,Near Coast of Ecuador,M,"70.87km Pedernales,Manabi",26/04/2016 16:11,26/04/2016 16:17
4.6,26/04/2016 10:50,0.37ø N,80.62ø W,6,Near Coast of Ecuador,M,"71.35km Pedernales,Manabi",26/04/2016 15:50,26/04/2016 15:56
3.6,26/04/2016 7:47,1.47ø S,81.38ø W,10,Off Coast of Ecuador,M,"64.66km Puerto Lopez,Manabi",26/04/2016 12:47,26/04/2016 12:54
3.8,26/04/2016 7:24,0.04ø S,80.96ø W,10,Near Coast of Ecuador,M,"79.54km Jama,Manabi",26/04/2016 12:24,26/04/2016 12:29
4.2,26/04/2016 2:22,1.28ø S,81.21ø W,1,Off Coast of Ecuador,M,"54.41km Puerto Lopez,Manabi",26/04/2016 7:22,26/04/2016 7:32
3.8,26/04/2016 0:43,0.20ø S,80.60ø W,10,Near Coast of Ecuador,M,"37.43km Jama,Manabi",26/04/2016 5:43,26/04/2016 5:46
3.5,26/04/2016 0:21,0.25ø S,80.37ø W,13,Ecuador - Manabi,M,"13.00km Jama,Manabi",26/04/2016 5:21,29/04/2016 18:26
3.5,26/04/2016 0:00,1.26ø S,81.09ø W,5,Off Coast of Ecuador,M,"45.57km Puerto Lopez,Manabi",26/04/2016 5:00,29/04/2016 18:26
3.7,25/04/2016 22:46,0.32ø N,80.23ø W,10,Near Coast of Ecuador,M,"33.89km Pedernales,Manabi",26/04/2016 3:46,26/04/2016 3:52
3.6,25/04/2016 22:20,0.66ø N,80.52ø W,8,Near Coast of Ecuador,M,"55.80km Muisne,Esmeraldas",26/04/2016 3:20,26/04/2016 3:24
4.3,25/04/2016 20:27,0.13ø S,81.11ø W,9,Off Coast of Ecuador,M,"93.38km Bahia de Caraquez,Manabi",26/04/2016 1:27,26/04/2016 1:32
4.1,25/04/2016 16:29,1.08ø S,81.44ø W,10,Off Coast of Ecuador,M,"82.26km Manta,Manabi",25/04/2016 21:29,25/04/2016 21:36
5,25/04/2016 16:15,0.90ø S,80.84ø W,10,Near Coast of Ecuador,M,"16.41km Manta,Manabi",25/04/2016 21:15,25/04/2016 21:22
4,25/04/2016 14:38,0.15ø S,80.51ø W,2,Near Coast of Ecuador,M,"28.02km Jama,Manabi",25/04/2016 19:38,25/04/2016 19:45
3.6,25/04/2016 10:44,0.45ø S,80.35ø W,7,Ecuador - Manabi,M,"18.16km San Vicente,Manabi",25/04/2016 15:44,25/04/2016 15:56
4.2,25/04/2016 8:50,1.16ø S,81.15ø W,4,Off Coast of Ecuador,M,"53.52km Manta,Manabi",25/04/2016 13:50,25/04/2016 14:06
3.2,25/04/2016 8:09,0.77ø S,80.73ø W,5,Near Coast of Ecuador,M,"22.11km Manta,Manabi",25/04/2016 13:09,25/04/2016 13:14
3.3,25/04/2016 7:50,1.32ø S,81.02ø W,3,Off Coast of Ecuador,M,"35.37km Puerto Lopez,Manabi",25/04/2016 12:50,25/04/2016 13:06
3.6,25/04/2016 6:55,0.87ø S,81.01ø W,5,Off Coast of Ecuador,M,"35.20km Manta,Manabi",25/04/2016 11:55,25/04/2016 12:00
4.6,25/04/2016 4:55,0.81ø S,81.31ø W,5,Off Coast of Ecuador,M,"69.11km Manta,Manabi",25/04/2016 9:55,25/04/2016 10:00
3.4,25/04/2016 4:03,0.31ø S,80.50ø W,11,Near Coast of Ecuador,M,"28.92km Jama,Manabi",25/04/2016 9:03,28/04/2016 21:50
3.2,25/04/2016 3:52,1.55ø S,80.91ø W,5,Near Coast of Ecuador,M,"11.73km Puerto Lopez,Manabi",25/04/2016 8:52,25/04/2016 8:56
4.2,25/04/2016 2:46,0.60ø N,80.54ø W,5,Near Coast of Ecuador,M,"57.78km Muisne,Esmeraldas",25/04/2016 7:46,25/04/2016 7:52
3.6,25/04/2016 2:17,0.54ø N,80.00ø W,6,Ecuador - Esmeraldas,M,"8.29km Muisne,Esmeraldas",25/04/2016 7:17,25/04/2016 7:21
4.5,25/04/2016 2:06,0.07ø S,80.05ø W,5,Near Coast of Ecuador,M,"15.92km Pedernales,Manabi",25/04/2016 7:06,25/04/2016 7:10
3.8,24/04/2016 23:42,0.56ø N,80.78ø W,76,Near Coast of Ecuador,M,"84.65km Muisne,Esmeraldas",25/04/2016 4:42,25/04/2016 4:45
3.6,24/04/2016 22:47,1.29ø S,81.42ø W,5,Off Coast of Ecuador,M,"74.47km Puerto Lopez,Manabi",25/04/2016 3:47,25/04/2016 3:51
3.6,24/04/2016 21:54,1.06ø S,81.56ø W,5,Off Coast of Ecuador,M,"95.21km Manta,Manabi",25/04/2016 2:54,25/04/2016 2:58
4.2,24/04/2016 21:25,0.14ø S,81.35ø W,5,Off Coast of Ecuador,M,"115.61km Bahia de Caraquez,Manabi",25/04/2016 2:25,25/04/2016 2:30
3.5,24/04/2016 20:19,1.03ø S,81.48ø W,3,Off Coast of Ecuador,M,"86.04km Manta,Manabi",25/04/2016 1:19,25/04/2016 1:24
3.7,24/04/2016 19:24,0.11ø S,80.34ø W,5,Near Coast of Ecuador,M,"13.31km Jama,Manabi",25/04/2016 0:24,25/04/2016 0:29
4.1,24/04/2016 18:45,0.05ø S,80.51ø W,10,Near Coast of Ecuador,M,"32.21km Jama,Manabi",24/04/2016 23:45,24/04/2016 23:49
3.5,24/04/2016 15:29,0.04ø N,81.03ø W,5,Off Coast of Ecuador,M,"89.41km Jama,Manabi",24/04/2016 20:29,24/04/2016 20:35
3.6,24/04/2016 14:13,0.24ø S,81.10ø W,10,Off Coast of Ecuador,M,"85.86km Bahia de Caraquez,Manabi",24/04/2016 19:13,24/04/2016 19:20
3.6,24/04/2016 13:39,0.03ø S,80.82ø W,10,Near Coast of Ecuador,M,"64.79km Jama,Manabi",24/04/2016 18:39,24/04/2016 18:50
3.9,24/04/2016 10:46,0.20ø N,80.42ø W,4,Near Coast of Ecuador,M,"43.36km Pedernales,Manabi",24/04/2016 15:46,24/04/2016 15:50
4.5,24/04/2016 9:36,0.15ø N,80.83ø W,4,Near Coast of Ecuador,M,"74.19km Jama,Manabi",24/04/2016 14:36,24/04/2016 14:40
3.9,24/04/2016 6:14,0.82ø N,80.57ø W,10,Near Coast of Ecuador,M,"65.35km Muisne,Esmeraldas",24/04/2016 11:14,24/04/2016 11:19
4.4,24/04/2016 2:22,0.70ø N,79.73ø W,6,Near Coast of Ecuador,M,"22.74km Atacames,Esmeraldas",24/04/2016 7:22,24/04/2016 7:27
3.6,24/04/2016 0:15,0.27ø N,80.67ø W,2,Near Coast of Ecuador,M,"69.29km Jama,Manabi",24/04/2016 5:15,24/04/2016 5:20
3.9,23/04/2016 19:36,0.94ø N,80.72ø W,2,Near Coast of Ecuador,M,"85.93km Muisne,Esmeraldas",24/04/2016 0:36,24/04/2016 0:40
3.6,23/04/2016 18:49,0.36ø N,80.46ø W,5,Near Coast of Ecuador,M,"55.53km Pedernales,Manabi",23/04/2016 23:49,24/04/2016 0:05
3.8,23/04/2016 14:09,0.29ø S,80.39ø W,13,Ecuador - Manabi,M,"17.14km Jama,Manabi",23/04/2016 19:09,23/04/2016 19:13
4.2,23/04/2016 11:06,0.09ø S,80.85ø W,5,Near Coast of Ecuador,M,"66.42km Jama,Manabi",23/04/2016 16:06,23/04/2016 16:09
3.7,23/04/2016 9:31,0.24ø N,80.56ø W,7,Near Coast of Ecuador,M,"59.20km Jama,Manabi",23/04/2016 14:31,23/04/2016 14:36
3.8,23/04/2016 8:18,0.19ø S,80.63ø W,4,Near Coast of Ecuador,M,"40.79km Jama,Manabi",23/04/2016 13:18,23/04/2016 13:24
3.7,23/04/2016 8:14,2.36ø S,80.05ø W,30,Ecuador - Guayas,M,"25.36km Guayaquil,Guayas",23/04/2016 13:14,23/04/2016 13:19
3.7,23/04/2016 5:40,0.68ø N,80.19ø W,3,Near Coast of Ecuador,M,"20.31km Muisne,Esmeraldas",23/04/2016 10:40,23/04/2016 10:47
3.6,23/04/2016 5:14,0.64ø N,80.21ø W,10,Near Coast of Ecuador,M,"21.29km Muisne,Esmeraldas",23/04/2016 10:14,23/04/2016 10:20
3.8,23/04/2016 4:06,0.49ø S,81.60ø W,10,Off Coast of Ecuador,M,"112.45km Manta,Manabi",23/04/2016 9:06,23/04/2016 9:13
3.6,23/04/2016 3:18,0.28ø N,80.63ø W,1,Near Coast of Ecuador,M,"67.35km Jama,Manabi",23/04/2016 8:18,23/04/2016 8:22
4,23/04/2016 2:50,0.19ø N,80.34ø W,10,Near Coast of Ecuador,M,"34.63km Pedernales,Manabi",23/04/2016 7:50,23/04/2016 8:02
5,22/04/2016 23:06,0.70ø N,80.49ø W,10,Near Coast of Ecuador,M,"53.12km Muisne,Esmeraldas",23/04/2016 4:06,23/04/2016 4:11
3.7,22/04/2016 22:59,0.52ø N,80.29ø W,5,Near Coast of Ecuador,M,"31.64km Muisne,Esmeraldas",23/04/2016 3:59,23/04/2016 4:05
4.2,22/04/2016 22:16,0.70ø N,80.60ø W,3,Near Coast of Ecuador,M,"65.18km Muisne,Esmeraldas",23/04/2016 3:16,23/04/2016 3:21
3.7,22/04/2016 21:58,1.70ø S,77.77ø W,1,Ecuador - Pastaza,M,"34.66km Puyo,Pastaza",23/04/2016 2:58,23/04/2016 3:11
4.2,22/04/2016 21:55,0.09ø N,80.88ø W,10,Near Coast of Ecuador,M,"75.88km Jama,Manabi",23/04/2016 2:55,23/04/2016 3:00
4.3,22/04/2016 20:45,0.67ø N,80.47ø W,10,Near Coast of Ecuador,M,"50.40km Muisne,Esmeraldas",23/04/2016 1:45,23/04/2016 1:48
4.4,22/04/2016 20:40,0.72ø N,80.51ø W,8,Near Coast of Ecuador,M,"55.75km Muisne,Esmeraldas",23/04/2016 1:40,23/04/2016 1:43
4.7,22/04/2016 20:32,0.60ø N,80.54ø W,10,Near Coast of Ecuador,M,"57.78km Muisne,Esmeraldas",23/04/2016 1:32,23/04/2016 1:38
5.7,22/04/2016 20:24,0.61ø N,80.36ø W,9,Near Coast of Ecuador,M,"37.74km Muisne,Esmeraldas",23/04/2016 1:24,23/04/2016 20:32
3.6,22/04/2016 20:04,0.69ø N,80.55ø W,10,Near Coast of Ecuador,M,"59.52km Muisne,Esmeraldas",23/04/2016 1:04,23/04/2016 1:16
3.5,22/04/2016 19:28,1.34ø S,81.28ø W,10,Off Coast of Ecuador,M,"57.98km Puerto Lopez,Manabi",23/04/2016 0:28,23/04/2016 0:33
3.4,22/04/2016 19:18,0.28ø S,80.96ø W,10,Near Coast of Ecuador,M,"70.20km Bahia de Caraquez,Manabi",23/04/2016 0:18,23/04/2016 0:24
4.5,22/04/2016 17:05,1.42ø S,80.94ø W,10,Near Coast of Ecuador,M,"21.18km Puerto Lopez,Manabi",22/04/2016 22:05,22/04/2016 22:10
3.6,22/04/2016 15:28,0.79ø N,80.61ø W,1,Near Coast of Ecuador,M,"68.49km Muisne,Esmeraldas",22/04/2016 20:28,22/04/2016 20:32
3.5,22/04/2016 15:22,2.53ø S,77.26ø W,134,Ecuador - Morona Santiago,M,"98.26km Macas,Morona Santiago",22/04/2016 20:22,22/04/2016 20:25
3.8,22/04/2016 15:19,1.52ø S,80.90ø W,10,Near Coast of Ecuador,M,"11.26km Puerto Lopez,Manabi",22/04/2016 20:19,22/04/2016 20:23
3.4,22/04/2016 14:02,0.11ø S,80.54ø W,10,Near Coast of Ecuador,M,"32.42km Jama,Manabi",22/04/2016 19:02,22/04/2016 19:55
3.7,22/04/2016 13:34,0.74ø N,80.35ø W,5,Near Coast of Ecuador,M,"39.32km Muisne,Esmeraldas",22/04/2016 18:34,28/04/2016 21:19
3.8,22/04/2016 11:48,0.62ø N,80.12ø W,10,Near Coast of Ecuador,M,"11.09km Muisne,Esmeraldas",22/04/2016 16:48,22/04/2016 16:52
3.5,22/04/2016 11:46,0.75ø N,80.43ø W,10,Near Coast of Ecuador,M,"48.06km Muisne,Esmeraldas",22/04/2016 16:46,22/04/2016 16:57
3.5,22/04/2016 11:33,0.70ø N,80.47ø W,11,Near Coast of Ecuador,M,"50.94km Muisne,Esmeraldas",22/04/2016 16:33,22/04/2016 16:37
4.6,22/04/2016 11:27,0.80ø N,80.42ø W,6,Near Coast of Ecuador,M,"49.11km Muisne,Esmeraldas",22/04/2016 16:27,22/04/2016 16:31
4.2,22/04/2016 10:53,0.36ø S,81.17ø W,10,Off Coast of Ecuador,M,"84.84km Manta,Manabi",22/04/2016 15:53,22/04/2016 15:59
5,22/04/2016 10:38,0.23ø S,81.27ø W,10,Off Coast of Ecuador,M,"103.09km Manta,Manabi",22/04/2016 15:38,22/04/2016 15:44
4.9,22/04/2016 10:36,0.12ø S,80.98ø W,6,Near Coast of Ecuador,M,"80.22km Jama,Manabi",22/04/2016 15:36,22/04/2016 15:41
3.4,22/04/2016 10:25,0.10ø S,81.01ø W,8,Off Coast of Ecuador,M,"83.81km Jama,Manabi",22/04/2016 15:25,22/04/2016 15:52
3.8,22/04/2016 10:21,0.77ø N,80.49ø W,5,Near Coast of Ecuador,M,"55.09km Muisne,Esmeraldas",22/04/2016 15:21,22/04/2016 15:25
4,22/04/2016 9:35,0.57ø N,80.41ø W,3,Near Coast of Ecuador,M,"43.55km Muisne,Esmeraldas",22/04/2016 14:35,28/04/2016 21:17
4.4,22/04/2016 8:36,0.23ø N,80.51ø W,5,Near Coast of Ecuador,M,"53.91km Pedernales,Manabi",22/04/2016 13:36,22/04/2016 13:47
5.1,22/04/2016 8:26,2.76ø S,80.24ø W,25,Near Coast of Ecuador,M,"22.14km Playas,Guayas",22/04/2016 13:26,22/04/2016 18:56
3.5,22/04/2016 7:47,0.57ø N,79.98ø W,9,Near Coast of Ecuador,M,"6.47km Muisne,Esmeraldas",22/04/2016 12:47,22/04/2016 13:21
3.8,22/04/2016 6:29,0.67ø N,80.50ø W,4,Near Coast of Ecuador,M,"53.71km Muisne,Esmeraldas",22/04/2016 11:29,22/04/2016 11:45
3.9,22/04/2016 6:20,0.72ø N,80.50ø W,12,Near Coast of Ecuador,M,"54.66km Muisne,Esmeraldas",22/04/2016 11:20,22/04/2016 11:27
4,22/04/2016 6:17,0.04ø S,80.10ø W,2,Near Coast of Ecuador,M,"13.69km Pedernales,Manabi",22/04/2016 11:17,22/04/2016 11:24
3.7,22/04/2016 5:58,1.20ø S,81.26ø W,2,Off Coast of Ecuador,M,"64.15km Puerto Lopez,Manabi",22/04/2016 10:58,22/04/2016 11:05
3.8,22/04/2016 5:48,0.16ø S,80.57ø W,14,Near Coast of Ecuador,M,"34.41km Jama,Manabi",22/04/2016 10:48,22/04/2016 10:56
4.9,22/04/2016 5:39,0.06ø S,80.87ø W,5,Near Coast of Ecuador,M,"69.29km Jama,Manabi",22/04/2016 10:39,22/04/2016 10:48
3.6,22/04/2016 4:34,1.41ø S,81.13ø W,8,Off Coast of Ecuador,M,"39.57km Puerto Lopez,Manabi",22/04/2016 9:34,22/04/2016 10:38
5.2,22/04/2016 3:52,0.15ø S,81.02ø W,10,Off Coast of Ecuador,M,"84.04km Bahia de Caraquez,Manabi",22/04/2016 8:52,22/04/2016 9:39
3.7,22/04/2016 3:03,0.05ø S,81.24ø W,11,Off Coast of Ecuador,M,"109.93km Jama,Manabi",22/04/2016 8:03,22/04/2016 8:10
3.8,22/04/2016 2:43,0.63ø N,80.08ø W,2,Near Coast of Ecuador,M,"6.91km Muisne,Esmeraldas",22/04/2016 7:43,22/04/2016 7:48
3.7,22/04/2016 2:12,0.40ø S,80.98ø W,9,Near Coast of Ecuador,M,"66.10km Bahia de Caraquez,Manabi",22/04/2016 7:12,22/04/2016 7:18
4.3,22/04/2016 1:17,0.07ø S,80.80ø W,1,Near Coast of Ecuador,M,"61.46km Jama,Manabi",22/04/2016 6:17,22/04/2016 6:22
4,22/04/2016 1:15,0.36ø N,81.14ø W,10,Off Coast of Ecuador,A,"115.82km Jama,Manabi",22/04/2016 6:15,22/04/2016 6:18
3.5,22/04/2016 0:55,0.17ø S,80.28ø W,12,Near Coast of Ecuador,M,"4.01km Jama,Manabi",22/04/2016 5:55,22/04/2016 6:02
3.8,22/04/2016 0:52,0.10ø S,80.63ø W,6,Near Coast of Ecuador,M,"42.32km Jama,Manabi",22/04/2016 5:52,22/04/2016 5:56
4.2,22/04/2016 0:37,0.23ø S,80.50ø W,6,Near Coast of Ecuador,M,"26.49km Jama,Manabi",22/04/2016 5:37,22/04/2016 5:43
3.5,22/04/2016 0:12,0.44ø N,80.10ø W,152,Near Coast of Ecuador,M,"21.03km Muisne,Esmeraldas",22/04/2016 5:12,22/04/2016 5:30
3.5,22/04/2016 0:10,0.68ø N,80.27ø W,9,Near Coast of Ecuador,M,"28.76km Muisne,Esmeraldas",22/04/2016 5:10,22/04/2016 5:13
5.2,21/04/2016 23:31,0.25ø S,80.75ø W,0,Near Coast of Ecuador,M,"54.38km Jama,Manabi",22/04/2016 4:31,22/04/2016 4:36
4.5,21/04/2016 23:25,0.16ø S,81.04ø W,10,Off Coast of Ecuador,M,"85.12km Bahia de Caraquez,Manabi",22/04/2016 4:25,22/04/2016 4:30
3.9,21/04/2016 23:15,0.05ø N,81.51ø W,10,Off Coast of Ecuador,M,"141.46km Jama,Manabi",22/04/2016 4:15,22/04/2016 4:20
3.6,21/04/2016 23:09,0.06ø S,80.69ø W,8,Near Coast of Ecuador,M,"50.00km Jama,Manabi",22/04/2016 4:09,22/04/2016 4:14
4.2,21/04/2016 23:04,0.10ø S,80.70ø W,12,Near Coast of Ecuador,M,"49.86km Jama,Manabi",22/04/2016 4:04,22/04/2016 4:11
3.6,21/04/2016 22:59,0.08ø S,80.43ø W,65,Near Coast of Ecuador,M,"22.96km Jama,Manabi",22/04/2016 3:59,22/04/2016 4:03
3.6,21/04/2016 22:53,0.17ø S,80.71ø W,10,Near Coast of Ecuador,M,"49.79km Jama,Manabi",22/04/2016 3:53,22/04/2016 4:06
4.4,21/04/2016 22:29,0.08ø S,80.95ø W,9,Near Coast of Ecuador,M,"77.56km Jama,Manabi",22/04/2016 3:29,22/04/2016 4:39
6,21/04/2016 22:20,0.18ø S,80.88ø W,4,Near Coast of Ecuador,M,"68.62km Jama,Manabi",22/04/2016 3:20,03/05/2016 14:30
4.4,21/04/2016 22:17,0.24ø S,80.80ø W,10,Near Coast of Ecuador,M,"59.09km Bahia de Caraquez,Manabi",22/04/2016 3:17,22/04/2016 3:51
4.9,21/04/2016 22:10,0.28ø S,80.69ø W,0,Near Coast of Ecuador,M,"47.67km Bahia de Caraquez,Manabi",22/04/2016 3:10,22/04/2016 3:37
5,21/04/2016 22:08,0.14ø S,80.28ø W,10,Near Coast of Ecuador,M,"7.14km Jama,Manabi",22/04/2016 3:08,22/04/2016 3:21
5.4,21/04/2016 22:06,0.14ø S,80.37ø W,14,Near Coast of Ecuador,M,"13.71km Jama,Manabi",22/04/2016 3:06,22/04/2016 3:44
6.2,21/04/2016 22:03,0.18ø S,80.77ø W,10,Near Coast of Ecuador,M,"56.39km Jama,Manabi",22/04/2016 3:03,03/05/2016 13:58
3.8,21/04/2016 21:29,0.69ø N,80.33ø W,10,Near Coast of Ecuador,M,"35.49km Muisne,Esmeraldas",22/04/2016 2:29,22/04/2016 2:33
3.6,21/04/2016 9:25,0.09ø N,80.11ø W,9,Near Coast of Ecuador,M,"6.78km Pedernales,Manabi",21/04/2016 14:25,21/04/2016 14:30
4.5,21/04/2016 8:53,0.06ø S,80.99ø W,3,Near Coast of Ecuador,M,"82.34km Jama,Manabi",21/04/2016 13:53,21/04/2016 13:58
4.3,21/04/2016 8:14,0.10ø S,80.92ø W,8,Near Coast of Ecuador,M,"73.90km Jama,Manabi",21/04/2016 13:14,21/04/2016 13:19
3.9,21/04/2016 7:49,0.88ø N,80.55ø W,2,Near Coast of Ecuador,M,"66.01km Muisne,Esmeraldas",21/04/2016 12:49,21/04/2016 12:53
4.6,21/04/2016 7:31,0.10ø S,80.30ø W,7,Near Coast of Ecuador,M,"12.05km Jama,Manabi",21/04/2016 12:31,21/04/2016 12:35
3.6,21/04/2016 7:26,4.01ø S,80.35ø W,8,Ecuador - Loja,M,"59.53km Arenillas,El Oro",21/04/2016 12:26,21/04/2016 12:31
3.8,21/04/2016 7:12,0.70ø N,80.15ø W,10,Near Coast of Ecuador,M,"17.42km Muisne,Esmeraldas",21/04/2016 12:12,21/04/2016 12:17
3.2,21/04/2016 4:10,0.21ø S,80.39ø W,12,Near Coast of Ecuador,M,"14.10km Jama,Manabi",21/04/2016 9:10,21/04/2016 9:21
3.4,21/04/2016 3:37,0.39ø N,80.68ø W,5,Near Coast of Ecuador,M,"77.37km Muisne,Esmeraldas",21/04/2016 8:37,21/04/2016 8:45
3.4,21/04/2016 1:55,1.21ø S,81.07ø W,5,Off Coast of Ecuador,M,"48.32km Puerto Lopez,Manabi",21/04/2016 6:55,21/04/2016 7:02
3.9,21/04/2016 1:47,4.13ø S,80.49ø W,14,Peru-Ecuador Border Region,M,"67.25km Macara,Loja",21/04/2016 6:47,21/04/2016 7:10
3.3,21/04/2016 1:38,0.14ø S,80.61ø W,5,Near Coast of Ecuador,M,"39.16km Jama,Manabi",21/04/2016 6:38,21/04/2016 6:46
3.2,21/04/2016 1:22,0.85ø N,80.43ø W,12,Near Coast of Ecuador,M,"52.69km Muisne,Esmeraldas",21/04/2016 6:22,21/04/2016 6:27
3.1,21/04/2016 1:05,0.26ø N,80.52ø W,5,Near Coast of Ecuador,M,"56.11km Pedernales,Manabi",21/04/2016 6:05,21/04/2016 6:14
3.6,21/04/2016 0:06,4.11ø S,80.19ø W,22,Ecuador - Loja,M,"40.84km Macara,Loja",21/04/2016 5:06,21/04/2016 5:12
4,20/04/2016 23:53,0.80ø N,80.46ø W,2,Near Coast of Ecuador,M,"53.17km Muisne,Esmeraldas",21/04/2016 4:53,21/04/2016 4:58
3.1,20/04/2016 23:42,0.03ø N,80.54ø W,5,Near Coast of Ecuador,M,"40.15km Jama,Manabi",21/04/2016 4:42,21/04/2016 4:52
4,20/04/2016 23:32,0.40ø N,80.57ø W,3,Near Coast of Ecuador,M,"65.48km Muisne,Esmeraldas",21/04/2016 4:32,21/04/2016 4:38
3.3,20/04/2016 23:04,0.57ø N,79.96ø W,5,Near Coast of Ecuador,M,"8.18km Muisne,Esmeraldas",21/04/2016 4:04,21/04/2016 4:14
3.1,20/04/2016 22:46,0.08ø S,80.36ø W,6,Near Coast of Ecuador,M,"17.30km Jama,Manabi",21/04/2016 3:46,21/04/2016 4:04
3.2,20/04/2016 21:21,0.31ø S,80.09ø W,17,Ecuador - Manabi,M,"22.73km Jama,Manabi",21/04/2016 2:21,21/04/2016 2:47
3.4,20/04/2016 21:06,0.80ø S,81.25ø W,5,Off Coast of Ecuador,M,"63.00km Manta,Manabi",21/04/2016 2:06,21/04/2016 2:13
4.2,20/04/2016 20:56,0.31ø S,81.11ø W,3,Off Coast of Ecuador,M,"83.33km Bahia de Caraquez,Manabi",21/04/2016 1:56,21/04/2016 2:01
3.8,20/04/2016 20:39,0.88ø N,80.60ø W,3,Near Coast of Ecuador,M,"71.01km Muisne,Esmeraldas",21/04/2016 1:39,21/04/2016 1:57
3.3,20/04/2016 20:28,0.31ø N,80.69ø W,5,Near Coast of Ecuador,M,"74.12km Jama,Manabi",21/04/2016 1:28,21/04/2016 1:37
3.1,20/04/2016 20:25,0.26ø N,80.84ø W,5,Near Coast of Ecuador,M,"82.18km Jama,Manabi",21/04/2016 1:25,21/04/2016 1:40
3.4,20/04/2016 19:01,0.24ø S,81.04ø W,6,Off Coast of Ecuador,M,"80.11km Bahia de Caraquez,Manabi",21/04/2016 0:01,21/04/2016 0:11
