date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-05-28 11:50:06,RS1140295,114,Senate,295,2015-11-03,,On Cloture on the Motion to Proceed,"A bill to require the Secretary of the Army and the Administrator of the Environmental Protection Agency to propose a regulation revising the definition of the term ""waters of the United States"", and for other purposes.",,,,,,,,-0.087,-0.125,-0.453,-0.391,0.976,0.99,-3.785,0.962
2017-05-28 11:50:06,RS1140296,114,Senate,296,2015-11-03,,On the Motion to Proceed,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of ""waters of the United States""under the Federal Water Pollution Control Act.",,,,,,,,-0.007,-0.101,-0.387,-0.637,1.0,1.0,-3.037,0.969
2017-05-28 11:50:06,RS1140297,114,Senate,297,2015-11-04,,On the Joint Resolution,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of ""waters of the United States""under the Federal Water Pollution Control Act.",,,,,,,,-0.007,-0.1,-0.387,-0.638,1.0,1.0,-3.035,0.969
2017-05-28 11:50:06,RS1140298,114,Senate,298,2015-11-05,,On Cloture on the Motion to Proceed,"A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.062,-0.089,-0.226,-0.013,0.955,0.979,-8.885,0.911
2017-05-28 11:50:06,RS1140299,114,Senate,299,2015-11-05,,On the Motion to Proceed,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140300,114,Senate,300,2015-11-09,,On the Nomination,"Scott Allen, of Maryland, to be United States Director of the European Bank for Reconstruction and Development",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140301,114,Senate,301,2015-11-10,,On the Motion,"An act to authorize appropriations for fiscal year 2016 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal yea, and for other purposes.",,,,,,,,-0.43,-0.729,-0.272,-0.769,0.0,0.968,-8.898,0.91
2017-05-28 11:50:06,RS1140302,114,Senate,302,2015-11-10,,On Passage of the Bill,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140303,114,Senate,303,2015-11-10,,On the Cloture Motion,"An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.",,,,,,,,0.653,0.047,0.322,0.111,0.429,0.955,-12.761,0.866
2017-05-28 11:50:06,RS1140304,114,Senate,304,2015-11-10,,On the Motion,"An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.",,,,,,,,0.28,0.179,0.106,0.211,0.387,0.782,-38.723,0.641
2017-05-28 11:50:06,RS1140305,114,Senate,305,2015-11-16,,On the Nomination,"LaShann Moutique DeArcy Hall, of New York, to be United States District Judge for the Eastern District of New York",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140306,114,Senate,306,2015-11-17,,On the Joint Resolution,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to ""Carbon Pollution Emission Guidelines for Existing Stationary Sources: Electic Utility Generating Units"".",,,,,,,,0.062,-0.094,-0.318,-0.916,0.978,0.99,-4.829,0.952
2017-05-28 11:50:06,RS1140307,114,Senate,307,2015-11-17,,On the Joint Resolution,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to ""Standards of Performance for Greenhouse Gas Emissions from New, Modified, ad Reconstructed Stationary Sources: Electric Utility Generating Units"".",,,,,,,,0.062,-0.094,-0.318,-0.916,0.978,0.99,-4.829,0.952
2017-05-28 11:50:06,RS1140308,114,Senate,308,2015-11-18,,On the Cloture Motion,An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.,,,,,,,,0.713,0.056,0.324,0.464,0.5,0.969,-10.354,0.899
2017-05-28 11:50:06,RS1140309,114,Senate,309,2015-11-19,,On the Nomination,"Peter William Bodde, of Maryland, to be Ambassador to Libya",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140310,114,Senate,310,2015-11-30,,On the Nomination,"Gayle Smith, of Ohio, to be Administrator of the United States Agency for International Development",,,,,,,,0.665,0.009,0.299,0.165,0.429,0.953,-13.47,0.855
2017-05-28 11:50:06,RS1140311,114,Senate,311,2015-12-03,,On the Motion to Table,To ensure that this Act does not increase the number of uninsured women or increase the number of unintended pregnancies by establishing a women's health care and clinic security and safety fund.,,,,,,,,0.053,-0.088,-0.344,-0.41,0.935,0.97,-4.759,0.954
2017-05-28 11:50:06,RS1140312,114,Senate,312,2015-12-03,,On the Amendment,To amend the Patient Protection and Affordable Care Act to ensure that individuals can keep their health insurance coverage.,,,,,,,,-0.069,-0.099,-0.37,0.035,0.955,0.98,-6.099,0.941
2017-05-28 11:50:06,RS1140313,114,Senate,313,2015-12-03,,On the Motion,To maintain the 100 percent FMAP for the Medicaid expansion population.,,,,,,,,-0.047,-0.083,0.385,-0.276,0.978,0.99,-3.348,0.967
2017-05-28 11:50:06,RS1140314,114,Senate,314,2015-12-03,,On the Amendment,To improve the bill.,,,,,,,,0.132,-0.105,0.357,0.624,0.958,0.98,-4.005,0.961
2017-05-28 11:50:06,RS1140315,114,Senate,315,2015-12-03,,On the Motion,"To amend the Internal Revenue Code of 1986 to establish a credit for married couples who are both employed and have young children, and for other purposes.",,,,,,,,0.036,-0.086,0.459,-0.169,1.0,1.0,-0.383,0.996
2017-05-28 11:50:06,RS1140316,114,Senate,316,2015-12-03,,On the Amendment,To strike the reinstatement of the tax on employee health insurance premiums and health plan benefits.,,,,,,,,-0.383,-0.864,-0.058,-0.406,0.0,0.9,-36.808,0.692
2017-05-28 11:50:06,RS1140317,114,Senate,317,2015-12-03,,On the Motion,To improve mental health and substance use prevention and treatment.,,,,,,,,0.163,-0.084,0.396,0.286,0.979,0.99,-3.919,0.961
2017-05-28 11:50:06,RS1140318,114,Senate,318,2015-12-03,,On the Motion,Relating to the Protect America Act of 2015.,,,,,,,,0.018,-0.085,-0.331,-0.555,0.955,0.98,-5.319,0.948
2017-05-28 11:50:06,RS1140319,114,Senate,319,2015-12-03,,On the Motion,To increase public safety by permitting the Attorney General to deny the transfer of firearms or the issuance of firearms and explosives licenses to known or suspected dangerous terrorists.,,,,,,,,0.053,-0.092,0.315,0.398,0.911,0.96,-5.899,0.942
2017-05-28 11:50:06,RS1140320,114,Senate,320,2015-12-03,,On the Motion,"To address gun violence, improve the availability of records to the National Instant Criminal background Check System, address mental illness in the criminal justice system, and end straw purchases and trafficking of illegal firearms, and for other purpoes.",,,,,,,,0.049,-0.004,-0.22,-0.322,0.891,0.949,-11.713,0.888
2017-05-28 11:50:06,RS1140321,114,Senate,321,2015-12-03,,On the Motion,"To protect Second Amendment rights, ensure that all individuals who should be prohibited from buying a firearm are listed in the National Instant Criminal Background Check System, and provide a responsible and consistent background check process.",,,,,,,,0.118,-0.048,0.239,0.542,0.896,0.949,-11.433,0.89
2017-05-28 11:50:06,RS1140322,114,Senate,322,2015-12-03,,On the Motion,To provide additional amounts to the Department of Veterans Affairs to increase the access of veterans to care and improve the physical infrastructure of the Department of Veterans Affairs and to impose a fair share tax on high-income taxpayers.,,,,,,,,0.163,-0.084,0.396,0.286,0.979,0.99,-3.919,0.961
2017-05-28 11:50:06,RS1140323,114,Senate,323,2015-12-03,,On the Amendment,"To prevent the entry of extremists into the United States under the refugee program, and for other purposes.",,,,,,,,0.67,0.122,-0.202,-0.28,0.0,0.899,-24.293,0.782
2017-05-28 11:50:06,RS1140324,114,Senate,324,2015-12-03,,On the Amendment,"To amend the Internal Revenue Code of 1986 to extend the special rule for seniors relating to the income level for deduction of medical care expenses, and for other purposes.",,,,,,,,-0.145,-0.082,-0.381,0.088,0.872,0.949,-10.173,0.902
2017-05-28 11:50:06,RS1140325,114,Senate,325,2015-12-03,,On the Amendment,To restore Second Amendment rights in the District of Columbia.,,,,,,,,0.05,-0.088,-0.323,-0.398,0.911,0.96,-5.696,0.944
2017-05-28 11:50:06,RS1140326,114,Senate,326,2015-12-03,,On the Motion,In the nature of a substitute.,,,,,,,,0.151,-0.083,-0.297,-0.181,0.936,0.97,-7.701,0.925
2017-05-28 11:50:06,RS1140327,114,Senate,327,2015-12-03,,On the Motion,To ensure that individuals can keep their health insurance coverage.,,,,,,,,0.036,-0.083,0.457,-0.172,1.0,1.0,-0.384,0.996
2017-05-28 11:50:06,RS1140328,114,Senate,328,2015-12-03,,On the Motion,"To protect victims of violence or disease, veterans, workers who have lost their health insurance and their jobs, and other vulnerable populations from the repeal of the advanced premium tax credit.",,,,,,,,0.123,-0.089,0.461,0.043,1.0,1.0,-0.971,0.99
2017-05-28 11:50:06,RS1140329,114,Senate,329,2015-12-03,,On Passage of the Bill,A bill to provide for reconciliation pursuant to section 2002 of the concurrent resolution on the budget for fiscal year 2016.,,,,,,,,0.162,-0.084,-0.431,-0.305,0.979,0.99,-2.432,0.976
2017-05-28 11:50:06,RS1140330,114,Senate,330,2015-12-03,,On the Motion,"An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.",,,,,,,,0.015,-0.757,-0.02,-0.316,-0.045,0.768,-48.878,0.61
2017-05-28 11:50:06,RS1140331,114,Senate,331,2015-12-03,,On the Conference Report,"An act to authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes.",,,,,,,,0.681,-0.049,0.179,0.041,0.312,0.889,-25.943,0.769
2017-05-28 11:50:06,RS1140332,114,Senate,332,2015-12-07,,On the Nomination,"Travis Randall McDonough, of Tennessee, to be United States District Judge for the Eastern District of Tennessee",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140333,114,Senate,333,2015-12-08,,On the Cloture Motion,An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.,,,,,,,,0.588,0.149,0.348,0.734,0.333,0.917,-15.969,0.847
2017-05-28 11:50:06,RS1140334,114,Senate,334,2015-12-09,,On the Conference Report,An original bill to reauthorize the Elementary and Secondary Education Act of 1965 to ensure that every child achieves.,,,,,,,,0.595,0.104,0.342,0.594,0.417,0.928,-15.401,0.853
2017-05-28 11:50:06,RS1140335,114,Senate,335,2015-12-14,,On the Nomination,"Alissa M. Starzak, of New York, to be General Counsel of the Department of the Army",,,,,,,,0.238,-0.044,0.245,0.047,0.853,0.937,-13.138,0.847
2017-05-28 11:50:06,RS1140336,114,Senate,336,2015-12-18,,On the Cloture Motion,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.499,0.048,0.141,0.32,0.385,0.837,-35.709,0.695
2017-05-28 11:50:06,RS1140337,114,Senate,337,2015-12-18,,On the Motion to Table,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.453,-0.062,-0.155,-0.243,0.548,0.857,-35.168,0.698
2017-05-28 11:50:06,RS1140338,114,Senate,338,2015-12-18,,On the Motion,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.338,0.656,0.052,0.194,0.08,0.765,-50.633,0.597
2017-05-28 11:50:06,RS1140339,114,Senate,339,2015-12-18,CQ,On the Motion,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes.",,,,,,,,0.495,0.168,0.093,0.056,0.303,0.765,-49.804,0.602
2017-05-28 11:50:06,RS1140340,114,Senate,340,2016-01-11,,On the Nomination,"Luis Felipe Restrepo, of Pennsylvania, to be United States Circuit Judge for the Third Circuit",,,,,,,,0.56,0.361,0.281,0.739,0.333,0.955,-11.087,0.882
2017-05-28 11:50:06,RS1140341,114,Senate,341,2016-01-12,,On Cloture on the Motion to Proceed,"A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.",,,,,,,,0.043,-0.022,-0.188,0.181,0.932,0.969,-16.946,0.84
2017-05-28 11:50:06,RS1140342,114,Senate,342,2016-01-19,,On the Nomination,"Wilhelmina Marie Wright, of Minnesota, to be United States District Judge for the District of Minnesota",,,,,,,,0.314,0.018,0.209,0.35,0.722,0.894,-24.459,0.771
2017-05-28 11:50:06,RS1140343,114,Senate,343,2016-01-20,,On the Cloture Motion,"A bill to require that supplemental certifications and background investigations be completed prior to the admission of certain aliens as refugees, and for other purposes.",,,,,,,,-0.048,-0.109,-0.436,-0.256,0.977,0.99,-2.918,0.971
2017-05-28 11:50:06,RS1140344,114,Senate,344,2016-01-21,,On the Cloture Motion,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of ""waters of the United States""under the Federal Water Pollution Control Act.",,,,,,,,-0.011,-0.092,-0.38,-0.629,1.0,1.0,-3.011,0.968
2017-05-28 11:50:06,RS1140345,114,Senate,345,2016-01-27,,On the Nomination,"John Michael Vazquez, of New Jersey, to be United States District Judge for the District of New Jersey",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140346,114,Senate,346,2016-01-28,,On the Amendment,"To enable civilian research and development of advanced nuclear energy technologies by private and public institutions, to expand theoretical and practical knowledge of nuclear physics, chemistry, and materials science.",,,,,,,,-0.147,-0.886,-0.084,-0.778,0.25,0.967,-9.942,0.897
2017-05-28 11:50:06,RS1140347,114,Senate,347,2016-01-28,,On the Amendment,To require the Comptroller General of the United States to conduct a review and submit a report on energy production in the United States and the effects of crude oil exports.,,,,,,,,0.414,-0.059,0.283,-0.004,0.517,0.846,-26.522,0.747
2017-05-28 11:50:06,RS1140348,114,Senate,348,2016-01-28,,On the Amendment,To modify the funding provided for the Advanced Research Projects Agency-Energy.,,,,,,,,0.311,-0.102,0.253,-0.185,0.757,0.902,-22.484,0.783
2017-05-28 11:50:06,RS1140349,114,Senate,349,2016-02-02,,On the Amendment,To modify the authority of the President of the United States to declare national monuments.,,,,,,,,0.13,-0.083,-0.218,-0.348,0.894,0.947,-13.784,0.865
2017-05-28 11:50:06,RS1140350,114,Senate,350,2016-02-02,,On the Amendment,To establish a Federal energy efficiency resource standard for electricity and natural gas suppliers.,,,,,,,,-0.01,-0.102,0.337,0.51,0.953,0.979,-5.74,0.941
2017-05-28 11:50:06,RS1140351,114,Senate,351,2016-02-02,,On the Amendment,To establish deadlines and expedite permits for certain natural gas gathering lines on Federal land and Indian land.,,,,,,,,-0.047,-0.107,-0.434,-0.253,0.977,0.989,-2.921,0.97
2017-05-28 11:50:06,RS1140352,114,Senate,352,2016-02-02,,On the Amendment,To require each agency to repeal or amend 1 or more rules before issuing or amending a rule.,,,,,,,,0.124,-0.087,-0.458,-0.044,1.0,1.0,-0.976,0.99
2017-05-28 11:50:06,RS1140353,114,Senate,353,2016-02-02,,On the Amendment,To amend the Internal Revenue Code of 1986 to phase out tax preferences for fossil fuels on the same schedule as the phase out of the tax credits for wind facilities.,,,,,,,,0.066,-0.087,0.273,0.695,0.933,0.968,-8.446,0.915
2017-05-28 11:50:06,RS1140354,114,Senate,354,2016-02-02,,On the Amendment,To require campaign finance disclosures for certain persons benefitting from fossil fuel activities.,,,,,,,,-0.047,-0.107,0.434,0.253,0.977,0.989,-2.921,0.97
2017-05-28 11:50:06,RS1140355,114,Senate,355,2016-02-04,,On the Cloture Motion,In the nature of a substitute.,,,,,,,,0.046,0.092,-0.083,-0.271,0.609,0.813,-45.28,0.624
2017-05-28 11:50:06,RS1140356,114,Senate,356,2016-02-04,,On the Cloture Motion,"An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.",,,,,,,,0.136,0.088,-0.07,-0.144,0.442,0.753,-52.128,0.584
2017-05-28 11:50:06,RS1140357,114,Senate,357,2016-02-08,,On the Nomination,"Rebecca Goodgame Ebinger, of Iowa, to be United States District Judge for the Southern District of Iowa",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140358,114,Senate,358,2016-02-09,,On the Nomination,"Scot Alan Marciel, of California, to be Ambassador to the Union of Burma",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140359,114,Senate,359,2016-02-10,,On Passage of the Bill,"A bill to improve the enforcement of sanctions against the Government of North Korea, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140360,114,Senate,360,2016-02-11,,On the Cloture Motion,"An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.",,,,,,,,-0.385,-0.061,-0.149,0.199,0.273,0.832,-36.912,0.678
2017-05-28 11:50:06,RS1140361,114,Senate,361,2016-02-11,,On the Conference Report,"An act to reauthorize trade facilitation and trade enforcement functions and activities, and for other purposes.",,,,,,,,-0.427,-0.036,-0.146,0.18,0.05,0.8,-36.565,0.681
2017-05-28 11:50:06,RS1140362,114,Senate,362,2016-02-11,,On the Nomination,"Leonard Terry Strand, of South Dakota, to be United States District Judge for the Northern District of Iowa",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140363,114,Senate,363,2016-02-22,,On the Cloture Motion,"Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services",,,,,,,,-0.59,0.248,-0.14,0.304,0.0,0.93,-22.972,0.766
2017-05-28 11:50:06,RS1140364,114,Senate,364,2016-02-24,,On the Nomination,"Robert McKinnon Califf, of South Carolina, to be Commissioner of Food and Drugs, Department of Health and Human Services",,,,,,,,-0.222,-0.975,-0.072,-0.485,0.0,0.957,-18.041,0.824
2017-05-28 11:50:06,RS1140365,114,Senate,365,2016-02-25,,On the Resolution,"A resolution relating to the death of Antonin Scalia, Associate Justice of the Supreme Court of the United States.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140366,114,Senate,366,2016-02-29,,On Cloture on the Motion to Proceed,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140367,114,Senate,367,2016-03-02,,On the Amendment,"To provide the Department of Justice with additional tools to target extraterritorial drug trafficking activity, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140368,114,Senate,368,2016-03-02,,On the Motion,To provide for comprehensive provisions for the prevention and enforcement of opioid abuse and treatment of opioid addiction.,,,,,,,,0.16,-0.076,0.391,0.287,0.978,0.99,-3.912,0.96
2017-05-28 11:50:06,RS1140369,114,Senate,369,2016-03-02,,On the Motion,"To make appropriations to address the heroin and opioid drug abuse epidemic for the fiscal year ending September 30, 2016.",,,,,,,,0.208,-0.065,0.314,0.446,0.915,0.958,-9.291,0.907
2017-05-28 11:50:06,RS1140370,114,Senate,370,2016-03-03,,On the Amendment,To strengthen consumer education about the risks of opioid abuse and addiction.,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140371,114,Senate,371,2016-03-07,,On the Cloture Motion,In the nature of a substitute.,,,,,,,,0.348,-0.922,0.088,-0.825,0.0,0.966,-8.11,0.913
2017-05-28 11:50:06,RS1140372,114,Senate,372,2016-03-09,,On the Cloture Motion,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,,,,,,,,0.359,-0.927,0.088,-0.806,0.0,0.969,-8.164,0.918
2017-05-28 11:50:06,RS1140373,114,Senate,373,2016-03-10,,On Passage of the Bill,A bill to authorize the Attorney General to award grants to address the national epidemics of prescription opioid abuse and heroin use.,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140374,114,Senate,374,2016-03-10,,On the Motion to Table,A joint resolution relating to the disapproval of the proposed foreign military sale to the Government of Pakistan of F-16 Block 52 aircraft.,,,,,,,,-0.107,-0.035,-0.037,0.043,-0.792,0.547,-62.443,0.518
2017-05-28 11:50:06,RS1140375,114,Senate,375,2016-03-14,,On the Nomination,"John B. King, of New York, to be Secretary of Education",,,,,,,,0.215,-0.071,0.175,0.139,0.8,0.91,-21.547,0.785
2017-05-28 11:50:06,RS1140376,114,Senate,376,2016-03-16,,On the Cloture Motion,"A bill to reauthorize and amend the National Sea Grant College Program Act, and for other purposes.",,,,,,,,0.078,0.034,-0.153,-0.423,0.75,0.876,-26.51,0.761
2017-05-28 11:50:06,RS1140377,114,Senate,377,2016-03-17,,On the Resolution,An original resolution directing the Senate Legal Counsel to bring a civil action to enforce a subpoena of the Permanent Subcommittee on Investigations.,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140378,114,Senate,378,2016-04-04,,On Passage of the Bill,"A bill to amend chapter 90 of title 18, United States Code, to provide Federal jurisdiction for the theft of trade secrets, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140379,114,Senate,379,2016-04-06,,On Cloture on the Motion to Proceed,"A bill to amend the Internal Revenue Code of 1986 to permanently extend increased expensing limitations, and for other purposes.",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140380,114,Senate,380,2016-04-07,,On the Amendment,"To enhance airport security, and for other purposes.",,,,,,,,-0.439,-0.255,-0.358,-0.151,0.3,0.926,-16.839,0.838
2017-05-28 11:50:06,RS1140381,114,Senate,381,2016-04-07,,On the Amendment,To expand and enhance visible deterrents at major transportation hubs and to increase the resources to protect and secure the United States.,,,,,,,,0.745,-0.012,0.31,0.321,0.0,0.948,-11.94,0.883
2017-05-28 11:50:06,RS1140382,114,Senate,382,2016-04-07,,On the Amendment,To require the Federal Aviation Administration to establish minimum standards for space for passengers on passenger aircraft.,,,,,,,,-0.03,-0.088,0.261,0.089,0.905,0.958,-10.325,0.898
2017-05-28 11:50:06,RS1140383,114,Senate,383,2016-04-11,,On the Nomination,"Waverly D. Crenshaw, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee",,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140384,114,Senate,384,2016-04-14,,On the Cloture Motion,In the nature of a substitute.,,,,,,,,0.379,-0.885,0.079,-0.668,0.0,0.959,-13.906,0.868
2017-05-28 11:50:06,RS1140385,114,Senate,385,2016-04-18,,On the Cloture Motion,"A bill to amend the Internal Revenue Code of 1986 to permanently extend increased expensing limitations, and for other purposes.",,,,,,,,0.674,-0.699,0.153,-0.377,-0.2,0.936,-17.614,0.829
2017-05-28 11:50:06,RS1140386,114,Senate,386,2016-04-19,,On Passage of the Bill,"An act to amend title 49, United States Code, to authorize appropriations for the Federal Aviation Administration for fiscal years 2016 through 2017, and for other purposes.",,,,,,,,0.382,-0.922,0.076,-0.758,0.0,0.969,-10.012,0.903
2017-05-28 11:50:06,RS1140387,114,Senate,387,2016-04-19,,On the Amendment,To add certain provisions relating to natural resources.,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,
2017-05-28 11:50:06,RS1140388,114,Senate,388,2016-04-19,,On the Amendment,"To improve the accuracy of mortgage underwriting used by the Federal Housing Administration by ensuring that energy costs are included in the underwriting process, to reduce the amount of energy consumed by homes, to facilitate the creation of energy effciency retrofit and construction jobs, and for other purposes.",,,,,,,,0.424,-0.031,0.297,0.284,0.581,0.866,-24.644,0.776
2017-05-28 11:50:06,RS1140389,114,Senate,389,2016-04-19,,On the Amendment,To add provisions relating to acquisition of Federal land under the Land and Water Conservation Fund.,,,,,,,,0.381,-0.076,-0.224,0.008,0.588,0.856,-29.301,0.739
2017-05-28 11:50:06,RS1140390,114,Senate,390,2016-04-19,,On the Amendment,To require a report relating to certain transmission infrastructure projects.,,,,,,,,0.271,-0.105,-0.194,0.148,0.714,0.876,-27.296,0.755
2017-05-28 11:50:06,RS1140391,114,Senate,391,2016-04-19,,On the Amendment,To require the Secretary of the Treasury to develop a plan for issuance of Clean Energy Victory Bonds.,,,,,,,,0.183,-0.061,0.268,0.641,0.915,0.959,-11.252,0.89
2017-05-28 11:50:06,RS1140392,114,Senate,392,2016-04-19,,On the Motion,"To provide for the establishment of free market enterprise zones in order to help facilitate the creation of new jobs, entrepreneurial opportunities, enhanced and renewed educational opprotunities, and increased community involvement in bankrupt or econoically distressed areas.",,,,,,,,0.398,-0.061,-0.214,-0.067,0.515,0.835,-31.97,0.719
2017-05-28 11:50:06,RS1140393,114,Senate,393,2016-04-20,,On Passage of the Bill,"An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.",,,,,,,,0.624,-0.083,0.336,0.232,0.333,0.918,-18.492,0.826
2017-05-28 11:50:06,RS1140394,114,Senate,394,2016-04-20,,On the Amendment,To modify funding for certain projects of the Department of Energy.,,,,,,,,0.477,-0.019,0.255,0.211,0.385,0.833,-29.477,0.736
2017-05-28 11:50:06,RS1140395,114,Senate,395,2016-04-20,,On the Amendment,"To eliminate funding for the Appalachian Regional Commission, the Delta Regional Authority, the Denali Commission, and the Northern Border Regional Commission.",,,,,,,,0.488,-0.011,-0.214,-0.171,0.44,0.854,-32.806,0.711
2017-05-28 11:50:06,RS1140396,114,Senate,396,2016-04-21,,On the Amendment,To prohibit the use of funds relating to a certain definition.,,,,,,,,-0.034,-0.104,-0.372,-0.624,0.952,0.98,-4.67,0.953
2017-05-28 11:50:06,RS1140397,114,Senate,397,2016-04-21,,On the Amendment,To limit the use of funds made available for the Advanced Technology Vehicles Manufacturing Loan Program.,,,,,,,,0.144,-0.109,-0.19,-0.121,0.854,0.928,-18.659,0.825
2017-05-28 11:50:06,RS1140398,114,Senate,398,2016-04-21,,On the Amendment,To provide funding for the Tribal Energy Loan Guarantee Program.,,,,,,,,0.545,-0.137,0.194,-0.027,0.158,0.832,-32.842,0.708
2017-05-28 11:50:06,RS1140399,114,Senate,399,2016-04-25,,On the Amendment,To add a provision relating to certain requirements in the acquisition of welded shipboard anchor and mooring chain.,,,,,,,,0.338,-0.044,0.309,0.264,0.816,0.925,-17.386,0.829
2017-05-28 11:50:06,RS1140400,114,Senate,400,2016-04-26,,On the Amendment,To provide for funding for wind energy.,,,,,,,,0.271,-0.08,0.155,0.101,0.69,0.865,-31.184,0.723
2017-05-28 11:50:06,RS1140401,114,Senate,401,2016-04-26,,On the Amendment,To make funding for water management improvement subject to a condition.,,,,,,,,0.49,0.042,0.194,0.201,0.217,0.813,-33.868,0.703
2017-05-28 11:50:06,RS1140402,114,Senate,402,2016-04-26,,On the Amendment,To withhold certain funds for the construction of environmental infrastructure.,,,,,,,,0.598,-0.325,-0.195,0.154,0.0,0.875,-26.411,0.759
2017-05-28 11:50:06,RS1140403,114,Senate,403,2016-04-27,,On the Cloture Motion,In the nature of a substitute.,,,,,,,,0.031,-0.006,-0.136,-0.248,0.804,0.906,-27.798,0.749
2017-05-28 11:50:06,RS1140404,114,Senate,404,2016-04-28,,On the Cloture Motion,In the nature of a substitute.,,,,,,,,0.0,-0.004,-0.145,-0.267,0.86,0.937,-24.914,0.769
