# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 16
# data
#   file = ti.dat
# init = 2 (Default)
# random
#   seed = 2282494900
# output
#   file = ti.30modes.16.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,yhat.26,yhat.27,yhat.28,yhat.29,yhat.30
-127.281,0.333333,0.0627523,1,3,1,139.691,3.36041,0.544733,0.316476,17.3318,2.19846,3.36041,2.19846,2.19846,0,0,0,2.19846,3.36041,2.19846,0,0,0,2.19846,2.19846,3.36041,0,0,0,0,0,0,0.316476,0,0,0,0,0,0,0.316476,0,0,0,0,0,0,0.316476,127.437,130.899,164.157,147.261,164.523,180.165,177.244,199.904,211.545,209.218,247.565,235.794,249.499,252.46,294.428,236.007,272.313,279.18,281.32,274.177,316.04,282.888,291.029,276.175,298.418,326.861,330.215,309.933,327.052,346.425
-122.153,1,0.016877,2,3,0,127.755,3.24195,0.546936,0.325969,16.5574,2.04997,3.24195,2.04997,2.04997,0,0,0,2.04997,3.24195,2.04997,0,0,0,2.04997,2.04997,3.24195,0,0,0,0,0,0,0.325969,0,0,0,0,0,0,0.325969,0,0,0,0,0,0,0.325969,90.003,141.314,136.284,157.344,155.029,162.626,193.578,191.601,198.049,211.065,244.814,261.612,257.792,261.896,249.278,285.152,292.559,290.9,306.286,266.869,321.659,301.456,324.059,332.119,305.51,313.328,318.542,351.589,341.528,319.513
-120.064,0.924826,0.0317154,2,3,0,125.656,3.39254,0.526748,0.323256,16.0641,2.16517,3.39254,2.16517,2.16517,0,0,0,2.16517,3.39254,2.16517,0,0,0,2.16517,2.16517,3.39254,0,0,0,0,0,0,0.323256,0,0,0,0,0,0,0.323256,0,0,0,0,0,0,0.323256,68.6931,96.8123,159.409,161.917,155.449,186.207,178.41,201.084,217.241,251.252,257.697,262.299,232.109,265.637,247.147,271.412,283.37,279.247,284.912,299.098,289.175,311.374,302.579,314.392,318.768,297.861,326.863,317.941,330.72,338.972
-113.331,0.39144,0.0475881,2,3,0,122.008,3.15616,0.507486,0.325869,14.4867,1.87191,3.15616,1.87191,1.87191,0,0,0,1.87191,3.15616,1.87191,0,0,0,1.87191,1.87191,3.15616,0,0,0,0,0,0,0.325869,0,0,0,0,0,0,0.325869,0,0,0,0,0,0,0.325869,83.4513,151.879,167.74,165.959,155.812,192.914,168.298,213.133,232.094,229.796,268.333,242.721,252.55,250.748,291.742,267.902,300.557,286.832,280.184,301.112,330.255,293.76,317.346,300.406,306.855,336.242,317.083,327.298,357.15,345.58
-104.774,0.964554,0.0156552,4,15,0,114.204,3.18089,0.505195,0.313087,12.4273,1.94142,3.18089,1.94142,1.94142,0,0,0,1.94142,3.18089,1.94142,0,0,0,1.94142,1.94142,3.18089,0,0,0,0,0,0,0.313087,0,0,0,0,0,0,0.313087,0,0,0,0,0,0,0.313087,74.911,160.616,163.343,146.036,155.353,159.71,159.323,196.082,206.815,207.701,238.079,228.183,247.823,237.881,276.739,274.774,276.877,286.325,286.02,292.27,313.476,288.814,312.674,286.135,304.194,318.386,336.682,313.679,321.096,332.385
-93.7552,0.795631,0.0262547,3,7,0,106.498,2.62107,0.562906,0.341513,9.83051,1.40768,2.62107,1.40768,1.40768,0,0,0,1.40768,2.62107,1.40768,0,0,0,1.40768,1.40768,2.62107,0,0,0,0,0,0,0.341513,0,0,0,0,0,0,0.341513,0,0,0,0,0,0,0.341513,94.6081,149.189,152.355,144.304,169.362,168.385,187.538,200.621,220.196,243.07,226.452,257.048,268.848,275.144,276.506,269.75,287.657,293.27,291.305,289.345,307.509,300.386,277.361,310.582,308.797,308.528,308.084,344.977,317.776,324.58
-92.7211,0.194344,0.0272726,3,11,1,95.6967,2.74831,0.576401,0.330581,9.48596,1.60126,2.74831,1.60126,1.60126,0,0,0,1.60126,2.74831,1.60126,0,0,0,1.60126,1.60126,2.74831,0,0,0,0,0,0,0.330581,0,0,0,0,0,0,0.330581,0,0,0,0,0,0,0.330581,79.3536,140.777,151.739,162.245,164.619,191.537,186.346,208.631,217.214,219.509,241.824,257.227,239.838,255.849,285.192,271.396,281.204,281.971,281.683,283.025,293.947,286.776,322.303,298.365,299.501,311.679,314.497,324.299,334.876,328.448
-76.3611,0.883291,0.00538089,6,63,0,96.3657,2.37001,0.853829,0.398979,8.7138,1.43544,2.37001,1.43544,1.43544,0,0,0,1.43544,2.37001,1.43544,0,0,0,1.43544,1.43544,2.37001,0,0,0,0,0,0,0.398979,0,0,0,0,0,0,0.398979,0,0,0,0,0,0,0.398979,93.2862,133.334,136.01,179.338,187.81,203.544,195.334,184.28,241.335,215.817,233.628,237.47,222.529,254.753,259.098,267.466,271.072,281.353,301.214,292.988,293.734,305.723,307.664,301.734,322.672,308.908,310.371,320.786,319.53,335.168
-76.9218,0.828689,0.00719707,3,7,0,80.9761,2.28069,0.842443,0.407178,8.81695,1.31403,2.28069,1.31403,1.31403,0,0,0,1.31403,2.28069,1.31403,0,0,0,1.31403,1.31403,2.28069,0,0,0,0,0,0,0.407178,0,0,0,0,0,0,0.407178,0,0,0,0,0,0,0.407178,92.1886,149.356,140.369,182.434,194.225,183.778,208.071,211.637,223.704,243.861,237.601,254.498,242.69,248.733,271.521,289.822,264.349,292.511,298.252,292.61,293.602,307.033,301.744,314.319,322.229,314.76,313.318,330.478,329.344,336.332
-71.8669,0.999421,0.00825973,4,15,0,78.2999,2.40018,0.859912,0.40319,7.92469,1.46243,2.40018,1.46243,1.46243,0,0,0,1.46243,2.40018,1.46243,0,0,0,1.46243,1.46243,2.40018,0,0,0,0,0,0,0.40319,0,0,0,0,0,0,0.40319,0,0,0,0,0,0,0.40319,103.068,137.114,157.787,182.422,189.169,206.312,188.803,200.084,230.764,254.61,221.253,240.505,247.683,246.626,267.144,280.393,276.415,280.5,286.612,301.252,300.644,310.637,302.497,310.716,300.674,300.289,314.589,315.686,320.422,324.459
-72.1744,0.982717,0.01498,2,3,0,72.5389,2.3733,0.846941,0.404635,7.90102,1.41778,2.3733,1.41778,1.41778,0,0,0,1.41778,2.3733,1.41778,0,0,0,1.41778,1.41778,2.3733,0,0,0,0,0,0,0.404635,0,0,0,0,0,0,0.404635,0,0,0,0,0,0,0.404635,101.707,138.496,151.962,186.989,180.056,197.868,184.577,189.554,235.701,230.375,240.324,260.085,244.372,257.576,269.587,276.11,295.345,287.956,293.006,299.947,295.213,299.372,291.667,303.8,321.268,333.213,326.402,322.04,327.098,329.081
-72.1744,5.05659e-12,0.0257304,1,1,0,74.5903,2.3733,0.846941,0.404635,7.90102,1.41778,2.3733,1.41778,1.41778,0,0,0,1.41778,2.3733,1.41778,0,0,0,1.41778,1.41778,2.3733,0,0,0,0,0,0,0.404635,0,0,0,0,0,0,0.404635,0,0,0,0,0,0,0.404635,91.5872,152.783,145.187,186.951,183.938,186.241,194.135,208.092,217.923,213.984,245.04,256.925,232.745,271.092,272.174,266.824,290.225,284.131,282.073,308.675,311.897,306.841,291.189,307.711,314.278,305.977,320.312,317.956,318.574,325.42
-58.2788,0.984553,0.00323882,6,63,0,73.5138,2.06335,0.999863,0.446115,6.04778,1.17099,2.06335,1.17099,1.17099,0,0,0,1.17099,2.06335,1.17099,0,0,0,1.17099,1.17099,2.06335,0,0,0,0,0,0,0.446115,0,0,0,0,0,0,0.446115,0,0,0,0,0,0,0.446115,111.915,129.683,156.36,188.528,182.206,193.324,209.589,206.738,238.114,239.33,245.795,253.376,243.522,250.038,256.973,274.327,287.269,284.765,281.341,297.732,315.324,305.635,325.919,310.532,307.412,300.312,316.637,333.523,323.008,319.235
-56.1954,0.990773,0.00560873,5,31,0,59.7985,2.08541,1.04775,0.457736,5.53974,1.21165,2.08541,1.21165,1.21165,0,0,0,1.21165,2.08541,1.21165,0,0,0,1.21165,1.21165,2.08541,0,0,0,0,0,0,0.457736,0,0,0,0,0,0,0.457736,0,0,0,0,0,0,0.457736,111.579,137.019,145.923,183.554,190.186,200.789,198.108,215.774,233.791,229.714,237.263,246.978,244.165,255.583,269.092,269.939,277.417,282.675,291.132,297.111,300.381,294.37,295.008,304.96,305.575,319.403,311.721,322.018,320.114,333.294
-54.6058,0.994909,0.00978502,4,15,0,57.4401,2.26331,0.986184,0.43989,5.35273,1.37121,2.26331,1.37121,1.37121,0,0,0,1.37121,2.26331,1.37121,0,0,0,1.37121,1.37121,2.26331,0,0,0,0,0,0,0.43989,0,0,0,0,0,0,0.43989,0,0,0,0,0,0,0.43989,106.546,133.993,142.506,185.704,195.813,193.348,197.566,216.596,227.311,234.826,238.359,242.307,241.327,257.175,277.324,284.084,271.051,279.547,283.107,297.509,296.325,313.288,301.594,310.099,311.843,303.354,317.79,333.29,320.507,331.08
-54.0172,0.255615,0.0171028,1,3,0,55.8235,2.27521,0.990058,0.433447,5.21554,1.39961,2.27521,1.39961,1.39961,0,0,0,1.39961,2.27521,1.39961,0,0,0,1.39961,1.39961,2.27521,0,0,0,0,0,0,0.433447,0,0,0,0,0,0,0.433447,0,0,0,0,0,0,0.433447,114.931,135.266,152.818,180.86,186.847,190.349,199.015,206.155,226.286,240.024,227.555,241.579,238.472,250.049,266.092,267.944,277.382,280.342,281.105,296.278,302.124,299.409,298.146,313.806,322.132,308.557,312.572,320.455,316.103,325.135
-52.777,0.999783,0.004437,3,15,0,54.9476,2.27265,0.994679,0.442195,5.03266,1.38353,2.27265,1.38353,1.38353,0,0,0,1.38353,2.27265,1.38353,0,0,0,1.38353,1.38353,2.27265,0,0,0,0,0,0,0.442195,0,0,0,0,0,0,0.442195,0,0,0,0,0,0,0.442195,108.989,140.662,157.902,171.746,191.119,190.238,199.563,211.42,234.547,233.226,243.521,238.759,238.838,250.806,273.787,272.518,290.981,284.197,288.458,294.476,306.262,304.044,310.983,314.24,319.163,318.787,320.829,322.961,329.415,320.973
-55.6102,0.967146,0.00782963,4,15,0,57.5565,2.41076,1.08669,0.458197,5.15169,1.56747,2.41076,1.56747,1.56747,0,0,0,1.56747,2.41076,1.56747,0,0,0,1.56747,1.56747,2.41076,0,0,0,0,0,0,0.458197,0,0,0,0,0,0,0.458197,0,0,0,0,0,0,0.458197,107.599,142.31,151.005,186.014,194.206,199.426,196.143,206.34,234.362,235.634,236.978,251.645,247.177,237.364,256.686,270.827,282.095,291.633,300.357,300.378,305.062,310.32,305.576,305.241,314.969,320.948,316.626,330.905,315.188,327.246
-57.1646,0.177434,0.0126104,2,3,0,57.8058,2.40346,1.07406,0.462835,5.13324,1.54163,2.40346,1.54163,1.54163,0,0,0,1.54163,2.40346,1.54163,0,0,0,1.54163,1.54163,2.40346,0,0,0,0,0,0,0.462835,0,0,0,0,0,0,0.462835,0,0,0,0,0,0,0.462835,105.6,141.736,153.118,187.724,191.748,203.844,207.535,206.952,236.11,226.55,232.822,238.91,258.114,242.733,267.208,270.499,285.16,287.454,314.104,297.025,316.466,310.795,299.912,304.471,323.037,318.282,319.3,323.645,320.732,325.444
-55.3695,0.967074,0.00277549,2,7,0,59.0875,2.39949,1.08324,0.457604,5.13948,1.5546,2.39949,1.5546,1.5546,0,0,0,1.5546,2.39949,1.5546,0,0,0,1.5546,1.5546,2.39949,0,0,0,0,0,0,0.457604,0,0,0,0,0,0,0.457604,0,0,0,0,0,0,0.457604,111.435,141.655,138.219,180.848,179.947,190.307,201.814,207.012,235.148,231.894,229.213,239.207,243.152,252.251,259.91,263.218,269.018,277.209,304.361,297.006,313.151,303.23,311.2,300.597,309.065,316.633,319.41,317.343,319.902,322.907
-30.3534,0.992159,0.00447008,6,79,0,55.5734,1.5655,0.956009,0.443208,2.14791,0.63829,1.5655,0.63829,0.63829,0,0,0,0.63829,1.5655,0.63829,0,0,0,0.63829,0.63829,1.5655,0,0,0,0,0,0,0.443208,0,0,0,0,0,0,0.443208,0,0,0,0,0,0,0.443208,104.182,138.791,145.876,182.768,192.152,196.361,203.731,210.957,231.718,233.699,240.648,242.572,241.838,249.188,273.182,271.776,288.492,284.847,286.457,296.267,303.004,304.345,306.292,303.426,306.658,309.239,318.984,321.046,326.579,320.843
