"","V1","V2","V3"
"738",-0.000854481,0.999247,-0.011467
"739",0.00691686,0.99899,0.0113325
"740",0.0101928,0.999401,0.0125637
"741",0.00195191,0.999293,0.00529497
"742",0.00753773,0.999411,0.00888142
"743",-0.00825717,0.999499,0.000269344
"744",-0.00845805,0.99923,0.00527855
"745",-0.00289438,0.999183,0.00788153
"746",0.00881607,0.999068,0.01383
"747",0.0114814,0.999643,0.0146506
"748",-0.0138313,0.999621,-0.0138244
"749",-0.00500668,0.999191,-0.0137346
"750",0.00345198,0.999022,0.0146261
"751",0.0106794,0.999503,-0.00519636
"752",0.00909398,0.999345,0.0124965
"753",0.00830337,0.998894,0.00995035
"754",0.00799002,0.999539,0.00282967
"755",-0.000722037,0.999088,-0.00608424
"756",-0.00661656,0.999044,-0.0124351
"757",-0.0152878,0.999368,-0.00425535
"758",-0.00233949,0.998926,-0.0124182
"759",-0.000608659,0.999084,-0.0112706
"760",-0.00424639,0.998983,-0.0108993
"761",-0.0078655,0.999001,-0.0137315
"762",-0.00104408,0.999012,-0.0019406
"763",-0.000694696,0.999257,0.00280873
"764",-0.0107646,0.999407,-0.0157086
"765",0.0115014,0.999367,-0.00553585
"766",-0.012923,0.999413,-0.00233897
"767",0.012218,0.999304,0.0165638
"768",-0.0113701,0.999624,-0.00915512
"769",0.0092006,0.999246,-0.00337201
"770",-0.00423495,0.998387,0.000502623
"771",-0.0133823,0.999418,0.00951583
"772",-0.0100932,0.999538,-0.0122677
"773",0.0117928,0.999093,-0.00973223
"774",-0.0090219,0.999301,-0.0108997
"775",-0.00998494,0.999118,-0.0130421
"776",-0.00557267,0.999173,-0.0109806
"777",-0.000966155,0.998994,-0.0123144
"778",0.0113917,0.999274,0.00166673
"779",0.00529934,0.99875,-0.00615855
"780",-0.012071,0.999346,-0.0129059
"781",0.014681,0.999245,0.00676478
"782",-0.000367487,0.998904,-0.00282744
"783",-0.0102888,0.999887,0.00545609
"784",0.00863096,0.999254,0.0165266
"785",0.0108845,0.999583,0.0132555
"786",0.00801221,0.999188,-0.00374303
"787",-0.0123941,0.999226,-0.0114942
"788",-0.0140733,0.9993,-0.0134166
"789",-0.00344224,0.999217,-0.0110542
"790",0.00672037,0.999189,-0.00214987
"791",0.00655971,0.999272,0.00856896
"792",0.0113996,0.999145,-0.00521704
"793",0.0025876,0.999062,0.00268425
"794",-0.0149039,0.99986,0.00307082
"795",-0.0113407,0.999576,0.0020138
"796",0.00356614,0.999433,0.0173946
"797",-0.0115898,0.99925,-0.0129989
"798",0.0147379,0.99938,0.0197384
"799",-0.0116556,0.99937,-0.0119448
"800",0.0100739,0.999678,0.012916
"801",0.00851519,0.999124,0.01512
"802",-0.011927,0.999217,-0.0130879
"803",0.0101575,0.999205,-0.00259334
"804",-0.0106017,0.999408,-0.01101
"805",0.0104318,0.999271,0.0127681
"806",0.00747446,0.999108,0.00502056
"807",-0.00624582,0.999202,-0.0111138
"808",-0.00565807,0.999155,-0.00113266
"809",-0.0121424,1.00004,-0.0116412
"810",-0.00340434,0.999258,0.0112884
"811",0.00975358,0.999029,0.0120387
"812",-0.00945814,0.999274,-0.010186
"813",0.00673515,0.999133,0.0121435
"814",-0.00638946,0.999612,-0.0107784
"815",0.0106971,0.99921,0.0128486
"816",0.00626264,0.999271,0.0137236
"817",-0.0115275,0.99928,-0.00912811
"818",0.000596784,0.998836,-0.0128752
"819",0.0138314,0.999541,0.00278838
"820",-0.0102615,0.999211,-0.0104182
"821",0.0109135,0.999387,0.010565
"822",0.00988098,0.998867,0.00900582
"823",-0.0125807,0.999443,0.0013014
"824",0.0029567,0.999253,-0.00689121
"825",0.0110283,0.999347,-0.00322603
"826",0.0127644,0.999422,-0.00242536
"827",0.0013624,0.99942,-0.00872119
"828",0.0129993,0.999778,0.00508307
"829",0.00458679,0.99935,0.0132629
"830",0.0119443,0.999655,0.0151672
"831",-0.00760248,0.998545,-0.0132981
"832",0.0125813,0.999598,-0.00152401
"833",0.0132945,0.999404,0.0130914
"834",-0.0122359,0.999413,0.00459436
"835",0.00720486,0.999768,0.00566516
"836",-0.00420361,0.999035,-0.00560311
"837",-0.00747517,0.998859,0.000527053
"838",0.00082336,0.999024,0.00294457
"839",0.00857654,0.999478,-0.00590929
"840",0.0104803,0.999257,0.0174211
"841",-0.0147962,0.999292,-0.0145637
"842",0.0144029,0.999521,0.0171606
"843",0.012908,0.999542,-0.00818003
"844",-0.00990495,0.999664,0.00703962
"845",-0.00924524,0.998915,0.00698895
"846",0.00277668,0.99903,0.0032274
"847",-0.0118537,0.99916,-0.0162742
"848",-0.00812661,0.999386,0.010131
"849",-0.00380525,0.999439,5.53943e-05
"850",-0.00919835,0.999489,-0.0101422
"851",-0.0103117,0.999059,-0.012953
"852",0.00556915,0.999173,0.0147644
"853",0.000195342,0.999054,-0.00468582
"854",0.00236724,0.998996,0.00483123
"855",-0.0101013,0.999324,-0.00120523
"856",0.0111897,0.999253,-0.00562441
"857",-0.00932251,0.999241,-0.000413098
"858",0.000355234,0.999128,-0.00963868
"859",-0.0100997,0.998793,-0.0179392
"860",-0.00829407,0.998841,-0.0183163
"861",0.00579263,0.999353,0.00065154
"862",-0.0134522,0.999549,0.00255138
"863",0.00857114,0.99958,0.00989725
"864",0.00606142,0.998971,-0.000339026
"865",-0.00127114,0.999128,-0.00701859
"866",-0.0134696,0.999353,-0.0140847
"867",0.00656792,0.999364,-0.00489096
"868",0.0119676,0.999592,-0.00617132
"869",0.0042694,0.999412,-0.00887076
"870",0.0103061,0.999161,0.0133726
"871",0.0120989,0.999333,0.015816
"872",0.00823057,0.999176,0.00229619
"873",-0.00977054,0.999487,-0.0077461
"874",0.00792876,0.99915,0.0131639
"875",0.00661236,0.999299,0.0143176
"876",0.00636481,0.99904,-0.00595701
"877",-0.00880399,0.998835,-0.00566831
"878",0.00566265,0.998914,0.0132697
"879",0.0146893,0.999837,0.0153317
"880",0.00960206,0.999181,0.0163364
"881",-0.00436375,0.999052,-0.0118902
"882",-0.00529695,0.999133,-0.0051631
"883",-0.010605,0.999271,-0.00962569
"884",0.00505894,0.999523,0.0164251
"885",-0.0060213,0.999122,-0.0131339
"886",-0.00866012,0.999077,0.00473199
"887",0.0114212,0.999474,-0.00287226
"888",0.00953236,0.999739,0.00703748
"889",0.00872975,0.999433,-0.00907687
"890",-0.0112252,0.999462,-0.0147615
"891",0.00344751,0.998987,0.0129024
"892",-0.00916081,0.999235,-0.00378881
"893",-0.00758263,0.999148,-0.0145082
"894",0.010071,0.99946,0.0111768
"895",0.00075353,0.99953,0.0163106
"896",0.0111642,0.999536,-0.00279654
"897",-0.0051574,0.998907,-0.0103942
"898",0.0110844,0.9995,-0.00536216
"899",0.0138195,0.999354,0.0172901
"900",0.00581208,0.99958,0.0122059
"901",0.00669299,0.999351,0.0108015
"902",0.000266593,0.999134,-0.00789547
"903",0.0090027,0.999159,-0.00739034
"904",-0.0126499,0.999172,-0.0023805
"905",0.0150433,0.999527,0.00134289
"906",0.0112917,0.999145,0.00930433
"907",-0.010413,0.998884,-0.0147897
"908",-0.014959,0.999377,-0.012837
"909",0.00728509,0.999325,0.0120492
"910",0.00168055,0.998839,-0.00752406
"911",0.0122201,0.999123,-0.00504262
"912",-0.0121925,0.99901,0.00620533
"913",0.00944764,0.999697,0.00121035
"914",-0.0122163,0.999357,-0.0133836
"915",0.00865232,0.999355,0.00050784
"916",0.00538519,0.999211,0.00689729
"917",0.000440702,0.998642,-0.00837967
"918",0.011374,0.999459,-0.00337806
"919",-0.00446364,0.998859,-0.00766226
"920",-0.00603399,0.998919,-0.0113849
"921",-0.0115015,0.99925,-0.0141427
"922",-0.0118504,0.999514,0.00812683
"923",-0.0101857,0.999502,-0.0114498
"924",0.0107716,0.999446,0.0142208
"925",0.0066677,0.999285,0.0146576
"926",-0.0112401,0.999831,-0.0172141
"927",0.00251557,0.998892,0.00193037
"928",-0.00883647,0.999125,-0.0124227
"929",0.00914032,0.99913,0.00523985
"930",-0.0103053,0.999459,-0.0152734
"931",0.00669301,0.999238,0.0159749
"932",-0.00903733,0.999337,-0.012181
"933",0.00960383,0.998932,0.0173814
"934",-0.0117899,0.998827,0.00921069
"935",-0.0115143,0.999069,0.00135288
"936",-0.0123221,0.99947,0.0103886
"937",-0.00915009,0.999427,-0.00981696
"938",0.0105605,0.998965,0.000579503
"939",-0.00171262,0.99916,-0.00392444
"940",-0.0105903,0.999187,-0.0146389
"941",0.00220573,0.999217,-0.0019413
"942",-0.00925812,0.999052,-0.00706392
"943",0.000712024,0.999465,0.0141444
"944",0.00822135,0.999441,0.0164425
"945",0.00386151,0.999543,0.00342291
"946",0.00788913,0.999244,-0.00217077
"947",0.0137255,0.999351,0.00372471
"948",0.0116222,0.999551,0.0143123
"949",-0.0108149,0.998959,0.00598041
"950",-0.0132964,0.999603,-0.0169601
"951",0.00776529,0.998981,0.0119786
"952",-0.0112551,0.998941,0.00600667
"953",0.0116316,0.999028,-0.00255572
"954",0.00445684,0.998997,0.0109489
"955",-0.0106492,0.999118,-0.0101208
"956",0.000735023,0.999062,0.00349036
"957",-0.00985007,0.999294,-0.0111538
"958",0.00589535,0.999224,0.0101501
"959",-0.0129448,0.999404,0.00118272
"960",0.00744443,0.999278,0.0160199
"961",-0.0128938,0.999331,0.00534449
"962",-0.00839671,0.999122,-0.0139033
"963",0.00024661,0.999259,-0.00818325
"964",0.00438705,0.999122,-0.00225444
"965",0.01174,0.999199,0.00060402
"966",-0.00814325,0.999037,-0.00541786
"967",-0.0106478,0.999095,-0.000631369
"968",-0.00335128,0.999706,-0.0090185
"969",-0.00831871,0.999011,-0.0119341
"970",0.00268172,0.999116,-0.0108246
"971",-0.013402,0.999936,0.00270868
"972",-0.00435771,0.999397,-0.0107008
"973",0.0100452,0.999261,0.00378837
"974",-0.0084738,0.999092,-0.0111753
"975",0.010947,0.99983,0.0136615
"976",-0.0094117,0.999717,-0.00716797
"977",-0.00855108,0.999341,-0.0110328
"978",-0.00276278,0.999234,0.00825435
"979",-0.00374486,0.998904,-0.0143398
"980",0.0058024,0.99906,0.0140884
"981",-0.00927516,0.99935,0.00428354
"982",0.000918924,0.999119,-0.00193025
"983",0.0126835,0.999208,0.0065938
"984",-0.0114078,0.9993,-0.0132364
"985",0.00450482,0.999492,-0.0117671
"986",0.00365485,0.999062,0.0171351
"987",0.007484,0.999252,0.00820709
"988",-0.0110934,0.99924,-0.0132937
"989",-0.0102018,0.999139,-0.011076
"990",-0.00439044,0.9991,-0.00417457
"991",-0.00537177,0.999107,0.00969905
"992",-0.0125314,0.999207,0.00918442
"993",0.0104415,0.999557,0.0153595
"994",0.00652125,0.9992,-0.0114757
"995",0.0102825,0.999044,7.76123e-05
"996",-0.00448487,0.998925,-0.0107744
"997",0.00793424,0.999399,-0.00643586
"998",0.0101998,0.999549,0.0130762
"999",0.0141797,0.999599,0.0131434
"1000",0.0159714,0.999906,-0.000386752
"1001",0.643195,0.832232,0.839924
"1002",0.639028,0.8377,0.83478
"1003",0.663487,0.84686,0.846531
"1004",0.663955,0.846571,0.844727
"1005",0.645905,0.840721,0.837151
"1006",0.657529,0.845061,0.84099
"1007",0.635142,0.836241,0.83346
"1008",0.661157,0.846003,0.843942
"1009",0.636512,0.836871,0.83535
"1010",0.63896,0.833263,0.838516
"1011",0.632077,0.832861,0.835792
"1012",0.6481,0.841815,0.834003
"1013",0.63325,0.836062,0.834764
"1014",0.63884,0.838451,0.831671
"1015",0.637244,0.834938,0.837253
"1016",0.662951,0.84668,0.843073
"1017",0.665031,0.846844,0.846411
"1018",0.633054,0.833365,0.836144
"1019",0.654774,0.843798,0.839953
"1020",0.640385,0.838534,0.834863
"1021",0.635393,0.83193,0.837242
"1022",0.643662,0.840205,0.829587
"1023",0.664965,0.846894,0.847252
"1024",0.633855,0.832433,0.836416
"1025",0.652466,0.8316,0.842654
"1026",0.662549,0.841964,0.846211
"1027",0.664269,0.845861,0.847004
"1028",0.633587,0.832715,0.83606
"1029",0.642813,0.839341,0.832462
"1030",0.635645,0.835444,0.836172
"1031",0.663988,0.845433,0.847199
"1032",0.632268,0.832755,0.835646
"1033",0.661775,0.846365,0.840767
"1034",0.659802,0.841462,0.845112
"1035",0.64246,0.839249,0.832481
"1036",0.630972,0.830521,0.835091
"1037",0.631669,0.833712,0.835389
"1038",0.64181,0.838794,0.831816
"1039",0.663814,0.846665,0.846363
"1040",0.638932,0.833283,0.837848
"1041",0.664807,0.846774,0.846962
"1042",0.661504,0.84603,0.843048
"1043",0.632983,0.834177,0.835833
"1044",0.637181,0.836857,0.836931
"1045",0.650644,0.834325,0.843005
"1046",0.631268,0.83409,0.835079
"1047",0.636386,0.83664,0.835419
"1048",0.651008,0.833098,0.842778
"1049",0.642335,0.838401,0.833509
"1050",0.664338,0.846733,0.845459
"1051",0.644975,0.834536,0.840233
"1052",0.659062,0.845179,0.845168
"1053",0.642114,0.839651,0.834286
"1054",0.645612,0.835022,0.840977
"1055",0.668698,0.847928,0.845008
"1056",0.634075,0.83629,0.834918
"1057",0.662893,0.846207,0.845882
"1058",0.665029,0.845407,0.846506
"1059",0.660341,0.845718,0.841931
"1060",0.649047,0.836684,0.842107
"1061",0.667831,0.844675,0.847765
"1062",0.661182,0.845834,0.844275
"1063",0.644601,0.838062,0.840399
"1064",0.638736,0.832134,0.838161
"1065",0.656743,0.842009,0.844132
"1066",0.643722,0.837104,0.84006
"1067",0.639978,0.837661,0.832737
"1068",0.634734,0.836093,0.83585
"1069",0.641108,0.837441,0.839183
"1070",0.638071,0.83577,0.838053
"1071",0.661879,0.846587,0.846177
"1072",0.625039,0.831165,0.832899
"1073",0.664497,0.846554,0.845701
"1074",0.635159,0.833937,0.83633
"1075",0.651626,0.832836,0.84256
"1076",0.653372,0.843012,0.838946
"1077",0.665194,0.846695,0.846351
"1078",0.653661,0.835872,0.843668
"1079",0.651044,0.838763,0.842498
"1080",0.662466,0.846337,0.84215
"1081",0.640096,0.838599,0.837534
"1082",0.649057,0.84137,0.836244
"1083",0.64173,0.839101,0.837599
"1084",0.644757,0.840409,0.835892
"1085",0.656951,0.841481,0.84466
"1086",0.638912,0.83704,0.838373
"1087",0.636524,0.831754,0.837683
"1088",0.665364,0.847718,0.84358
"1089",0.652919,0.830862,0.843742
"1090",0.655962,0.844422,0.843643
"1091",0.635071,0.837309,0.83288
"1092",0.659703,0.845069,0.844399
"1093",0.636326,0.832603,0.837459
"1094",0.652563,0.842148,0.843155
"1095",0.63092,0.833655,0.834545
"1096",0.636109,0.835483,0.836241
"1097",0.645715,0.839876,0.835588
"1098",0.639492,0.832497,0.838379
"1099",0.649455,0.841927,0.832714
"1100",0.662654,0.841585,0.84574
"1101",0.661573,0.846081,0.843346
"1102",0.656787,0.842477,0.844279
"1103",0.647408,0.835427,0.84126
"1104",0.63042,0.832086,0.834478
"1105",0.654446,0.843042,0.843694
"1106",0.657536,0.839465,0.844348
"1107",0.651057,0.83301,0.84253
"1108",0.634471,0.836643,0.836422
"1109",0.648016,0.838155,0.841762
"1110",0.650493,0.842546,0.832483
"1111",0.663371,0.846871,0.843073
"1112",0.663619,0.847072,0.843953
"1113",0.6417,0.835247,0.83973
"1114",0.662483,0.84577,0.846681
"1115",0.665184,0.846776,0.843505
"1116",0.654782,0.844098,0.839378
"1117",0.652776,0.843056,0.84036
"1118",0.664509,0.846996,0.843566
"1119",0.663001,0.847129,0.841648
"1120",0.649878,0.839153,0.842255
"1121",0.662224,0.844908,0.846628
"1122",0.66048,0.844943,0.840308
"1123",0.665198,0.847459,0.844071
"1124",0.631915,0.8338,0.834494
"1125",0.66393,0.84642,0.844094
"1126",0.659264,0.844612,0.843011
"1127",0.634086,0.833346,0.836206
"1128",0.658291,0.84304,0.844914
"1129",0.665628,0.847068,0.8446
"1130",0.662331,0.846439,0.842406
"1131",0.666856,0.847133,0.847412
"1132",0.6329,0.832246,0.835836
"1133",0.651707,0.834104,0.842919
"1134",0.654294,0.836529,0.843338
"1135",0.632567,0.833156,0.835305
"1136",0.649618,0.836379,0.842229
"1137",0.665582,0.846426,0.847153
"1138",0.660248,0.842709,0.845271
"1139",0.636358,0.830267,0.837623
"1140",0.64266,0.839436,0.835425
"1141",0.645362,0.840034,0.835557
"1142",0.665001,0.847248,0.843238
"1143",0.640146,0.838912,0.838388
"1144",0.660709,0.845449,0.844608
"1145",0.656068,0.844606,0.843043
"1146",0.638154,0.835641,0.83802
"1147",0.640881,0.832291,0.838565
"1148",0.633453,0.833981,0.835932
"1149",0.641288,0.839175,0.834434
"1150",0.633623,0.835462,0.836256
"1151",0.665928,0.844949,0.847536
"1152",0.636499,0.836898,0.835136
"1153",0.638437,0.837821,0.831969
"1154",0.647839,0.831381,0.841201
"1155",0.662639,0.846495,0.841749
"1156",0.661664,0.843894,0.845986
"1157",0.645654,0.83215,0.840814
"1158",0.657365,0.840797,0.844689
"1159",0.663665,0.846721,0.843269
"1160",0.661202,0.846509,0.84157
"1161",0.650505,0.833731,0.84223
"1162",0.638314,0.837785,0.83667
"1163",0.658483,0.845162,0.843903
"1164",0.662645,0.84474,0.846283
"1165",0.62862,0.834042,0.833812
"1166",0.659596,0.845279,0.843677
"1167",0.64777,0.832061,0.841462
"1168",0.644766,0.839695,0.840422
"1169",0.663466,0.846708,0.843314
"1170",0.639664,0.831711,0.838202
"1171",0.657056,0.844886,0.839855
"1172",0.653461,0.838855,0.843782
"1173",0.641267,0.834456,0.838719
"1174",0.663978,0.846984,0.843542
"1175",0.632417,0.833834,0.835891
"1176",0.639095,0.838706,0.838409
"1177",0.661857,0.845731,0.84151
"1178",0.633943,0.835682,0.829699
"1179",0.628893,0.829619,0.834406
"1180",0.638388,0.837462,0.834366
"1181",0.631931,0.831567,0.835052
"1182",0.666723,0.847777,0.844374
"1183",0.658681,0.844633,0.842232
"1184",0.655194,0.844263,0.842883
"1185",0.640148,0.838354,0.834338
"1186",0.6425,0.838693,0.836729
"1187",0.660075,0.84561,0.844373
"1188",0.662678,0.846109,0.842284
"1189",0.632912,0.830105,0.836078
"1190",0.63544,0.836121,0.8347
"1191",0.662822,0.846632,0.840956
"1192",0.649511,0.841461,0.832632
"1193",0.633742,0.832255,0.836145
"1194",0.664173,0.847071,0.845763
"1195",0.655971,0.839858,0.84403
"1196",0.645266,0.834814,0.840227
"1197",0.661751,0.841532,0.845481
"1198",0.657627,0.84521,0.844859
"1199",0.661694,0.845899,0.843248
"1200",0.638707,0.838383,0.833657
"1201",0.662444,0.845937,0.842766
"1202",0.647368,0.841763,0.829985
"1203",0.637607,0.837732,0.836223
"1204",0.663922,0.846657,0.845391
"1205",0.638409,0.836975,0.838258
"1206",0.663383,0.846097,0.846667
"1207",0.662448,0.84618,0.843634
"1208",0.639939,0.838145,0.837354
"1209",0.663576,0.846894,0.844413
"1210",0.635263,0.836696,0.835579
"1211",0.668457,0.848598,0.846487
"1212",0.632591,0.831449,0.835951
"1213",0.653689,0.834692,0.843215
"1214",0.643131,0.83976,0.833109
"1215",0.66174,0.845085,0.845724
"1216",0.642159,0.838821,0.835306
"1217",0.665962,0.847923,0.843954
"1218",0.669275,0.848286,0.84405
"1219",0.653048,0.842951,0.842252
"1220",0.647984,0.836234,0.841299
"1221",0.655312,0.843626,0.843208
"1222",0.66527,0.8469,0.84515
"1223",0.661609,0.846194,0.840542
"1224",0.654376,0.831857,0.843381
"1225",0.661288,0.846272,0.844111
"1226",0.634595,0.83551,0.836482
"1227",0.662463,0.844162,0.846185
"1228",0.661112,0.844218,0.845861
"1229",0.628606,0.82991,0.834636
"1230",0.657857,0.844914,0.83967
"1231",0.66225,0.846133,0.840829
"1232",0.659726,0.845395,0.841599
"1233",0.664844,0.847125,0.846692
"1234",0.638029,0.834328,0.837286
"1235",0.656376,0.840267,0.844661
"1236",0.652707,0.835404,0.843009
"1237",0.63338,0.832976,0.836362
"1238",0.651917,0.834999,0.842888
"1239",0.660897,0.844318,0.846574
"1240",0.670491,0.849166,0.846886
"1241",0.647426,0.841556,0.840301
"1242",0.652774,0.834476,0.842998
"1243",0.65816,0.844789,0.841348
"1244",0.664495,0.846784,0.846046
"1245",0.650981,0.833096,0.842088
"1246",0.654466,0.834732,0.843652
"1247",0.651501,0.842877,0.839856
"1248",0.659148,0.845166,0.844991
"1249",0.637083,0.837054,0.836813
"1250",0.637751,0.837587,0.832026
"1251",0.638637,0.836883,0.837996
"1252",0.632476,0.832143,0.835219
"1253",0.639101,0.836143,0.838048
"1254",0.64339,0.834225,0.839651
"1255",0.641714,0.839014,0.829557
"1256",0.636667,0.832995,0.837206
"1257",0.655263,0.839438,0.844084
"1258",0.634928,0.835711,0.836457
"1259",0.657837,0.83932,0.844199
"1260",0.626585,0.829057,0.833249
"1261",0.63548,0.836159,0.834609
"1262",0.656972,0.841283,0.844109
"1263",0.660227,0.842205,0.845131
"1264",0.661809,0.845678,0.842424
"1265",0.662774,0.846512,0.844922
"1266",0.667921,0.84831,0.846844
"1267",0.659183,0.845238,0.844151
"1268",0.662865,0.846465,0.844407
"1269",0.659996,0.843615,0.845793
"1270",0.635279,0.835217,0.837226
"1271",0.657143,0.839456,0.844454
"1272",0.644411,0.839984,0.839674
"1273",0.664069,0.845591,0.846501
"1274",0.667874,0.847649,0.846693
"1275",0.632015,0.829322,0.834769
"1276",0.634907,0.834478,0.83675
"1277",0.664176,0.846894,0.845025
"1278",0.634563,0.834481,0.836003
"1279",0.653857,0.837991,0.843544
"1280",0.640178,0.837909,0.835357
"1281",0.666067,0.847307,0.84525
"1282",0.64584,0.840633,0.832934
"1283",0.665485,0.84714,0.84316
"1284",0.667655,0.847645,0.847288
"1285",0.657452,0.844312,0.842422
"1286",0.640786,0.836675,0.838478
"1287",0.665285,0.846841,0.846225
"1288",0.647688,0.834629,0.84197
"1289",0.637839,0.836653,0.837883
"1290",0.640296,0.832065,0.838714
"1291",0.659962,0.843905,0.845376
"1292",0.638678,0.838321,0.830482
"1293",0.662959,0.846703,0.844477
"1294",0.639252,0.83856,0.832795
"1295",0.647888,0.838121,0.841426
"1296",0.660822,0.845853,0.84271
"1297",0.641443,0.838744,0.835809
"1298",0.643398,0.836355,0.83941
"1299",0.661564,0.846239,0.845151
"1300",0.653183,0.843256,0.8388
"1301",0.658511,0.84491,0.844984
"1302",0.665064,0.846935,0.847078
"1303",0.637027,0.837156,0.835791
"1304",0.651774,0.842524,0.837189
"1305",0.644634,0.837284,0.839913
"1306",0.663827,0.846901,0.843536
"1307",0.652347,0.832951,0.842493
"1308",0.66261,0.846213,0.843763
"1309",0.645733,0.836799,0.840344
"1310",0.6369,0.835246,0.837288
"1311",0.648581,0.832504,0.841536
"1312",0.66077,0.846249,0.843199
"1313",0.643788,0.840287,0.834219
"1314",0.664671,0.843968,0.847094
"1315",0.636062,0.835523,0.836237
"1316",0.653637,0.841996,0.843633
"1317",0.645942,0.832704,0.840739
"1318",0.661616,0.846141,0.844465
"1319",0.642214,0.839371,0.828285
"1320",0.661692,0.846155,0.842631
"1321",0.632812,0.834841,0.836117
"1322",0.637072,0.833002,0.837114
"1323",0.647388,0.841612,0.833602
"1324",0.652447,0.836602,0.842609
"1325",0.665079,0.847398,0.843956
"1326",0.659896,0.845452,0.845774
"1327",0.665062,0.846523,0.84635
"1328",0.657556,0.844682,0.844793
"1329",0.653927,0.833347,0.842908
"1330",0.651281,0.842506,0.83318
"1331",0.637972,0.83548,0.837944
"1332",0.639935,0.830826,0.838411
"1333",0.641119,0.837921,0.837418
"1334",0.658184,0.842377,0.845516
"1335",0.65492,0.843757,0.839909
"1336",0.642605,0.839538,0.833769
"1337",0.629615,0.834574,0.832664
"1338",0.636058,0.835005,0.836951
"1339",0.643343,0.839571,0.830657
"1340",0.636531,0.837621,0.837108
"1341",0.643613,0.839743,0.836663
"1342",0.647723,0.833173,0.841881
"1343",0.656596,0.838063,0.844124
"1344",0.657371,0.84491,0.841325
"1345",0.665024,0.846963,0.845427
"1346",0.654297,0.839825,0.844069
"1347",0.634351,0.833707,0.836406
"1348",0.642695,0.839336,0.837425
"1349",0.634524,0.835802,0.834419
"1350",0.654813,0.839369,0.8437
"1351",0.660838,0.845623,0.841001
"1352",0.643403,0.839671,0.830185
"1353",0.631395,0.832853,0.835093
"1354",0.648369,0.841377,0.833822
"1355",0.660567,0.844359,0.845904
"1356",0.665293,0.847068,0.844632
"1357",0.637492,0.837125,0.834357
"1358",0.643822,0.839602,0.833372
"1359",0.665266,0.846554,0.846646
"1360",0.657372,0.84446,0.843521
"1361",0.640715,0.838415,0.836989
"1362",0.636845,0.831596,0.837247
"1363",0.645138,0.834224,0.840544
"1364",0.634332,0.833381,0.836066
"1365",0.660684,0.843016,0.84569
"1366",0.63326,0.833797,0.835663
"1367",0.663553,0.846816,0.843631
"1368",0.657779,0.84419,0.844577
"1369",0.6566,0.84446,0.844778
"1370",0.633584,0.831213,0.835527
"1371",0.651976,0.833647,0.842739
"1372",0.66278,0.845921,0.84606
"1373",0.638657,0.836762,0.837954
"1374",0.635281,0.832148,0.836721
"1375",0.659871,0.845309,0.84155
"1376",0.642338,0.839626,0.830446
"1377",0.665607,0.846519,0.847083
"1378",0.66666,0.847692,0.845811
"1379",0.663059,0.846418,0.84055
"1380",0.664095,0.846907,0.845402
"1381",0.663973,0.846812,0.845127
"1382",0.650177,0.833006,0.842222
"1383",0.641838,0.838709,0.837346
"1384",0.645052,0.831177,0.840342
"1385",0.653734,0.843301,0.841535
"1386",0.639341,0.838266,0.835193
"1387",0.653177,0.843382,0.837508
"1388",0.650686,0.835468,0.84257
"1389",0.664709,0.846605,0.845939
"1390",0.646564,0.831132,0.841283
"1391",0.654754,0.839885,0.843397
"1392",0.641109,0.836428,0.839211
"1393",0.658843,0.843491,0.845127
"1394",0.664423,0.847249,0.846555
"1395",0.635695,0.836861,0.834669
"1396",0.656243,0.841742,0.844517
"1397",0.670283,0.848898,0.843643
"1398",0.642853,0.838967,0.837469
"1399",0.654609,0.843678,0.839155
"1400",0.653272,0.836461,0.843562
"1401",0.629662,0.832133,0.834388
"1402",0.663024,0.846357,0.846237
"1403",0.667561,0.84822,0.843728
"1404",0.665816,0.847745,0.845267
"1405",0.662036,0.845918,0.845186
"1406",0.658807,0.841473,0.844518
"1407",0.660146,0.845718,0.839893
"1408",0.651673,0.834461,0.842527
"1409",0.664641,0.846856,0.844109
"1410",0.638477,0.83833,0.829446
"1411",0.658644,0.84489,0.841027
"1412",0.633682,0.832813,0.835552
"1413",0.632478,0.834288,0.835881
"1414",0.643463,0.833243,0.840087
"1415",0.667141,0.847307,0.844241
"1416",0.632204,0.835551,0.835415
"1417",0.635332,0.836161,0.836506
"1418",0.662176,0.846508,0.843297
"1419",0.631257,0.833067,0.835187
"1420",0.664359,0.847144,0.846005
"1421",0.661114,0.84596,0.841508
"1422",0.650562,0.833894,0.842265
"1423",0.643755,0.835292,0.839743
"1424",0.660041,0.844457,0.845895
"1425",0.654047,0.840873,0.843416
"1426",0.641712,0.838437,0.836091
"1427",0.664352,0.846932,0.846167
"1428",0.633786,0.83352,0.836355
"1429",0.634302,0.833526,0.836468
"1430",0.646631,0.834968,0.840972
"1431",0.665964,0.847782,0.844743
"1432",0.629135,0.832226,0.83425
"1433",0.659515,0.845305,0.841876
"1434",0.651356,0.833918,0.842477
"1435",0.65957,0.842748,0.845356
"1436",0.631997,0.832233,0.835816
"1437",0.657151,0.844568,0.837958
"1438",0.665778,0.847877,0.844471
"1439",0.656059,0.843959,0.839871
"1440",0.643923,0.840417,0.835744
"1441",0.644557,0.840341,0.830217
"1442",0.658039,0.844741,0.844129
"1443",0.63856,0.837512,0.837319
"1444",0.637563,0.836436,0.837288
"1445",0.659555,0.845504,0.844138
"1446",0.632065,0.835558,0.831479
