# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 14
# data
#   file = cmsx4.20modes.dat
# init = 2 (Default)
# random
#   seed = 2282922541
# output
#   file = cmsx4.20modes.14.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,cu.1,cu.2,cu.3,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,q.1,q.2,q.3,q.4,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20
-391.849,0.998368,0.000758439,5,31,0,474.192,2.86768,1.2757,0.792229,0.79744,0.690235,-0.578052,-0.554453,1.62565,2.95795,1.62182,1.53922,0.010545,-0.0838591,0.022238,1.62182,2.87305,1.62412,-0.0183481,-0.00212459,-0.0235545,1.53922,1.62412,2.95565,0.00780311,0.0859837,0.0013165,0.010545,-0.0183481,0.00780311,0.790693,0.0013165,-0.00212459,-0.0838591,-0.00212459,0.0859837,0.0013165,0.705794,0.010545,0.022238,-0.0235545,0.0013165,-0.00212459,0.010545,0.788398,0.618028,0.558408,-0.401174,-0.381157,67.5008,80.0128,84.6822,105.441,112.091,113.842,119.87,120.565,133.577,135.116,136.103,141.295,141.875,145.091,158.218,161.535,160.317,165.777,170.685,173.971
-367.6,0.997371,0.00143455,4,15,0,394.683,2.88178,1.28227,0.790289,0.819373,0.688882,-0.577442,-0.556782,1.64913,2.97331,1.64513,1.5616,0.0111979,-0.0850789,0.0230783,1.64513,2.88769,1.64723,-0.0206865,-0.00230717,-0.0238322,1.5616,1.64723,2.97121,0.00948866,0.0873861,0.000753942,0.0111979,-0.0206865,0.00948866,0.788386,0.000753942,-0.00230717,-0.0850789,-0.00230717,0.0873861,0.000753942,0.702759,0.0111979,0.0230783,-0.0238322,0.000753942,-0.00230717,0.0111979,0.786281,0.619592,0.556475,-0.400098,-0.382574,67.324,77.5547,84.9478,103.193,112.861,113.223,120.569,122.24,134.084,133.789,135.856,140.22,142.729,145.234,157.219,160,160.602,164.292,169.572,172.608
-299.88,0.940916,0.00274299,3,7,0,370.821,2.85995,1.29681,0.795376,0.890438,0.693511,-0.563369,-0.551459,1.63328,2.96224,1.6315,1.53278,0.0082882,-0.0895918,0.0155455,1.6315,2.86273,1.63229,-0.0154256,-0.00109364,-0.0161449,1.53278,1.63229,2.96145,0.00713743,0.0906854,0.000599399,0.0082882,-0.0154256,0.00713743,0.79438,0.000599399,-0.00109364,-0.0895918,-0.00109364,0.0906854,0.000599399,0.69487,0.0082882,0.0155455,-0.0161449,0.000599399,-0.00109364,0.0082882,0.793594,0.614226,0.571642,-0.389711,-0.379576,66.8608,80.6521,84.3168,103.866,111.154,112.149,119.677,119.472,133.323,135.624,135.656,140.227,142.815,145.719,158.38,158.871,161.197,163.907,168.542,173.703
-244.344,0.691295,0.00442429,3,7,0,302.505,2.86765,1.30103,0.797372,0.98712,0.691922,-0.562957,-0.56151,1.64189,2.96917,1.64021,1.54205,0.00915432,-0.0909171,0.0155386,1.64021,2.8711,1.64012,-0.0206171,-0.00108883,-0.0141821,1.54205,1.64012,2.96926,0.0114628,0.092006,-0.00135652,0.00915432,-0.0206171,0.0114628,0.795604,-0.00135652,-0.00108883,-0.0909171,-0.00108883,0.092006,-0.00135652,0.697534,0.00915432,0.0155386,-0.0141821,-0.00135652,-0.00108883,0.00915432,0.795692,0.616073,0.567629,-0.386783,-0.385553,66.6652,77.1077,82.9689,102.788,112.391,112.681,121.735,120.151,131.885,136.496,136.462,142.652,142.012,145.36,159.092,161.109,161.935,164.104,169.029,173.858
-164.188,0.999985,0.00328894,4,15,0,248.502,2.83695,1.3001,0.795993,1.21228,0.682496,-0.529937,-0.557046,1.61244,2.94633,1.61102,1.50449,0.0114992,-0.0893628,0.0130019,1.61102,2.8432,1.60761,-0.0327095,-0.000280871,-0.00682526,1.50449,1.60761,2.94974,0.0212103,0.0896436,-0.00617663,0.0114992,-0.0327095,0.0212103,0.791163,-0.00617663,-0.000280871,-0.0893628,-0.000280871,0.0896436,-0.00617663,0.688037,0.0114992,0.0130019,-0.00682526,-0.00617663,-0.000280871,0.0114992,0.794572,0.626925,0.565647,-0.367067,-0.390218,66.198,78.8164,83.3669,103.534,112.529,116.122,118.032,121.915,132.713,135.933,137.542,140.881,141.364,148.955,157.921,159.311,160.36,165.109,168.525,173.062
-136.875,0.716815,0.00642866,3,7,0,170.99,2.67471,1.31287,0.809146,1.32997,0.703335,-0.528685,-0.563667,1.44208,2.78708,1.44168,1.3301,0.00201587,-0.0952474,-0.00306498,1.44168,2.67637,1.44081,-0.0150548,0.000682404,0.00955779,1.3301,1.44081,2.78795,0.0130389,0.094565,-0.0064928,0.00201587,-0.0150548,0.0130389,0.807878,-0.0064928,0.000682404,-0.0952474,0.000682404,0.094565,-0.0064928,0.697173,0.00201587,-0.00306498,0.00955779,-0.0064928,0.000682404,0.00201587,0.808752,0.602692,0.588779,-0.365668,-0.395459,69.1953,76.2656,84.62,105.699,111.96,113.398,120.581,120.799,134.658,134.486,138.264,142.945,141.989,146.298,157.564,161.326,161.322,165.641,169.213,174.482
-90.9497,0.972224,0.00523688,4,15,0,141.705,2.52459,1.36425,0.815296,1.62184,0.724698,-0.529567,-0.557514,1.32936,2.6583,1.32623,1.19879,-0.0103322,-0.105264,-0.0212108,1.32623,2.52852,1.32857,0.0134919,-0.0015669,0.0256204,1.19879,1.32857,2.65596,-0.00315979,0.10683,-0.00440968,-0.0103322,0.0134919,-0.00315979,0.814506,-0.00440968,-0.0015669,-0.105264,-0.0015669,0.10683,-0.00440968,0.684723,-0.0103322,-0.0212108,0.0256204,-0.00440968,-0.0015669,-0.0103322,0.812163,0.57693,0.61816,-0.365437,-0.389211,66.1688,80.0666,79.4969,104.571,108.653,114.957,118.628,123.749,130.001,133.563,136.121,141.175,141.881,145.402,160.304,157.698,160.618,166.181,165.522,171.987
-45.5806,0.998396,0.0093711,6,63,0,92.8351,2.76784,1.50853,0.854531,3.56007,0.684114,-0.508282,-0.396474,1.63491,3.02236,1.62172,1.39358,-0.000475453,-0.102977,0.0333979,1.62172,2.78921,1.62673,0.0314279,0.00623997,-0.0691294,1.39358,1.62673,3.01735,-0.0309524,0.0967373,0.0357314,-0.000475453,0.0314279,-0.0309524,0.846354,0.0357314,0.00623997,-0.102977,0.00623997,0.0967373,0.0357314,0.613196,-0.000475453,0.0333979,-0.0691294,0.0357314,0.00623997,-0.000475453,0.841345,0.625075,0.619225,-0.381049,-0.283978,69.5468,77.2653,82.541,100.92,107.465,114.536,116.568,122.204,130.625,141.784,137.855,145.822,148.313,153.035,151.739,163.18,167.099,166.073,167.155,173.785
-40.4781,0.514884,0.0180466,4,24,1,47.4085,2.18695,1.68194,0.902998,2.98854,0.686582,-0.48958,-0.419529,1.11319,2.50857,1.10731,0.797455,-0.0055185,-0.124777,0.023857,1.10731,2.19783,1.10819,0.0335572,0.00423631,-0.0524602,0.797455,1.10819,2.50769,-0.0280387,0.120541,0.0286033,-0.0055185,0.0335572,-0.0280387,0.897993,0.0286033,0.00423631,-0.124777,0.00423631,0.120541,0.0286033,0.58726,-0.0055185,0.023857,-0.0524602,0.0286033,0.00423631,-0.0055185,0.897118,0.622242,0.627479,-0.360061,-0.299067,72.1077,77.0206,78.5662,100.031,105.771,115.339,117.334,123.858,124.551,134.164,145.212,141.742,147.927,145.686,160.769,158.662,167.524,166.133,166.785,175.02
-34.4613,0.997761,0.00805715,5,63,0,45.7783,2.06661,1.84822,0.961724,2.19835,0.716067,-0.545409,-0.410796,1.0259,2.41182,1.00901,0.69759,-0.0241684,-0.193012,0.0300934,1.00901,2.11985,0.989559,0.113784,0.0241372,-0.0880318,0.69759,0.989559,2.43127,-0.0896156,0.168875,0.0579384,-0.0241684,0.113784,-0.0896156,0.92538,0.0579384,0.0241372,-0.193012,0.0241372,0.168875,0.0579384,0.63341,-0.0241684,0.0300934,-0.0880318,0.0579384,0.0241372,-0.0241684,0.944826,0.587452,0.63593,-0.406887,-0.291438,70.9877,76.7954,81.8055,95.0195,108.815,114.182,120.238,125.911,126.7,129.759,143.988,141.295,147.231,150.136,154.604,159.766,160.097,161.957,165.862,173.727
-31.1936,0.827893,0.0154056,4,28,1,36.0631,2.26555,1.97681,1.00595,2.69917,0.71054,-0.589132,-0.425267,1.2478,2.60985,1.21116,0.940139,0.00652139,-0.241675,0.0736418,1.21116,2.33981,1.21018,0.102754,0.0256049,-0.146841,0.940139,1.21018,2.61083,-0.109275,0.21607,0.073199,0.00652139,0.102754,-0.109275,0.968329,0.073199,0.0256049,-0.241675,0.0256049,0.21607,0.073199,0.698288,0.00652139,0.0736418,-0.146841,0.073199,0.0256049,0.00652139,0.96931,0.594109,0.603517,-0.43916,-0.299902,71.1344,76.5139,82.301,94.3389,108.566,110.853,117.449,131.875,127.262,130.735,137.444,145.898,147.828,152.635,153.326,157.461,162.604,164.904,168.953,173.476
-31.3477,0.532726,0.0176605,3,13,1,32.3614,2.16098,1.95334,1.01245,2.69871,0.720279,-0.592143,-0.441674,1.12435,2.48024,1.09963,0.829813,-0.00390576,-0.245194,0.0545587,1.09963,2.22595,1.0841,0.117007,0.0259537,-0.120464,0.829813,1.0841,2.49576,-0.113101,0.21924,0.065905,-0.00390576,0.117007,-0.113101,0.972206,0.065905,0.0259537,-0.245194,0.0259537,0.21924,0.065905,0.717915,-0.00390576,0.0545587,-0.120464,0.065905,0.0259537,-0.00390576,0.987728,0.582337,0.610875,-0.437685,-0.310077,67.7638,78.0055,78.5744,92.96,107.052,112.8,120.123,120.314,130.809,130.505,141.68,146.478,144.817,151.151,159.915,161.541,157.252,170.054,170.198,174.977
-12.9747,0.986293,0.00851134,6,63,0,34.6063,3.10167,2.74626,1.25655,1.48199,0.714256,-0.64052,-0.616684,2.18657,3.33929,2.1716,1.96392,0.0320153,-0.353575,0.10338,2.1716,3.12055,2.18267,-0.0639076,-0.00634158,-0.103242,1.96392,2.18267,3.32822,0.0318923,0.359917,-0.000137981,0.0320153,-0.0639076,0.0318923,1.25265,-0.000137981,-0.00634158,-0.353575,-0.00634158,0.359917,-0.000137981,1.03391,0.0320153,0.10338,-0.103242,-0.000137981,-0.00634158,0.0320153,1.24158,0.589641,0.538837,-0.435222,-0.415404,72.6016,75.1552,86.9385,89.2353,111.187,113.844,117.78,126.198,128.167,129.371,139.772,142.358,149.924,153.246,155.963,156.296,159.103,163.053,170.33,170.488
-12.4479,0.200717,0.0155339,2,5,1,14.6105,3.13315,2.78518,1.27241,1.47387,0.716235,-0.643376,-0.615064,2.21945,3.3718,2.20417,1.99609,0.0312055,-0.359423,0.104559,2.20417,3.15114,2.21675,-0.0533396,-0.00577523,-0.10726,1.99609,2.21675,3.35922,0.0221341,0.365198,0.00270147,0.0312055,-0.0533396,0.0221341,1.26971,0.00270147,-0.00577523,-0.359423,-0.00577523,0.365198,0.00270147,1.04905,0.0312055,0.104559,-0.10726,0.00270147,-0.00577523,0.0312055,1.25713,0.587249,0.540119,-0.437869,-0.414344,72.314,74.597,87.6982,90.4903,110.583,111.103,121.042,129.29,127.396,129.255,142.065,143.448,148.097,153.308,152.642,157.204,159.975,162.45,176.113,173.645
-12.3486,0.981038,0.00291902,6,63,0,14.1065,3.16433,2.91483,1.3126,1.4628,0.719931,-0.623865,-0.645739,2.26369,3.39144,2.26141,2.03887,0.0195531,-0.377212,0.0457524,2.26141,3.17826,2.25204,-0.105787,-0.000631755,-0.0255786,2.03887,2.25204,3.40081,0.0862342,0.377844,-0.0201738,0.0195531,-0.105787,0.0862342,1.30095,-0.0201738,-0.000631755,-0.377212,-0.000631755,0.377844,-0.0201738,1.08777,0.0195531,0.0457524,-0.0255786,-0.0201738,-0.000631755,0.0195531,1.31032,0.582761,0.541542,-0.419269,-0.437419,68.6471,73.4546,87.628,89.181,111.884,111.298,120.406,127.117,129.144,128.986,138.564,146.464,148.617,154.306,159.408,158.125,162.716,167.16,170.032,172.998
-6.15793,0.733328,0.00524884,5,45,1,16.8666,3.27698,2.84552,1.28948,0.996163,0.721581,-0.645148,-0.612764,2.37065,3.51748,2.35898,2.14182,0.025475,-0.370295,0.0905562,2.35898,3.28952,2.36979,-0.0256052,-0.00317068,-0.0983576,2.14182,2.36979,3.50668,0.000130217,0.373466,0.00780141,0.025475,-0.0256052,0.000130217,1.28861,0.00780141,-0.00317068,-0.370295,-0.00317068,0.373466,0.00780141,1.06065,0.025475,0.0905562,-0.0983576,0.00780141,-0.00317068,0.025475,1.27781,0.580748,0.546696,-0.439767,-0.412869,72.2735,77.8023,85.2456,89.9657,111.551,112.551,118.947,127.231,127.473,130.683,139.562,144.114,148.061,156.201,158.304,158.031,162.228,164.264,168.657,172.371
-2.21108,0.977451,0.00463444,6,63,0,8.19249,2.5231,2.8148,1.28978,0.916076,0.729717,-0.599845,-0.63801,1.60668,2.78066,1.60426,1.35153,-0.00331159,-0.384083,-0.0304397,1.60426,2.53005,1.60214,-0.0558365,0.00233125,0.051166,1.35153,1.60214,2.78278,0.0591481,0.381752,-0.0207263,-0.00331159,-0.0558365,0.0591481,1.28524,-0.0207263,0.00233125,-0.384083,0.00233125,0.381752,-0.0207263,1.03463,-0.00331159,-0.0304397,0.051166,-0.0207263,0.00233125,-0.00331159,1.28736,0.570741,0.564596,-0.405412,-0.43718,69.8715,74.8704,85.1925,88.8228,109.762,112.102,120.396,127.316,129.562,129.667,141.036,144.756,149.734,153.137,157.254,157.828,160.513,162.209,168.611,172.327
-1.93813,0.259539,0.0081427,2,5,1,2.88443,2.50818,2.82315,1.2961,0.914094,0.729689,-0.600366,-0.639855,1.58999,2.76305,1.58755,1.33756,-0.00285925,-0.3848,-0.0300507,1.58755,2.51576,1.58485,-0.0601934,0.00256899,0.051651,1.33756,1.58485,2.76576,0.0630527,0.382231,-0.0216003,-0.00285925,-0.0601934,0.0630527,1.29096,-0.0216003,0.00256899,-0.3848,0.00256899,0.382231,-0.0216003,1.04367,-0.00285925,-0.0300507,0.051651,-0.0216003,0.00256899,-0.00285925,1.29366,0.570775,0.563348,-0.40566,-0.438514,70.29,75.8405,85.3787,89.1799,110.114,113.15,121.049,128.028,128.723,132.27,141.07,144.112,147.768,152.755,155.608,153.204,160.989,165.606,170.251,172.885
-0.884891,0.99862,0.00191944,6,95,0,3.72003,2.41336,2.91979,1.32954,0.863557,0.729396,-0.603918,-0.632744,1.50266,2.69116,1.50121,1.22631,-0.00244188,-0.406812,-0.0238766,1.50121,2.41755,1.49992,-0.0446034,0.00141629,0.0406766,1.22631,1.49992,2.69245,0.0470453,0.405395,-0.0168001,-0.00244188,-0.0446034,0.0470453,1.3268,-0.0168001,0.00141629,-0.406812,0.00141629,0.405395,-0.0168001,1.05319,-0.00244188,-0.0238766,0.0406766,-0.0168001,0.00141629,-0.00244188,1.32809,0.571138,0.566377,-0.407951,-0.431966,70.0563,76.4469,88.6624,91.6126,112.447,112.372,119.458,127.584,128.275,130.234,141.803,145.07,149.618,151.953,153.965,157.522,161.173,165.262,169.027,172.761
-0.601334,0.805643,0.00356936,5,47,0,7.02104,2.34614,2.76654,1.28067,0.750234,0.741751,-0.616802,-0.617307,1.42031,2.63147,1.4169,1.1384,-0.0209649,-0.38705,-0.0513089,1.4169,2.35301,1.41685,0.0598845,-0.00198232,0.0446763,1.1384,1.41685,2.63152,-0.0389196,0.389032,0.0066326,-0.0209649,0.0598845,-0.0389196,1.27721,0.0066326,-0.00198232,-0.38705,-0.00198232,0.389032,0.0066326,0.998755,-0.0209649,-0.0513089,0.0446763,0.0066326,-0.00198232,-0.0209649,1.27726,0.555684,0.588132,-0.415311,-0.415732,70.346,74.9875,85.1489,90.1364,110.892,112.383,120.281,126.73,128.925,130.179,142.018,145.52,150.076,153.999,156.231,157.688,159.974,162.604,169.277,172.41
-2.83134,0.788331,0.00387282,6,63,0,5.63642,2.66022,2.97385,1.34258,0.752532,0.736831,-0.623895,-0.629805,1.7573,2.93274,1.75642,1.48565,-0.00852239,-0.409943,-0.0262963,1.75642,2.6613,1.7571,0.0153707,-0.00036515,0.0268489,1.48565,1.7571,2.93206,-0.00684834,0.410308,-0.000552564,-0.00852239,0.0153707,-0.00684834,1.34238,-0.000552564,-0.00036515,-0.409943,-0.00036515,0.410308,-0.000552564,1.07094,-0.00852239,-0.0262963,0.0268489,-0.000552564,-0.00036515,-0.00852239,1.3417,0.561877,0.573134,-0.419323,-0.42424,71.2856,74.5574,87.0361,89.6898,111.143,112.658,118.446,127.848,128.829,130.436,140.43,143.814,149.247,153.331,158.681,157.766,160.505,165.513,169.355,173.112
