# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 15
# data
#   file = cmsx4.20modes.dat
# init = 2 (Default)
# random
#   seed = 2282922554
# output
#   file = cmsx4.20modes.15.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,cu.1,cu.2,cu.3,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,q.1,q.2,q.3,q.4,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20
-116.001,1,0.0179176,2,3,0,353.075,5.6835,2.62158,0.915928,9.26946,-0.750466,-0.405303,0.844764,4.98474,6.12634,4.56862,4.95802,0.0957626,-0.02565,0.236797,4.56862,6.21513,4.86923,0.149157,0.0702715,-0.198603,4.95802,4.86923,5.82573,-0.24492,-0.0446216,-0.0381935,0.0957626,0.149157,-0.24492,0.800419,-0.0381935,0.0702715,-0.02565,0.0702715,-0.0446216,-0.0381935,0.889211,0.0957626,0.236797,-0.198603,-0.0381935,0.0702715,0.0957626,0.499807,0.413742,-0.550649,-0.274277,0.6711,61.7157,67.8272,93.0577,86.5411,91.7006,90.5224,108.669,125.038,95.3597,102.923,127.745,128.52,125.381,125.274,125.646,154.237,133.031,149.275,142.595,143.424
-66.627,0.705413,0.0339435,3,10,1,101.4,4.90061,2.35258,1.11179,5.97179,-0.722509,-0.35751,0.864877,3.95544,5.49806,3.42319,3.89025,0.12441,0.0305789,0.207928,3.42319,5.5997,3.78861,0.159343,0.0946228,-0.112205,3.89025,3.78861,5.13264,-0.283753,-0.125202,-0.0957233,0.12441,0.159343,-0.283753,0.944953,-0.0957233,0.0946228,0.0305789,0.0946228,-0.125202,-0.0957233,1.04659,0.12441,0.207928,-0.112205,-0.0957233,0.0946228,0.12441,0.579533,0.383135,-0.53462,-0.242739,0.713068,67.7374,88.2675,103.811,105.118,102.212,112.731,114.57,121.765,141.035,127.561,137.329,139.122,155.031,154.959,161.311,158.837,163.083,161.417,169.318,180.579
-64.7383,0.500192,0.0256345,3,15,0,68.5843,4.75665,2.31878,1.09089,5.86267,-0.723138,-0.355863,0.868178,3.81573,5.34599,3.29272,3.7494,0.1197,0.0362555,0.193321,3.29272,5.43852,3.65688,0.151877,0.0927054,-0.0976401,3.7494,3.65688,4.98183,-0.271576,-0.128961,-0.0956805,0.1197,0.151877,-0.271576,0.932042,-0.0956805,0.0927054,0.0362555,0.0927054,-0.128961,-0.0956805,1.02457,0.1197,0.193321,-0.0976401,-0.0956805,0.0927054,0.1197,0.567884,0.378016,-0.534736,-0.241392,0.716164,53.2137,84.2897,105.621,107.656,108.763,119.413,126.085,128.498,131.303,143.088,132.569,145.911,144.873,142.41,160.801,176.746,155.532,173.696,178.432,165.629
-29.2776,0.934241,0.0102814,6,63,0,66.1118,5.45065,3.08283,1.37008,2.15919,-0.803076,-0.64474,0.695729,4.5618,5.69051,4.4503,4.43343,0.0587189,-0.29003,0.302071,4.4503,5.59799,4.52595,-0.193769,-0.0431131,-0.281549,4.43343,4.52595,5.61486,0.13505,0.333143,-0.0205214,0.0587189,-0.193769,0.13505,1.33424,-0.0205214,-0.0431131,-0.29003,-0.0431131,0.333143,-0.0205214,1.24171,0.0587189,0.302071,-0.281549,-0.0205214,-0.0431131,0.0587189,1.25859,0.474086,-0.612434,-0.426104,0.467549,67.8924,73.5717,85.4895,95.2381,110.66,115.176,118.305,131.12,130.798,133.28,140.29,147.152,146.366,154.464,159.744,160.045,162.244,165.015,172.758,174.28
-29.2776,6.63941e-12,0.0162271,1,3,1,32.5975,5.45065,3.08283,1.37008,2.15919,-0.803076,-0.64474,0.695729,4.5618,5.69051,4.4503,4.43343,0.0587189,-0.29003,0.302071,4.4503,5.59799,4.52595,-0.193769,-0.0431131,-0.281549,4.43343,4.52595,5.61486,0.13505,0.333143,-0.0205214,0.0587189,-0.193769,0.13505,1.33424,-0.0205214,-0.0431131,-0.29003,-0.0431131,0.333143,-0.0205214,1.24171,0.0587189,0.302071,-0.281549,-0.0205214,-0.0431131,0.0587189,1.25859,0.474086,-0.612434,-0.426104,0.467549,71.4864,73.7629,89.7267,89.7722,111.29,116.526,120.326,128.695,130.199,134.819,141.899,146.346,150.845,156.087,159.496,160.869,158.38,163.657,171.193,170.701
-27.2055,0.984357,0.00141691,8,255,0,31.4644,5.37544,3.33338,1.42613,1.86088,-0.722781,-0.599092,0.689156,4.51978,5.56376,4.51596,4.33529,-0.0101816,-0.391183,0.0103624,4.51596,5.44228,4.45676,0.24136,0.015405,-0.0632968,4.33529,4.45676,5.62296,-0.231178,0.375778,0.0529345,-0.0101816,0.24136,-0.231178,1.36311,0.0529345,0.015405,-0.391183,0.015405,0.375778,0.0529345,1.24163,-0.0101816,0.0103624,-0.0632968,0.0529345,0.015405,-0.0101816,1.42231,0.579281,-0.523941,-0.402945,0.477027,68.5588,77.0889,87.8754,92.2838,108.717,114.573,113.883,124.754,133.83,132.961,138.313,143.219,145.692,152.618,157.326,161.71,162.987,166.365,165.296,176.447
-26.6696,0.942332,0.00265679,7,191,0,33.1768,2.97619,3.08346,1.36327,2.05081,-0.762544,-0.721144,0.562159,2.09195,3.15611,2.05805,1.94592,-0.0197146,-0.348006,-0.129671,2.05805,3.10425,1.99778,-0.2594,0.0384827,0.1897,1.94592,1.99778,3.21639,0.279114,0.309524,-0.0600293,-0.0197146,-0.2594,0.279114,1.2691,-0.0600293,0.0384827,-0.348006,0.0384827,0.309524,-0.0600293,1.21724,-0.0197146,-0.129671,0.1897,-0.0600293,0.0384827,-0.0197146,1.32937,0.528942,-0.564529,-0.508214,0.378478,71.4776,74.1862,88.9354,89.2892,111.086,115.294,118.888,131.535,125.897,133.736,142.087,144.695,146.335,150.235,155.358,157.23,157.649,165.855,161.504,171.498
-28.3479,0.956762,0.00436122,6,127,0,32.1718,4.93773,3.22059,1.41323,1.69888,-0.723914,-0.609337,0.693798,4.06011,5.10277,4.05754,3.89766,-0.011129,-0.36588,-0.00134954,4.05754,4.99996,4.00046,0.233669,0.0123663,-0.0464932,3.89766,4.00046,5.15984,-0.22254,0.353514,0.0478427,-0.011129,0.233669,-0.22254,1.35358,0.0478427,0.0123663,-0.36588,0.0123663,0.353514,0.0478427,1.25077,-0.011129,-0.00134954,-0.0464932,0.0478427,0.0123663,-0.011129,1.41065,0.577893,-0.520105,-0.408685,0.478024,68.5526,75.6602,87.7389,89.4534,110.339,112.531,121.763,127.154,132.614,134.899,138.761,148.264,149.714,155.676,157.716,158.514,163.869,161.852,167.521,171.096
-20.3012,0.777317,0.00744722,6,95,0,29.0004,2.93275,2.53224,1.17154,1.40879,-0.738135,-0.544086,0.588946,2.00745,3.30689,1.98622,1.65453,0.0422294,-0.347056,0.102478,1.98622,2.95746,2.00396,-0.0477017,-0.00859347,-0.120955,1.65453,2.00396,3.28915,0.00547231,0.35565,0.018477,0.0422294,-0.0477017,0.00547231,1.16805,0.018477,-0.00859347,-0.347056,-0.00859347,0.35565,0.018477,0.818619,0.0422294,0.102478,-0.120955,0.018477,-0.00859347,0.0422294,1.15032,0.560241,-0.614776,-0.373171,0.411003,73.2378,74.4708,83.6087,89.6128,107.207,112.056,117.238,123.564,126.811,132.037,143.018,144.823,151.148,154.745,157.788,159.663,158.722,163.752,171.225,173.987
-19.6319,0.735925,0.00737027,5,55,0,23.6544,2.99636,2.3952,1.13332,1.46724,-0.762457,-0.570681,0.630338,2.05003,3.2762,2.0056,1.81462,0.0519935,-0.302659,0.150277,2.0056,3.0481,2.04272,-0.0741486,-0.017385,-0.161254,1.81462,2.04272,3.23907,0.0221551,0.320044,0.0109768,0.0519935,-0.0741486,0.0221551,1.12602,0.0109768,-0.017385,-0.302659,-0.017385,0.320044,0.0109768,0.897914,0.0519935,0.150277,-0.161254,0.0109768,-0.017385,0.0519935,1.08889,0.529056,-0.616112,-0.387041,0.436698,68.6372,75.4593,82.2958,90.6595,110.123,110.825,121.573,124.874,125.47,132.73,139.925,141.585,150.458,153.879,155.521,152.659,158.742,165.641,167.648,172.822
-15.6443,0.962144,0.00646057,5,31,0,22.3103,3.14189,2.66193,1.21907,1.42067,-0.767045,-0.618805,0.579802,2.22596,3.44471,2.20885,1.94026,0.0583617,-0.357962,0.110108,2.20885,3.21123,2.17373,-0.210013,-0.00701345,-0.0686207,1.94026,2.17373,3.47982,0.151651,0.364975,-0.041487,0.0583617,-0.210013,0.151651,1.16684,-0.041487,-0.00701345,-0.357962,-0.00701345,0.364975,-0.041487,0.933364,0.0583617,0.110108,-0.0686207,-0.041487,-0.00701345,0.0583617,1.20195,0.523029,-0.626021,-0.424912,0.392413,68.8202,74.2291,82.6956,90.227,109.596,111.345,118.03,125.437,129.693,134.577,140.69,143.475,149.249,153.702,153.989,158.037,162.226,162.425,166.962,169.921
-15.6443,0.000183595,0.011095,1,3,1,17.437,3.14189,2.66193,1.21907,1.42067,-0.767045,-0.618805,0.579802,2.22596,3.44471,2.20885,1.94026,0.0583617,-0.357962,0.110108,2.20885,3.21123,2.17373,-0.210013,-0.00701345,-0.0686207,1.94026,2.17373,3.47982,0.151651,0.364975,-0.041487,0.0583617,-0.210013,0.151651,1.16684,-0.041487,-0.00701345,-0.357962,-0.00701345,0.364975,-0.041487,0.933364,0.0583617,0.110108,-0.0686207,-0.041487,-0.00701345,0.0583617,1.20195,0.523029,-0.626021,-0.424912,0.392413,70.252,76.9051,85.2308,92.2427,111.102,111.317,118.233,127.134,130.682,131.262,142.457,146.336,152.568,157.077,155.176,156.194,159.892,164.585,168.508,170.494
0.79941,0.990788,0.00112675,9,511,0,18.728,2.49399,2.90088,1.32751,0.393873,-0.743792,-0.639276,0.627929,1.57875,2.73658,1.57802,1.33689,0.0114029,-0.389301,0.0257927,1.57802,2.49813,1.57534,-0.057962,-0.00022655,-0.0148223,1.33689,1.57534,2.73926,0.0465591,0.389528,-0.0109705,0.0114029,-0.057962,0.0465591,1.32411,-0.0109705,-0.00022655,-0.389301,-0.00022655,0.389528,-0.0109705,1.08565,0.0114029,0.0257927,-0.0148223,-0.0109705,-0.00022655,0.0114029,1.32678,0.553101,-0.575592,-0.430576,0.421163,71.3332,76.0224,86.6218,90.1785,112.221,112.334,119.746,127.719,128.654,130.839,141.258,143.936,149.425,153.913,157.167,157.07,159.998,165.046,168,171.589
5.45751,0.996308,0.00211961,4,15,0,1.25209,2.57861,2.87517,1.3055,0.399523,-0.743896,-0.618786,0.618005,1.67049,2.87222,1.66618,1.3812,0.0242441,-0.40118,0.0591543,1.66618,2.58779,1.66563,-0.0720432,-0.00251792,-0.0505149,1.3812,1.66563,2.87276,0.0477991,0.403698,-0.00863943,0.0242441,-0.0720432,0.0477991,1.30065,-0.00863943,-0.00251792,-0.40118,-0.00251792,0.403698,-0.00863943,1.01622,0.0242441,0.0591543,-0.0505149,-0.00863943,-0.00251792,0.0242441,1.30119,0.552969,-0.589713,-0.416537,0.415886,71.2682,75.4341,87.1506,89.9461,110.409,111.648,118.357,127.598,128.325,130.421,142.1,144.582,148.757,153.98,156.688,157.777,160.925,164.755,170.093,172.739
5.45751,0.0442896,0.00401146,1,3,0,-2.71,2.57861,2.87517,1.3055,0.399523,-0.743896,-0.618786,0.618005,1.67049,2.87222,1.66618,1.3812,0.0242441,-0.40118,0.0591543,1.66618,2.58779,1.66563,-0.0720432,-0.00251792,-0.0505149,1.3812,1.66563,2.87276,0.0477991,0.403698,-0.00863943,0.0242441,-0.0720432,0.0477991,1.30065,-0.00863943,-0.00251792,-0.40118,-0.00251792,0.403698,-0.00863943,1.01622,0.0242441,0.0591543,-0.0505149,-0.00863943,-0.00251792,0.0242441,1.30119,0.552969,-0.589713,-0.416537,0.415886,70.6472,75.6958,85.8463,90.1876,110.151,111.37,119.644,127.245,128.63,129.902,140.882,144.57,149.035,154.369,156.686,157.878,160.494,164.395,169.771,172.124
8.12628,1,0.000494987,6,127,0,-2.7826,2.60911,2.86842,1.31034,0.396257,-0.737052,-0.640748,0.619967,1.69548,2.8497,1.69496,1.45539,-0.000197785,-0.383976,-0.0123423,1.69496,2.61141,1.69368,-0.0371455,0.000778622,0.0240781,1.45539,1.69368,2.85098,0.0373433,0.383198,-0.0117359,-0.000197785,-0.0371455,0.0373433,1.30855,-0.0117359,0.000778622,-0.383976,0.000778622,0.383198,-0.0117359,1.07026,-0.000197785,-0.0123423,0.0240781,-0.0117359,0.000778622,-0.000197785,1.30983,0.5616,-0.567902,-0.434034,0.416782,71.1763,75.3506,85.8091,89.7314,111.463,112.588,120.713,128.25,128.625,130.499,141.618,143.962,148.549,154.222,156.632,157.011,160.596,164.976,167.917,172.406
14.0995,0.979688,0.000949173,6,127,0,-3.38942,2.4124,2.85687,1.30965,0.392425,-0.731078,-0.597168,0.63593,1.49555,2.68415,1.49209,1.22727,0.00677438,-0.395894,0.0403172,1.49209,2.41948,1.49193,0.047621,0.0020599,-0.0610127,1.22727,1.49193,2.6843,-0.0543954,0.393834,0.0206954,0.00677438,0.047621,-0.0543954,1.30603,0.0206954,0.0020599,-0.395894,0.0020599,0.393834,0.0206954,1.04137,0.00677438,0.0403172,-0.0610127,0.0206954,0.0020599,0.00677438,1.30619,0.569053,-0.568185,-0.403873,0.436155,71.039,76.0445,86.4426,90.1007,110.3,111.957,120.382,127.068,128.408,130.88,141.671,144.025,149.207,153.774,156.682,156.538,160.563,163.801,168.791,172.585
17.837,0.952404,0.00170096,7,153,0,-7.18906,2.50611,2.83641,1.29695,0.283432,-0.729729,-0.618253,0.622396,1.59161,2.78186,1.59159,1.31589,4.30886e-05,-0.394345,0.00259146,1.59159,2.5062,1.59155,0.00697454,3.11385e-05,-0.00505988,1.31589,1.59155,2.7819,-0.00701763,0.394314,0.00246842,4.30886e-05,0.00697454,-0.00701763,1.29688,0.00246842,3.11385e-05,-0.394345,3.11385e-05,0.394314,0.00246842,1.02122,4.30886e-05,0.00259146,-0.00505988,0.00246842,3.11385e-05,4.30886e-05,1.29693,0.570726,-0.569618,-0.416484,0.419939,70.945,75.6599,85.4596,90.1126,111.166,111.577,120.304,127.917,128.165,130.186,141.325,143.557,149.604,153.88,156.405,157.088,160.29,164.664,169.605,172.865
17.837,0.10523,0.00279817,1,3,1,-9.10172,2.50611,2.83641,1.29695,0.283432,-0.729729,-0.618253,0.622396,1.59161,2.78186,1.59159,1.31589,4.30886e-05,-0.394345,0.00259146,1.59159,2.5062,1.59155,0.00697454,3.11385e-05,-0.00505988,1.31589,1.59155,2.7819,-0.00701763,0.394314,0.00246842,4.30886e-05,0.00697454,-0.00701763,1.29688,0.00246842,3.11385e-05,-0.394345,3.11385e-05,0.394314,0.00246842,1.02122,4.30886e-05,0.00259146,-0.00505988,0.00246842,3.11385e-05,4.30886e-05,1.29693,0.570726,-0.569618,-0.416484,0.419939,71.4031,75.9589,85.5601,90.1793,110.946,111.595,120.106,127.625,127.895,130.129,141.069,143.421,149.258,154.03,156.564,156.794,160.265,165.028,169.573,172.97
20.7552,0.959283,0.00043997,9,1023,0,-15.1784,2.47567,2.83261,1.29766,0.250543,-0.727853,-0.607395,0.62857,1.55944,2.74737,1.55893,1.28826,-0.000566253,-0.392806,0.0111156,1.55893,2.47809,1.55754,0.0381426,0.000843469,-0.0238923,1.28826,1.55754,2.74876,-0.0375763,0.391963,0.0127767,-0.000566253,0.0381426,-0.0375763,1.29575,0.0127767,0.000843469,-0.392806,0.000843469,0.391963,0.0127767,1.02648,-0.000566253,0.0111156,-0.0238923,0.0127767,0.000843469,-0.000566253,1.29715,0.573046,-0.566053,-0.410128,0.427782,70.8609,75.6799,86.1127,90.1441,110.73,111.585,120.058,127.599,128.231,130.217,141.325,143.643,149.007,154.12,155.819,157.086,160.559,164.847,169.139,172.387
21.2521,0.840421,0.000739891,6,127,0,-16.224,2.47909,2.87336,1.31214,0.247052,-0.725513,-0.599632,0.63305,1.56578,2.75285,1.56472,1.29308,-0.00259634,-0.399196,0.0133256,1.56472,2.48569,1.56025,0.0665248,0.00221768,-0.0342921,1.29308,1.56025,2.75732,-0.0639284,0.396979,0.0209665,-0.00259634,0.0665248,-0.0639284,1.3066,0.0209665,0.00221768,-0.399196,0.00221768,0.396979,0.0209665,1.03944,-0.00259634,0.0133256,-0.0342921,0.0209665,0.00221768,-0.00259634,1.31107,0.575929,-0.562131,-0.405552,0.433407,70.9039,75.7045,86.684,89.9766,110.832,111.657,119.748,127.72,128.544,131.118,140.84,144.103,148.966,153.909,156.288,157.001,160.539,165.004,169.081,172.788
