# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 15
# data
#   file = cmsx4.20modes.dat
# init = 2 (Default)
# random
#   seed = 2282922554
# output
#   file = cmsx4.20modes.15.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,cu.1,cu.2,cu.3,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,q.1,q.2,q.3,q.4,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20
41.1585,0.984788,0.0199291,6,127,0,-39.7991,2.42862,2.86021,1.30838,0.0674273,-0.72663,-0.616164,0.623108,1.51374,2.70775,1.51367,1.23469,-0.00450256,-0.399446,-0.00714082,1.51367,2.42939,1.51305,0.0254526,6.1537e-05,0.00139183,1.23469,1.51305,2.70836,-0.02095,0.399384,0.00574898,-0.00450256,0.0254526,-0.02095,1.30769,0.00574898,6.1537e-05,-0.399446,6.1537e-05,0.399384,0.00574898,1.02932,-0.00450256,-0.00714082,0.00139183,0.00574898,6.1537e-05,-0.00450256,1.3083,0.574554,-0.565681,-0.41536,0.421153,71.0023,75.5339,86.1123,89.7917,110.735,111.666,119.969,127.591,128.331,130.372,141.481,143.854,149.218,153.717,156.403,157.033,160.367,164.825,169.208,172.598
37.1699,0.314744,0.0340722,5,31,0,-33.383,2.41734,2.86075,1.30909,0.065722,-0.725734,-0.613374,0.623532,1.50213,2.69798,1.50204,1.22159,-0.00515473,-0.400195,-0.00677229,1.50204,2.41861,1.50095,0.032913,0.000179423,-0.00115803,1.22159,1.50095,2.69906,-0.0277583,0.400016,0.00793031,-0.00515473,0.032913,-0.0277583,1.30791,0.00793031,0.000179423,-0.400195,0.000179423,0.400016,0.00793031,1.02855,-0.00515473,-0.00677229,-0.00115803,0.00793031,0.000179423,-0.00515473,1.30899,0.575657,-0.56491,-0.413769,0.422245,70.8749,75.526,86.2906,89.8466,110.826,111.653,120.009,127.562,128.354,130.431,141.431,143.926,149.057,153.817,156.431,157.196,160.364,164.786,169.139,172.521
36.5476,0.99141,0.00728645,7,255,0,-31.6984,2.42546,2.86108,1.30946,0.0594986,-0.725299,-0.611647,0.625531,1.5101,2.7032,1.50997,1.23249,-0.0056372,-0.399254,-0.00586667,1.50997,2.42746,1.50823,0.0409728,0.000371854,-0.00447136,1.23249,1.50823,2.70493,-0.0353356,0.398882,0.010338,-0.0056372,0.0409728,-0.0353356,1.30759,0.010338,0.000371854,-0.399254,0.000371854,0.398882,0.010338,1.03185,-0.0056372,-0.00586667,-0.00447136,0.010338,0.000371854,-0.0056372,1.30933,0.576192,-0.563566,-0.412736,0.424317,70.9894,75.59,86.3888,89.7599,110.833,111.756,119.974,127.61,128.299,130.355,141.463,143.991,149.188,153.788,156.358,157.05,160.344,164.815,169.072,172.429
40.1923,0.992345,0.0131217,7,127,0,-33.5536,2.4516,2.85752,1.30708,0.0695828,-0.735327,-0.615126,0.62701,1.53677,2.72541,1.53537,1.26436,0.00930936,-0.396239,0.0309827,1.53537,2.4531,1.53666,-0.00728129,-0.000357848,-0.0348787,1.26436,1.53666,2.72411,-0.00202807,0.396597,0.00389597,0.00930936,-0.00728129,-0.00202807,1.30698,0.00389597,-0.000357848,-0.396239,-0.000357848,0.396597,0.00389597,1.03467,0.00930936,0.0309827,-0.0348787,0.00389597,-0.000357848,0.00930936,1.30569,0.56376,-0.57482,-0.414399,0.424299,71.0326,75.5184,86.2686,89.8396,110.845,111.744,120.064,127.566,128.476,130.375,141.342,143.827,148.988,153.935,156.476,156.984,160.26,164.528,168.952,172.581
40.1276,0.960307,0.0240151,7,127,0,-37.7279,2.43653,2.85351,1.30605,0.0683862,-0.73124,-0.61516,0.625603,1.52113,2.71132,1.52078,1.24669,0.00293191,-0.396871,0.0137431,1.52078,2.43706,1.52095,0.00938674,0.000101573,-0.0190154,1.24669,1.52095,2.71114,-0.0123186,0.39677,0.00527224,0.00293191,0.00938674,-0.0123186,1.30587,0.00527224,0.000101573,-0.396871,0.000101573,0.39677,0.00527224,1.03161,0.00293191,0.0137431,-0.0190154,0.00527224,0.000101573,0.00293191,1.3057,0.568852,-0.570396,-0.414586,0.42329,71.1558,75.3896,86.2219,89.8926,110.912,111.851,120.181,127.592,128.377,130.387,141.509,143.733,149.131,153.704,156.366,157.007,160.201,164.712,169.084,172.643
38.0118,0.853685,0.0399445,4,31,0,-33.6488,2.44153,2.85353,1.30519,0.0715785,-0.73265,-0.612915,0.62539,1.52674,2.71926,1.5259,1.24984,0.00602263,-0.397497,0.0227495,1.5259,2.44248,1.52662,0.00367197,-2.73039e-05,-0.0282229,1.24984,1.52662,2.71855,-0.0096946,0.397524,0.00547346,0.00602263,0.00367197,-0.0096946,1.30507,0.00547346,-2.73039e-05,-0.397497,-2.73039e-05,0.397524,0.00547346,1.02829,0.00602263,0.0227495,-0.0282229,0.00547346,-2.73039e-05,0.00602263,1.30435,0.5671,-0.572835,-0.413252,0.423652,71.0353,75.5252,86.108,89.6961,110.785,111.645,119.995,127.55,128.376,130.368,141.419,143.881,149.1,153.831,156.308,156.99,160.386,164.573,169.173,172.817
40.1762,0.275189,0.0475374,5,63,0,-34.0715,2.44118,2.86137,1.30859,0.0800292,-0.736545,-0.6222,0.623585,1.52652,2.71646,1.52572,1.25204,0.00963279,-0.397538,0.0254391,1.52572,2.44262,1.52588,-0.0264926,-0.0004485,-0.0229364,1.25204,1.52588,2.7163,0.0168598,0.397986,-0.00250273,0.00963279,-0.0264926,0.0168598,1.30795,-0.00250273,-0.0004485,-0.397538,-0.0004485,0.397986,-0.00250273,1.03411,0.00963279,0.0254391,-0.0229364,-0.00250273,-0.0004485,0.00963279,1.30779,0.562235,-0.576757,-0.418495,0.419649,71.0772,75.5303,86.177,89.7468,110.88,111.812,120.131,127.473,128.211,130.451,141.441,143.759,149.146,153.955,156.332,156.96,160.392,164.555,169.097,172.49
40.2516,0.997449,0.00923145,8,255,0,-36.4985,2.44951,2.86258,1.30922,0.0849326,-0.735634,-0.62315,0.622641,1.5348,2.72513,1.53432,1.25966,0.00790893,-0.398117,0.0198687,1.53432,2.45056,1.53423,-0.0246004,-0.000277543,-0.0168282,1.25966,1.53423,2.72522,0.0166915,0.398394,-0.00304045,0.00790893,-0.0246004,0.0166915,1.30865,-0.00304045,-0.000277543,-0.398117,-0.000277543,0.398394,-0.00304045,1.03408,0.00790893,0.0198687,-0.0168282,-0.00304045,-0.000277543,0.00790893,1.30874,0.563376,-0.575747,-0.419213,0.418788,71.1149,75.4881,85.9727,89.8326,110.763,111.731,120.015,127.6,128.36,130.496,141.482,143.988,149.265,153.854,156.597,156.897,160.406,164.826,169.044,172.597
41.5404,0.992404,0.0173808,6,127,0,-37.9543,2.45605,2.85911,1.30706,0.0683394,-0.733002,-0.621356,0.623188,1.54174,2.7314,1.54156,1.26657,0.00421317,-0.397613,0.0118327,1.54156,2.45631,1.54166,-0.00942536,-9.02718e-05,-0.0114866,1.26657,1.54166,2.7313,0.00521219,0.397703,-0.000346108,0.00421317,-0.00942536,0.00521219,1.30698,-0.000346108,-9.02718e-05,-0.397613,-9.02718e-05,0.397703,-0.000346108,1.03189,0.00421317,0.0118327,-0.0114866,-0.000346108,-9.02718e-05,0.00421317,1.30688,0.566662,-0.572652,-0.418142,0.419669,71.0679,75.5853,86.0364,89.793,110.647,111.667,119.996,127.463,128.193,130.188,141.337,143.959,149.142,153.862,156.298,157.059,160.341,164.857,169.027,172.709
41.7562,0.884811,0.0320453,5,63,0,-39.7622,2.45777,2.86006,1.30764,0.0650621,-0.733082,-0.623065,0.621487,1.54336,2.73337,1.54327,1.26785,0.00374392,-0.397943,0.00857729,1.54327,2.45805,1.54317,-0.0139563,-4.7584e-05,-0.00633724,1.26785,1.54317,2.73347,0.0102124,0.39799,-0.00224005,0.00374392,-0.0139563,0.0102124,1.30745,-0.00224005,-4.7584e-05,-0.397943,-4.7584e-05,0.39799,-0.00224005,1.03213,0.00374392,0.00857729,-0.00633724,-0.00224005,-4.7584e-05,0.00374392,1.30755,0.566561,-0.572797,-0.419532,0.418217,71.0299,75.5251,86.1404,89.7942,110.848,111.668,120.108,127.567,128.335,130.295,141.463,143.849,149.136,153.844,156.37,157.08,160.35,164.679,169.086,172.626
41.7562,0.0893506,0.0421425,4,15,0,-37.6021,2.45777,2.86006,1.30764,0.0650621,-0.733082,-0.623065,0.621487,1.54336,2.73337,1.54327,1.26785,0.00374392,-0.397943,0.00857729,1.54327,2.45805,1.54317,-0.0139563,-4.7584e-05,-0.00633724,1.26785,1.54317,2.73347,0.0102124,0.39799,-0.00224005,0.00374392,-0.0139563,0.0102124,1.30745,-0.00224005,-4.7584e-05,-0.397943,-4.7584e-05,0.39799,-0.00224005,1.03213,0.00374392,0.00857729,-0.00633724,-0.00224005,-4.7584e-05,0.00374392,1.30755,0.566561,-0.572797,-0.419532,0.418217,71.0562,75.3946,86.282,89.7789,110.823,111.781,120.167,127.485,128.201,130.294,141.562,143.901,149.093,153.892,156.54,157.084,160.369,164.779,169.097,172.732
43.8857,0.999977,0.00486677,8,255,0,-39.1537,2.43528,2.86191,1.30911,0.0530309,-0.735243,-0.6163,0.625155,1.52043,2.71254,1.51928,1.24432,0.00919711,-0.398336,0.0287388,1.51928,2.43658,1.52028,-0.0120872,-0.000402508,-0.0309229,1.24432,1.52028,2.71154,0.00289012,0.398738,0.00218418,0.00919711,-0.0120872,0.00289012,1.30896,0.00218418,-0.000402508,-0.398336,-0.000402508,0.398738,0.00218418,1.033,0.00919711,0.0287388,-0.0309229,0.00218418,-0.000402508,0.00919711,1.30796,0.563865,-0.575523,-0.41512,0.422498,70.9747,75.488,86.2697,89.7673,110.727,111.782,120.083,127.471,128.436,130.308,141.44,143.898,149.143,153.876,156.341,157.196,160.23,164.624,169.079,172.58
43.9852,0.989976,0.00918504,6,127,0,-40.4101,2.44765,2.85906,1.30779,0.0517643,-0.734952,-0.616272,0.625762,1.53282,2.72307,1.53173,1.25848,0.00858672,-0.397256,0.0276248,1.53173,2.44884,1.53272,-0.00921593,-0.000333263,-0.0303713,1.25848,1.53272,2.72209,0.00062921,0.39759,0.00274652,0.00858672,-0.00921593,0.00062921,1.30768,0.00274652,-0.000333263,-0.397256,-0.000333263,0.39759,0.00274652,1.03345,0.00858672,0.0276248,-0.0303713,0.00274652,-0.000333263,0.00858672,1.3067,0.564228,-0.574808,-0.4151,0.423007,71.028,75.4459,86.2332,89.7762,110.855,111.751,120.039,127.558,128.301,130.382,141.478,143.847,149.115,153.965,156.275,157.044,160.314,164.645,169.092,172.608
44.091,0.954468,0.0166715,4,31,0,-42.4574,2.44835,2.8607,1.30857,0.0516006,-0.734844,-0.616883,0.625805,1.53348,2.72327,1.5325,1.25954,0.00819864,-0.397398,0.0263288,1.5325,2.44942,1.53339,-0.00904549,-0.000306217,-0.0288618,1.25954,1.53339,2.72239,0.00084685,0.397705,0.00253299,0.00819864,-0.00904549,0.00084685,1.30848,0.00253299,-0.000306217,-0.397398,-0.000306217,0.397705,0.00253299,1.03463,0.00819864,0.0263288,-0.0288618,0.00253299,-0.000306217,0.00819864,1.30759,0.564364,-0.574505,-0.415455,0.422888,71.0572,75.5158,86.1608,89.8158,110.872,111.792,120.187,127.486,128.404,130.337,141.383,144.032,149.151,153.72,156.46,157.012,160.237,164.704,169.118,172.604
42.0839,0.985703,0.0269767,6,63,0,-39.8822,2.43118,2.86396,1.3098,0.0675156,-0.734128,-0.615822,0.624778,1.51651,2.70952,1.51563,1.23905,0.00762423,-0.399215,0.0247573,1.51563,2.43214,1.51643,-0.00715303,-0.00025104,-0.0275698,1.23905,1.51643,2.70872,-0.000471201,0.399466,0.0028125,0.00762423,-0.00715303,-0.000471201,1.30972,0.0028125,-0.00025104,-0.399215,-0.00025104,0.399466,0.0028125,1.03234,0.00762423,0.0247573,-0.0275698,0.0028125,-0.00025104,0.00762423,1.30892,0.565258,-0.574425,-0.414892,0.422356,71.054,75.4609,86.2663,89.7835,110.757,111.789,119.92,127.421,128.302,130.497,141.384,143.826,149.179,153.798,156.472,157.093,160.373,164.755,169.146,172.601
42.2693,0.111304,0.0475162,2,7,1,-38.7456,2.43035,2.86341,1.31008,0.0657278,-0.734185,-0.615924,0.625217,1.5153,2.70768,1.51441,1.23886,0.00759066,-0.39887,0.0249203,1.51441,2.43131,1.51523,-0.00648787,-0.000242361,-0.0279321,1.23886,1.51523,2.70686,-0.00110279,0.399113,0.00301186,0.00759066,-0.00648787,-0.00110279,1.31001,0.00301186,-0.000242361,-0.39887,-0.000242361,0.399113,0.00301186,1.03364,0.00759066,0.0249203,-0.0279321,0.00301186,-0.000242361,0.00759066,1.30918,0.565186,-0.574222,-0.414938,0.422683,71.0187,75.4772,86.2257,89.7431,110.759,111.72,120.175,127.467,128.391,130.325,141.502,143.915,149.012,153.79,156.461,157.164,160.338,164.686,169.053,172.706
40.3537,0.977014,0.00638927,7,239,0,-36.1743,2.44284,2.85844,1.30768,0.0778313,-0.733905,-0.613935,0.625508,1.52788,2.72063,1.52682,1.25116,0.00772755,-0.398165,0.0265781,1.52682,2.44398,1.52781,-0.00294703,-0.000201932,-0.0309239,1.25116,1.52781,2.71964,-0.00478052,0.398367,0.00434579,0.00772755,-0.00294703,-0.00478052,1.30761,0.00434579,-0.000201932,-0.398165,-0.000201932,0.398367,0.00434579,1.03096,0.00772755,0.0265781,-0.0309239,0.00434579,-0.000201932,0.00772755,1.30662,0.565535,-0.574144,-0.413795,0.423441,70.9073,75.4608,86.2821,89.8984,110.776,111.684,120.144,127.462,128.426,130.364,141.452,143.822,149.191,153.953,156.396,157.054,160.443,164.62,169.264,172.888
41.3928,0.972389,0.0110094,7,191,0,-32.0398,2.45052,2.8598,1.30814,0.0735799,-0.732941,-0.624004,0.61898,1.53567,2.72624,1.53564,1.25999,0.00289138,-0.398143,0.00432505,1.53564,2.45088,1.53535,-0.0174082,3.76414e-05,-0.000298981,1.25999,1.53535,2.72653,0.0145168,0.398106,-0.00402607,0.00289138,-0.0174082,0.0145168,1.30782,-0.00402607,3.76414e-05,-0.398143,3.76414e-05,0.398106,-0.00402607,1.03246,0.00289138,0.00432505,-0.000298981,-0.00402607,3.76414e-05,0.00289138,1.30811,0.566737,-0.572641,-0.420951,0.416764,71.1555,75.5036,86.1686,89.82,110.894,111.78,120.154,127.608,128.315,130.329,141.468,143.877,149.138,153.936,156.479,157.157,160.346,164.853,169.093,172.685
42.4519,0.984746,0.0185526,6,127,0,-39.5665,2.4373,2.85647,1.30724,0.0653901,-0.732015,-0.624277,0.616049,1.52202,2.71447,1.52196,1.2449,0.00111944,-0.398334,-0.00213765,1.52196,2.43773,1.52164,-0.0176341,0.000138355,0.00749341,1.2449,1.52164,2.7148,0.0165147,0.398196,-0.00535576,0.00111944,-0.0176341,0.0165147,1.30686,-0.00535576,0.000138355,-0.398334,0.000138355,0.398196,-0.00535576,1.03012,0.00111944,-0.00213765,0.00749341,-0.00535576,0.000138355,0.00111944,1.30718,0.56789,-0.57196,-0.421963,0.415103,71.1256,75.3889,86.1331,89.693,110.776,111.64,120.031,127.529,128.257,130.386,141.533,143.828,149.142,153.753,156.39,157.049,160.393,164.788,169.205,172.718
44.2457,0.922182,0.0321073,6,63,0,-41.2809,2.44595,2.86492,1.30952,0.0482926,-0.732017,-0.628915,0.607647,1.53178,2.72186,1.53099,1.25666,-0.00185402,-0.398717,-0.0175168,1.53099,2.44817,1.53035,-0.0316283,0.000746821,0.0297047,1.25666,1.53035,2.7225,0.0334823,0.39797,-0.012188,-0.00185402,-0.0316283,0.0334823,1.3081,-0.012188,0.000746821,-0.398717,0.000746821,0.39797,-0.012188,1.0344,-0.00185402,-0.0175168,0.0297047,-0.012188,0.000746821,-0.00185402,1.30873,0.567886,-0.571159,-0.427864,0.41014,71.0015,75.448,86.2381,89.7188,110.85,111.771,119.958,127.49,128.325,130.429,141.397,143.931,149.09,153.832,156.399,157.078,160.288,164.715,169.09,172.594
44.2457,1.82683e-05,0.046114,1,1,0,-43.8515,2.44595,2.86492,1.30952,0.0482926,-0.732017,-0.628915,0.607647,1.53178,2.72186,1.53099,1.25666,-0.00185402,-0.398717,-0.0175168,1.53099,2.44817,1.53035,-0.0316283,0.000746821,0.0297047,1.25666,1.53035,2.7225,0.0334823,0.39797,-0.012188,-0.00185402,-0.0316283,0.0334823,1.3081,-0.012188,0.000746821,-0.398717,0.000746821,0.39797,-0.012188,1.0344,-0.00185402,-0.0175168,0.0297047,-0.012188,0.000746821,-0.00185402,1.30873,0.567886,-0.571159,-0.427864,0.41014,70.9761,75.4549,86.2853,89.8992,110.78,111.719,119.939,127.548,128.329,130.46,141.381,143.839,149.005,153.818,156.411,157.103,160.33,164.704,169.139,172.678
42.6513,0.998083,0.00493802,7,255,0,-38.2503,2.44924,2.86318,1.30872,0.0461727,-0.72993,-0.627997,0.608743,1.53507,2.72589,1.534,1.25949,-0.00469846,-0.398483,-0.0235436,1.534,2.45102,1.53437,-0.0195597,0.000408529,0.033552,1.25949,1.53437,2.72552,0.0242581,0.398074,-0.0100085,-0.00469846,-0.0195597,0.0242581,1.30802,-0.0100085,0.000408529,-0.398483,0.000408529,0.398074,-0.0100085,1.03315,-0.00469846,-0.0235436,0.033552,-0.0100085,0.000408529,-0.00469846,1.30765,0.570477,-0.568765,-0.426913,0.410863,71.1186,75.496,86.2308,89.7229,110.85,111.722,120.052,127.531,128.316,130.406,141.382,143.922,149.111,153.843,156.331,157.091,160.363,164.633,169.119,172.773
45.1435,0.999172,0.00884822,6,63,0,-42.0489,2.44508,2.85931,1.30805,0.0462358,-0.732,-0.628457,0.609789,1.53014,2.71934,1.52954,1.25647,-0.00153645,-0.397485,-0.0151247,1.52954,2.44679,1.52903,-0.0279905,0.000578526,0.0258159,1.25647,1.52903,2.71985,0.029527,0.396907,-0.0106913,-0.00153645,-0.0279905,0.029527,1.30694,-0.0106913,0.000578526,-0.397485,0.000578526,0.396907,-0.0106913,1.03439,-0.00153645,-0.0151247,0.0258159,-0.0106913,0.000578526,-0.00153645,1.30746,0.567908,-0.570921,-0.426949,0.411392,71.0707,75.5362,86.2517,89.7476,110.788,111.746,120.055,127.508,128.279,130.455,141.429,143.931,149.089,153.812,156.316,157.059,160.429,164.687,169.106,172.591
44.2248,0.941678,0.0157485,6,79,0,-42.9389,2.45071,2.86077,1.3078,0.0548069,-0.731758,-0.626523,0.611694,1.53641,2.7273,1.53607,1.26016,-0.000745286,-0.398442,-0.0108359,1.53607,2.45182,1.53564,-0.0236042,0.000383658,0.0195347,1.26016,1.53564,2.72773,0.0243495,0.398059,-0.00869881,-0.000745286,-0.0236042,0.0243495,1.30704,-0.00869881,0.000383658,-0.398442,0.000383658,0.398059,-0.00869881,1.03155,-0.000745286,-0.0108359,0.0195347,-0.00869881,0.000383658,-0.000745286,1.30746,0.568209,-0.571309,-0.42491,0.412549,70.9175,75.5642,86.1453,89.8387,110.772,111.645,119.959,127.575,128.437,130.441,141.357,143.92,149.123,153.848,156.471,157.045,160.426,164.719,169.145,172.675
42.041,0.901496,0.0237182,5,31,0,-40.4726,2.44943,2.8617,1.30821,0.0516275,-0.732905,-0.625173,0.614372,1.53515,2.72673,1.53506,1.25793,0.00201144,-0.3989,-0.00143501,1.53506,2.45025,1.53441,-0.0248026,0.00024185,0.00865731,1.25793,1.53441,2.72738,0.0227911,0.398658,-0.0072223,0.00201144,-0.0248026,0.0227911,1.30748,-0.0072223,0.00024185,-0.3989,0.00024185,0.398658,-0.0072223,1.03099,0.00201144,-0.00143501,0.00865731,-0.0072223,0.00024185,0.00201144,1.30813,0.566781,-0.57296,-0.423092,0.414088,70.95,75.5342,86.2048,89.827,110.824,111.82,120.079,127.48,128.35,130.367,141.405,143.956,149.199,153.844,156.485,156.977,160.401,164.798,169.051,172.529
42.1361,0.985045,0.0318117,5,55,0,-39.649,2.45068,2.86181,1.30818,0.0512499,-0.732839,-0.625487,0.61375,1.53645,2.72784,1.53634,1.25939,0.00169999,-0.398851,-0.00278508,1.53634,2.45157,1.53566,-0.0255054,0.000282619,0.0104643,1.25939,1.53566,2.72852,0.0238055,0.398569,-0.00767924,0.00169999,-0.0255054,0.0238055,1.30739,-0.00767924,0.000282619,-0.398851,0.000282619,0.398569,-0.00767924,1.03112,0.00169999,-0.00278508,0.0104643,-0.00767924,0.000282619,0.00169999,1.30807,0.566864,-0.572834,-0.423508,0.413725,71.0731,75.5367,86.2634,89.689,110.847,111.724,119.898,127.501,128.33,130.418,141.439,143.905,149.071,153.885,156.469,157.186,160.294,164.757,169.033,172.623
42.1361,0.00869629,0.0531791,1,3,1,-38.8458,2.45068,2.86181,1.30818,0.0512499,-0.732839,-0.625487,0.61375,1.53645,2.72784,1.53634,1.25939,0.00169999,-0.398851,-0.00278508,1.53634,2.45157,1.53566,-0.0255054,0.000282619,0.0104643,1.25939,1.53566,2.72852,0.0238055,0.398569,-0.00767924,0.00169999,-0.0255054,0.0238055,1.30739,-0.00767924,0.000282619,-0.398851,0.000282619,0.398569,-0.00767924,1.03112,0.00169999,-0.00278508,0.0104643,-0.00767924,0.000282619,0.00169999,1.30807,0.566864,-0.572834,-0.423508,0.413725,71.0528,75.537,86.2064,89.6989,110.729,111.662,120.065,127.468,128.244,130.298,141.286,143.903,149.11,153.797,156.364,157.068,160.301,164.811,169.172,172.576
42.1586,0.994707,0.00649116,8,255,0,-36.894,2.43592,2.86152,1.30832,0.0510029,-0.730984,-0.628513,0.605731,1.52149,2.71411,1.52037,1.24441,-0.00338205,-0.398978,-0.0222873,1.52037,2.43838,1.52014,-0.0295872,0.000758837,0.0349041,1.24441,1.52014,2.71435,0.0329693,0.398219,-0.0126168,-0.00338205,-0.0295872,0.0329693,1.30697,-0.0126168,0.000758837,-0.398978,0.000758837,0.398219,-0.0126168,1.03124,-0.00338205,-0.0222873,0.0349041,-0.0126168,0.000758837,-0.00338205,1.30721,0.569171,-0.570497,-0.428063,0.409072,71.0579,75.4172,86.2463,89.8542,110.662,111.725,119.888,127.515,128.278,130.478,141.401,143.844,149.054,153.835,156.322,157.059,160.338,164.661,169.17,172.628
41.8382,0.995594,0.0111823,6,127,0,-39.2364,2.45698,2.85912,1.30804,0.0603363,-0.732534,-0.628056,0.612305,1.54198,2.72975,1.54164,1.26955,-0.000344785,-0.396971,-0.0103232,1.54164,2.45826,1.54104,-0.0265052,0.000448329,0.0196544,1.26955,1.54104,2.73035,0.02685,0.396522,-0.00933121,-0.000344785,-0.0265052,0.02685,1.3071,-0.00933121,0.000448329,-0.396971,0.000448329,0.396522,-0.00933121,1.0356,-0.000344785,-0.0103232,0.0196544,-0.00933121,0.000448329,-0.000344785,1.30769,0.567244,-0.571273,-0.425964,0.41284,71.0294,75.5677,86.2888,89.7392,110.789,111.866,120.115,127.489,128.342,130.489,141.426,143.845,149.168,153.782,156.456,156.941,160.349,164.748,169.033,172.717
41.9417,0.996436,0.0191412,6,127,0,-39.4576,2.44281,2.85644,1.3075,0.0584623,-0.733624,-0.626328,0.614421,1.52734,2.71721,1.52725,1.25303,0.00250856,-0.397363,-0.000762313,1.52725,2.44384,1.5264,-0.0282651,0.000293018,0.00878967,1.25303,1.5264,2.71806,0.0257566,0.39707,-0.00802736,0.00250856,-0.0282651,0.0257566,1.30655,-0.00802736,0.000293018,-0.397363,0.000293018,0.39707,-0.00802736,1.03318,0.00250856,-0.000762313,0.00878967,-0.00802736,0.000293018,0.00250856,1.3074,0.565886,-0.573198,-0.423989,0.414066,71.0597,75.5903,86.1481,89.8082,110.867,111.793,120.078,127.539,128.291,130.382,141.414,143.806,149.111,153.885,156.466,156.996,160.328,164.862,168.964,172.617
42.0613,0.991022,0.0325583,5,31,0,-39.4946,2.44548,2.85564,1.30603,0.0617205,-0.732925,-0.624903,0.614563,1.53077,2.72242,1.5307,1.2539,0.00220186,-0.397935,-0.000666513,1.5307,2.44625,1.53006,-0.0245024,0.000221686,0.00766051,1.2539,1.53006,2.72306,0.0223005,0.397713,-0.00699399,0.00220186,-0.0245024,0.0223005,1.30533,-0.00699399,0.000221686,-0.397935,0.000221686,0.397713,-0.00699399,1.02916,0.00220186,-0.000666513,0.00766051,-0.00699399,0.000221686,0.00220186,1.30597,0.566757,-0.573099,-0.422823,0.414204,71.0645,75.4216,86.0972,89.7314,110.728,111.741,120.112,127.618,128.288,130.374,141.475,143.8,148.991,153.936,156.373,156.951,160.332,164.67,169.204,172.564
40.1162,0.201134,0.054157,2,5,1,-35.8835,2.44503,2.85623,1.30735,0.0614642,-0.733154,-0.625024,0.614928,1.5296,2.72173,1.52953,1.25296,0.0025205,-0.398168,0.00029452,1.52953,2.44582,1.52887,-0.025067,0.00021105,0.00666442,1.25296,1.52887,2.72239,0.0225465,0.397957,-0.00695894,0.0025205,-0.025067,0.0225465,1.30662,-0.00695894,0.00021105,-0.398168,0.00021105,0.397957,-0.00695894,1.03071,0.0025205,0.00029452,0.00666442,-0.00695894,0.00021105,0.0025205,1.30728,0.566471,-0.57324,-0.422819,0.414404,71.0966,75.5452,86.1367,89.6874,110.835,111.743,120.123,127.575,128.334,130.349,141.422,143.869,149.255,153.908,156.521,157.009,160.437,164.809,169.186,172.654
43.7112,0.968134,0.0117521,7,199,0,-36.1213,2.43387,2.86036,1.30889,0.0572959,-0.734101,-0.617414,0.625064,1.51868,2.70964,1.51797,1.24361,0.00696569,-0.397944,0.0223721,1.51797,2.43465,1.51861,-0.00753022,-0.000219289,-0.0245838,1.24361,1.51861,2.709,0.000564529,0.398164,0.00221168,0.00696569,-0.00753022,0.000564529,1.30883,0.00221168,-0.000219289,-0.397944,-0.000219289,0.398164,0.00221168,1.03383,0.00696569,0.0223721,-0.0245838,0.00221168,-0.000219289,0.00696569,1.30818,0.565291,-0.573865,-0.415802,0.422177,71.0595,75.5935,86.1733,89.8117,110.82,111.684,120.086,127.432,128.285,130.45,141.489,143.917,149.065,153.818,156.392,157.117,160.319,164.678,169.045,172.665
