# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 15
# data
#   file = ti.dat
# init = 2 (Default)
# random
#   seed = 2282494895
# output
#   file = ti.30modes.15.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20,yhat.21,yhat.22,yhat.23,yhat.24,yhat.25,yhat.26,yhat.27,yhat.28,yhat.29,yhat.30
-1102.93,1,0.00234642,2,3,0,5596.91,0.947706,1.56261,0.738041,1.40689,0.00307883,0.947706,0.00307883,0.00307883,0,0,0,0.00307883,0.947706,0.00307883,0,0,0,0.00307883,0.00307883,0.947706,0,0,0,0,0,0,0.738041,0,0,0,0,0,0,0.738041,0,0,0,0,0,0,0.738041,127.551,138.462,139.606,177.121,214.613,219.052,229.741,230.005,237.404,238.889,245.806,249.522,255.677,266.575,269.28,277.032,282.708,283.281,285.942,286.791,293.302,296.799,312.789,312.586,312.941,317.903,314.516,319.73,324.027,336.54
-860.491,1,0.00445538,2,3,0,944.151,0.874053,1.5478,0.714984,1.4358,-0.0498163,0.874053,-0.0498163,-0.0498163,0,0,0,-0.0498163,0.874053,-0.0498163,0,0,0,-0.0498163,-0.0498163,0.874053,0,0,0,0,0,0,0.714984,0,0,0,0,0,0,0.714984,0,0,0,0,0,0,0.714984,122.517,130.766,137.659,167.394,207.412,216.373,221.123,221.474,221.158,232.443,240.41,240.388,247.904,257.915,253.3,265.663,270.845,273.347,279.882,281.471,287.003,287.418,301.359,303.567,304.38,305.547,309.484,307.153,316.31,325.872
-860.491,0,0.00856062,0,1,1,861.618,0.874053,1.5478,0.714984,1.4358,-0.0498163,0.874053,-0.0498163,-0.0498163,0,0,0,-0.0498163,0.874053,-0.0498163,0,0,0,-0.0498163,-0.0498163,0.874053,0,0,0,0,0,0,0.714984,0,0,0,0,0,0,0.714984,0,0,0,0,0,0,0.714984,124.611,129.654,135.956,170.998,203.119,213.899,222.158,221.348,224.056,234.816,238.159,243.854,244.727,254.915,258.117,264.211,272.068,271.585,275.305,282.652,285.311,287.277,301.883,303.359,302.052,305.966,308.426,309.287,315.482,324.744
-838.048,1,0.000719058,2,3,0,860.546,0.877736,1.54852,0.717184,1.43684,-0.0485481,0.877736,-0.0485481,-0.0485481,0,0,0,-0.0485481,0.877736,-0.0485481,0,0,0,-0.0485481,-0.0485481,0.877736,0,0,0,0,0,0,0.717184,0,0,0,0,0,0,0.717184,0,0,0,0,0,0,0.717184,123.55,131.556,138.059,167.4,206.984,215.249,219.915,222.998,224.045,232.95,239.245,239.823,246.423,257.118,258.987,265.971,271.203,275.636,279.642,278.941,287.109,288.142,300.619,302.776,305.404,305.281,307.437,311.87,315.768,325.82
-796.728,1,0.00141365,2,3,0,836.843,0.887949,1.54357,0.720997,1.44254,-0.0462425,0.887949,-0.0462425,-0.0462425,0,0,0,-0.0462425,0.887949,-0.0462425,0,0,0,-0.0462425,-0.0462425,0.887949,0,0,0,0,0,0,0.720997,0,0,0,0,0,0,0.720997,0,0,0,0,0,0,0.720997,125.392,132.61,136.981,171.644,209.085,217.311,221.806,224.194,225.405,234.735,240.41,241.655,249.143,257.428,259.202,266.683,272.609,274.164,281.787,283.216,285.63,289.538,302.924,308.311,307.629,307.324,310.093,309.905,316.908,327.585
-634.578,0.857143,0.00277804,3,7,0,783.214,0.894314,1.50614,0.757241,1.52776,-0.111224,0.894314,-0.111224,-0.111224,0,0,0,-0.111224,0.894314,-0.111224,0,0,0,-0.111224,-0.111224,0.894314,0,0,0,0,0,0,0.757241,0,0,0,0,0,0,0.757241,0,0,0,0,0,0,0.757241,121.624,131.004,141.321,165.953,207.67,215.899,220.039,219.51,222.179,236.798,244.457,245.305,245.89,253.79,258.595,264.114,276.226,274.754,275.564,287.967,296.515,295.682,306.707,303.466,306.988,309.004,311.865,315.663,324.788,331.384
-634.578,0.296316,0.00350537,2,3,0,636.569,0.894314,1.50614,0.757241,1.52776,-0.111224,0.894314,-0.111224,-0.111224,0,0,0,-0.111224,0.894314,-0.111224,0,0,0,-0.111224,-0.111224,0.894314,0,0,0,0,0,0,0.757241,0,0,0,0,0,0,0.757241,0,0,0,0,0,0,0.757241,122.409,127.911,141.298,167.381,205.63,217.417,222.561,218.867,217.538,238.16,242.368,247.106,249.168,254.169,255.839,262.922,276.98,274.102,278.252,286.607,292.158,298.279,305.773,306.472,304.266,312.044,308.133,312.582,323.541,327.822
-636.21,0.986545,0.000798393,3,7,0,637.852,0.894672,1.5051,0.755695,1.52681,-0.109504,0.894672,-0.109504,-0.109504,0,0,0,-0.109504,0.894672,-0.109504,0,0,0,-0.109504,-0.109504,0.894672,0,0,0,0,0,0,0.755695,0,0,0,0,0,0,0.755695,0,0,0,0,0,0,0.755695,123.585,134.546,142.904,166.84,204.749,214.626,220.566,221.111,223.26,235.624,243.434,245.751,249.563,253.084,259.022,266.21,276.723,273.903,274.741,288.586,293.495,294.573,304.966,308.021,307.158,310.299,312.335,313.434,325.609,328.954
-611.927,0.910798,0.0015119,4,15,0,640.279,0.898073,1.50158,0.769558,1.54336,-0.126927,0.898073,-0.126927,-0.126927,0,0,0,-0.126927,0.898073,-0.126927,0,0,0,-0.126927,-0.126927,0.898073,0,0,0,0,0,0,0.769558,0,0,0,0,0,0,0.769558,0,0,0,0,0,0,0.769558,124.431,135.385,139.8,163.536,204.05,217.242,216.554,219.591,217.916,238.129,247.233,246.35,252.158,254.913,258.672,264.084,275.609,272.422,275.95,289.619,295.937,297.046,301.534,309.343,309.473,309.918,309.794,316.424,321.643,332.28
-588.081,0.812867,0.00226379,2,3,0,613.169,0.904157,1.48524,0.768449,1.56556,-0.130623,0.904157,-0.130623,-0.130623,0,0,0,-0.130623,0.904157,-0.130623,0,0,0,-0.130623,-0.130623,0.904157,0,0,0,0,0,0,0.768449,0,0,0,0,0,0,0.768449,0,0,0,0,0,0,0.768449,122.84,128.359,143.269,166.766,205.797,216.745,217.004,217.285,221.206,236.67,247.052,248.077,251.427,254.59,259.587,262.788,272.221,277.676,277.064,288.819,293.663,299.866,302.769,308.424,307.816,306.467,312.953,317.941,323.627,330.922
-559.206,0.997404,0.00252036,2,3,0,590.561,0.908587,1.46735,0.765401,1.60013,-0.134655,0.908587,-0.134655,-0.134655,0,0,0,-0.134655,0.908587,-0.134655,0,0,0,-0.134655,-0.134655,0.908587,0,0,0,0,0,0,0.765401,0,0,0,0,0,0,0.765401,0,0,0,0,0,0,0.765401,124.352,126.565,145.908,164.348,206.756,218.928,216.624,219.334,219.343,237.907,242.981,248.627,251.777,253.526,260.513,265.412,271.884,276.162,277.709,288.194,296.316,300.595,305.069,307.902,306.549,308.884,310.951,315.809,328.177,328.085
-504.681,0.268575,0.00484184,2,6,1,561.076,0.912651,1.46454,0.769247,1.69029,-0.137844,0.912651,-0.137844,-0.137844,0,0,0,-0.137844,0.912651,-0.137844,0,0,0,-0.137844,-0.137844,0.912651,0,0,0,0,0,0,0.769247,0,0,0,0,0,0,0.769247,0,0,0,0,0,0,0.769247,122.903,133.925,141.932,164.336,206.016,215.436,216.278,217.6,218.494,238.856,242.277,249.582,252.233,253.521,258.865,263.966,276.051,275.33,283.719,287.629,297.481,305.485,301.316,307.997,307.243,311.322,311.641,319.066,325.989,335.466
-505.576,0.997277,0.00108756,2,3,0,506.223,0.911587,1.46558,0.76919,1.68834,-0.138083,0.911587,-0.138083,-0.138083,0,0,0,-0.138083,0.911587,-0.138083,0,0,0,-0.138083,-0.138083,0.911587,0,0,0,0,0,0,0.76919,0,0,0,0,0,0,0.76919,0,0,0,0,0,0,0.76919,122.005,133.184,140.719,164.317,204.124,214.838,218.569,215.855,221.366,236.596,247.189,247.483,255.312,256.573,259.522,266.984,274.051,277.076,278.986,289.225,294.956,299.853,301.68,307.569,308.094,312.758,310.898,319.669,326.614,333.717
-472.833,0.950418,0.00208547,3,7,0,505.893,0.913803,1.45226,0.764885,1.74493,-0.139572,0.913803,-0.139572,-0.139572,0,0,0,-0.139572,0.913803,-0.139572,0,0,0,-0.139572,-0.139572,0.913803,0,0,0,0,0,0,0.764885,0,0,0,0,0,0,0.764885,0,0,0,0,0,0,0.764885,125.431,128.835,140.004,168.984,206.749,217.387,218.096,220.443,220.955,239.285,242.677,248.59,251.436,253.6,257.184,267.22,274.678,277.017,281.809,285.908,294.364,302.491,302.494,306.772,308.442,311.989,308.982,319.068,324.849,330.892
-472.833,0.106279,0.00345842,2,3,0,476.087,0.913803,1.45226,0.764885,1.74493,-0.139572,0.913803,-0.139572,-0.139572,0,0,0,-0.139572,0.913803,-0.139572,0,0,0,-0.139572,-0.139572,0.913803,0,0,0,0,0,0,0.764885,0,0,0,0,0,0,0.764885,0,0,0,0,0,0,0.764885,122.708,133.767,141.661,164.002,208.461,217.163,221.957,218.384,216.982,238.313,248.017,245.978,252.45,255.131,259.815,263.588,271.984,273.914,280.518,291.92,298.202,300.555,305.272,307.901,309.13,311.165,310.272,319.759,324.052,332.002
-471.074,0.999581,0.00051008,3,7,0,473.012,0.913067,1.45137,0.765455,1.74853,-0.14174,0.913067,-0.14174,-0.14174,0,0,0,-0.14174,0.913067,-0.14174,0,0,0,-0.14174,-0.14174,0.913067,0,0,0,0,0,0,0.765455,0,0,0,0,0,0,0.765455,0,0,0,0,0,0,0.765455,124.229,130.165,143.527,166.075,201.608,216.891,215.99,217.387,219.075,236.466,245.604,247.187,249.251,254.42,260.07,268.008,274.792,276.682,279.335,288.534,298.778,299.322,306.196,305.752,308.174,314.309,307.812,320.871,327.469,331.431
-467.632,0.952077,0.000976704,3,7,0,472.303,0.913858,1.44697,0.766207,1.7561,-0.145192,0.913858,-0.145192,-0.145192,0,0,0,-0.145192,0.913858,-0.145192,0,0,0,-0.145192,-0.145192,0.913858,0,0,0,0,0,0,0.766207,0,0,0,0,0,0,0.766207,0,0,0,0,0,0,0.766207,121.288,130.36,144.063,162.345,208.274,217.447,216.493,217.979,218.926,238.033,246.756,247.013,251.717,254.057,256.541,266.276,276.256,274.56,279.08,290.02,295.418,301.959,301.385,306.542,307.721,309.941,316.317,323.265,326.058,330.847
-466.418,0.921481,0.0016193,2,3,0,468.917,0.913521,1.4513,0.764573,1.75738,-0.140118,0.913521,-0.140118,-0.140118,0,0,0,-0.140118,0.913521,-0.140118,0,0,0,-0.140118,-0.140118,0.913521,0,0,0,0,0,0,0.764573,0,0,0,0,0,0,0.764573,0,0,0,0,0,0,0.764573,122.976,131.925,138.711,165.045,205.923,217.893,217.446,216.512,219.333,236.355,243.722,245.441,249.236,254.048,257.764,267.052,270.272,275.426,278.579,287.864,294.352,304.267,300.864,309.602,309.517,311.682,309.295,320.75,324.431,328.625
-386.82,0.46041,0.00244503,4,15,0,468.617,0.920109,1.41116,0.752073,1.94149,-0.145783,0.920109,-0.145783,-0.145783,0,0,0,-0.145783,0.920109,-0.145783,0,0,0,-0.145783,-0.145783,0.920109,0,0,0,0,0,0,0.752073,0,0,0,0,0,0,0.752073,0,0,0,0,0,0,0.752073,118.878,132.459,139.983,161.375,208.963,214.09,224.911,219.265,220.18,237.422,243.641,248.288,253.726,255.77,260.685,261.14,275.281,271.048,284.4,286.819,292.132,299.379,303.558,305.721,310.778,308.247,309.728,320.41,327.799,329.714
-382.002,0.998848,0.00102639,3,7,0,387.457,0.919425,1.41779,0.752404,1.95513,-0.141951,0.919425,-0.141951,-0.141951,0,0,0,-0.141951,0.919425,-0.141951,0,0,0,-0.141951,-0.141951,0.919425,0,0,0,0,0,0,0.752404,0,0,0,0,0,0,0.752404,0,0,0,0,0,0,0.752404,122.706,131.585,140.663,165.149,204.765,220.394,222.097,218.295,220.354,234.489,242.834,249.286,246.556,255.677,257.877,264.261,272.785,274.545,279.114,290.232,294.993,300.173,299.26,309.668,310.999,307.738,307.471,319.717,325.85,332.833
-344.267,0.997553,0.00191007,4,15,0,382.786,0.919691,1.41986,0.756073,2.06983,-0.145306,0.919691,-0.145306,-0.145306,0,0,0,-0.145306,0.919691,-0.145306,0,0,0,-0.145306,-0.145306,0.919691,0,0,0,0,0,0,0.756073,0,0,0,0,0,0,0.756073,0,0,0,0,0,0,0.756073,121.476,129.976,138.5,162.71,206.092,214.067,216.049,221.354,219.574,237.082,240.795,248.843,247.495,255.122,257.393,265.046,270.837,274.238,280.08,289.234,291.492,297.72,303.493,308.118,309.814,310.09,308.785,318.696,322.14,331.699
-341.49,0.446679,0.00350591,2,3,0,346.527,0.91555,1.42481,0.75608,2.08257,-0.145755,0.91555,-0.145755,-0.145755,0,0,0,-0.145755,0.91555,-0.145755,0,0,0,-0.145755,-0.145755,0.91555,0,0,0,0,0,0,0.75608,0,0,0,0,0,0,0.75608,0,0,0,0,0,0,0.75608,121.622,130.165,137.826,162.893,203.491,215.674,217.935,217.384,220.155,238.097,242.234,246.749,244.174,253.025,255.483,264.742,272.971,276.967,281.227,288.035,294.875,299.514,300.476,308.769,307.582,311.872,309.475,320.941,324.174,330.842
-340.439,1,0.00144462,2,3,0,341.656,0.916316,1.42467,0.755334,2.08464,-0.144044,0.916316,-0.144044,-0.144044,0,0,0,-0.144044,0.916316,-0.144044,0,0,0,-0.144044,-0.144044,0.916316,0,0,0,0,0,0,0.755334,0,0,0,0,0,0,0.755334,0,0,0,0,0,0,0.755334,123.104,130.575,143.487,167.561,204.488,215.663,220.758,216.268,216.321,234.434,243.946,245.75,248.352,256.359,258.491,262.94,272.952,273.186,281.623,288.1,295.358,303.077,303.418,305.629,307.932,310.575,311.261,318.952,324.96,329.554
-323.558,0.985973,0.00264839,3,7,0,341.172,0.922125,1.41755,0.761946,2.14706,-0.15289,0.922125,-0.15289,-0.15289,0,0,0,-0.15289,0.922125,-0.15289,0,0,0,-0.15289,-0.15289,0.922125,0,0,0,0,0,0,0.761946,0,0,0,0,0,0,0.761946,0,0,0,0,0,0,0.761946,122.794,132.461,143.013,163.167,207.846,216.807,215.295,222.213,218.098,236.267,247.146,248.655,245.324,258.279,253.397,267.673,273.215,276.171,280.721,288.427,297.038,302.635,303.29,302.93,312.087,305.046,309.159,322.669,328.129,327.108
-323.146,0.165919,0.00463207,3,7,0,326.493,0.92451,1.40959,0.755325,2.14638,-0.147182,0.92451,-0.147182,-0.147182,0,0,0,-0.147182,0.92451,-0.147182,0,0,0,-0.147182,-0.147182,0.92451,0,0,0,0,0,0,0.755325,0,0,0,0,0,0,0.755325,0,0,0,0,0,0,0.755325,122.358,127.921,140.914,168.351,209.577,212.561,218.158,221.613,220.848,236.565,246.39,249.092,249.655,256.756,258.51,267.914,276.203,273.659,281.537,285.529,294.439,298.623,304.128,307.912,308.045,309.47,309.236,318.995,322.725,329.368
-320.725,0.999895,0.000929401,4,15,0,323.441,0.921629,1.41208,0.755575,2.15453,-0.148528,0.921629,-0.148528,-0.148528,0,0,0,-0.148528,0.921629,-0.148528,0,0,0,-0.148528,-0.148528,0.921629,0,0,0,0,0,0,0.755575,0,0,0,0,0,0,0.755575,0,0,0,0,0,0,0.755575,123.335,132.313,140.818,164.99,206.051,217.533,217.315,217.319,216.38,233.743,241.978,246.806,246.661,257.763,258.078,264.685,272.951,276.518,279.877,291.295,295.52,303.261,306.14,310.439,313.501,311.196,308.302,322.545,327.212,326.585
-317.747,1,0.00168412,3,7,0,321.378,0.922627,1.41033,0.753411,2.16617,-0.145787,0.922627,-0.145787,-0.145787,0,0,0,-0.145787,0.922627,-0.145787,0,0,0,-0.145787,-0.145787,0.922627,0,0,0,0,0,0,0.753411,0,0,0,0,0,0,0.753411,0,0,0,0,0,0,0.753411,125.963,131.959,140.444,164.086,208.02,213.339,215.534,218.864,223.131,236.548,243.874,248.975,246.541,256.727,262.275,266.175,271.682,278.025,282.038,290.832,295.487,298.951,298.723,308.012,312.422,304.618,309.902,322.853,323.274,332.437
-314.157,0.824079,0.00302373,2,3,0,318.328,0.91946,1.41245,0.753353,2.18132,-0.147271,0.91946,-0.147271,-0.147271,0,0,0,-0.147271,0.91946,-0.147271,0,0,0,-0.147271,-0.147271,0.91946,0,0,0,0,0,0,0.753353,0,0,0,0,0,0,0.753353,0,0,0,0,0,0,0.753353,121.029,126.7,141.599,166.107,206.641,213.067,216.882,215.875,219.772,233.436,243.379,249.831,244.497,255.725,261.081,266.918,274.25,277.486,281.604,290.605,290.047,299.108,299.219,305.51,310.87,310.261,311.445,319.431,327.589,330.092
-313.09,0.713134,0.00342347,2,3,0,314.771,0.918997,1.41169,0.751186,2.18628,-0.145243,0.918997,-0.145243,-0.145243,0,0,0,-0.145243,0.918997,-0.145243,0,0,0,-0.145243,-0.145243,0.918997,0,0,0,0,0,0,0.751186,0,0,0,0,0,0,0.751186,0,0,0,0,0,0,0.751186,121.853,130.129,138.597,164.432,207.739,214.837,214.784,221.123,214.331,235.914,237.238,249.818,245.563,251.754,260.014,264.094,273.51,275.085,275.419,286.599,291.405,304.596,302.398,304.735,306.594,312.113,306.059,322.372,321.464,326.707
-291.815,1,0.00291509,3,7,0,314.414,0.928549,1.39254,0.755406,2.27697,-0.156382,0.928549,-0.156382,-0.156382,0,0,0,-0.156382,0.928549,-0.156382,0,0,0,-0.156382,-0.156382,0.928549,0,0,0,0,0,0,0.755406,0,0,0,0,0,0,0.755406,0,0,0,0,0,0,0.755406,124.634,129.673,141.913,162.789,202.944,214.797,217.994,215.168,225.306,235.267,247.861,247.053,253.843,256.727,259.889,267.256,266.8,277.56,280.523,287.52,293.662,303.088,303.798,308.77,306.404,309.239,310.092,323.837,325.72,328.781
-291.815,0.00133674,0.00513995,4,15,0,292.925,0.928549,1.39254,0.755406,2.27697,-0.156382,0.928549,-0.156382,-0.156382,0,0,0,-0.156382,0.928549,-0.156382,0,0,0,-0.156382,-0.156382,0.928549,0,0,0,0,0,0,0.755406,0,0,0,0,0,0,0.755406,0,0,0,0,0,0,0.755406,121.555,134.347,142.369,161.683,209.836,213.671,217.448,221.077,221.546,233.769,245.823,253.861,247.369,258.047,259.906,263.141,273.371,274.864,281.518,289.507,289.423,298.891,302.099,302.837,309.752,309.071,307.79,321.837,324.921,325.987
-283.111,0.997538,0.000731861,5,31,0,294.08,0.921012,1.41535,0.755036,2.31423,-0.14591,0.921012,-0.14591,-0.14591,0,0,0,-0.14591,0.921012,-0.14591,0,0,0,-0.14591,-0.14591,0.921012,0,0,0,0,0,0,0.755036,0,0,0,0,0,0,0.755036,0,0,0,0,0,0,0.755036,125.081,124.345,138.594,161.922,208.484,216.235,215.696,219.194,220.817,236.444,239.988,249.115,246.68,253.186,259.758,262.822,273.389,275.248,280.654,286.308,296.742,304.421,303.431,310.699,311.308,302.785,314.499,319.143,324.337,327.114
-279.047,0.991629,0.0012842,4,15,0,284.327,0.917785,1.41666,0.751379,2.33661,-0.142987,0.917785,-0.142987,-0.142987,0,0,0,-0.142987,0.917785,-0.142987,0,0,0,-0.142987,-0.142987,0.917785,0,0,0,0,0,0,0.751379,0,0,0,0,0,0,0.751379,0,0,0,0,0,0,0.751379,121.047,133.214,138.797,168.246,206.296,215.16,215.921,220.745,221.24,237.58,241.132,251.114,248.213,255.718,260.584,262.77,270.843,274.632,282.346,289.439,294.538,303.914,301.241,303.511,311.035,312.722,310.24,320.247,322.058,329.74
