# stan_version_major = 2
# stan_version_minor = 15
# stan_version_patch = 0
# model = rus
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 16
# data
#   file = cmsx4.20modes.dat
# init = 2 (Default)
# random
#   seed = 2282922554
# output
#   file = cmsx4.20modes.16.csv
#   diagnostic_file =  (Default)
#   refresh = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c11,a,c44,sigma,cu.1,cu.2,cu.3,c12,C.1.1,C.2.1,C.3.1,C.4.1,C.5.1,C.6.1,C.1.2,C.2.2,C.3.2,C.4.2,C.5.2,C.6.2,C.1.3,C.2.3,C.3.3,C.4.3,C.5.3,C.6.3,C.1.4,C.2.4,C.3.4,C.4.4,C.5.4,C.6.4,C.1.5,C.2.5,C.3.5,C.4.5,C.5.5,C.6.5,C.1.6,C.2.6,C.3.6,C.4.6,C.5.6,C.6.6,q.1,q.2,q.3,q.4,yhat.1,yhat.2,yhat.3,yhat.4,yhat.5,yhat.6,yhat.7,yhat.8,yhat.9,yhat.10,yhat.11,yhat.12,yhat.13,yhat.14,yhat.15,yhat.16,yhat.17,yhat.18,yhat.19,yhat.20
-105177,0.692126,8.99184e-05,1,1,0,106347,2.38732,1.54677,2.02129,0.435262,-0.781666,0.791934,-0.131525,-0.226255,3.01073,-0.492925,-0.582998,-0.214115,0.31094,0.0969179,-0.492925,3.17863,-0.750892,0.0327287,-0.239928,-0.143164,-0.582998,-0.750892,3.2687,0.181386,-0.0710114,0.0462465,-0.214115,0.0327287,0.181386,1.49666,0.0462465,-0.239928,0.31094,-0.239928,-0.0710114,0.0462465,1.66455,-0.214115,0.0969179,-0.143164,0.0462465,-0.239928,-0.214115,1.75462,0.489532,-0.606516,0.619779,-0.091493,93.763,102.388,107.824,138.23,147.383,165.283,165.635,171.619,173.883,177.445,181.758,192.176,197.853,201.228,201.221,210.478,212.642,214.186,218.89,219.208
-104541,0.786709,6.48025e-05,3,7,0,105179,2.38487,1.5467,2.02178,0.435441,-0.781682,0.791946,-0.131529,-0.229448,3.00835,-0.496133,-0.586243,-0.214138,0.311008,0.0969417,-0.496133,3.1763,-0.754189,0.0327453,-0.239973,-0.143173,-0.586243,-0.754189,3.26641,0.181392,-0.0710348,0.0462309,-0.214138,0.0327453,0.181392,1.49704,0.0462309,-0.239973,0.311008,-0.239973,-0.0710348,0.0462309,1.66499,-0.214138,0.0969417,-0.143173,0.0462309,-0.239973,-0.214138,1.7551,0.489516,-0.606525,0.619782,-0.0914957,93.4104,102.396,108.976,137.913,147.108,165.319,165.514,171.052,173.391,176.674,181.083,191.971,197.844,200.797,201.732,211.747,212.639,215.23,218.776,219.693
-102011,0.933086,6.44215e-05,2,3,0,104546,2.37514,1.54647,2.023,0.43622,-0.781681,0.791946,-0.131459,-0.24115,2.99891,-0.507946,-0.598128,-0.214241,0.311071,0.0969186,-0.507946,3.16685,-0.766061,0.0328576,-0.24006,-0.143165,-0.598128,-0.766061,3.25703,0.181384,-0.0710117,0.0462464,-0.214241,0.0328576,0.181384,1.49809,0.0462464,-0.24006,0.311071,-0.24006,-0.0710117,0.0462464,1.66603,-0.214241,0.0969186,-0.143165,0.0462464,-0.24006,-0.214241,1.75621,0.489516,-0.606528,0.619786,-0.0914475,93.9093,102.085,107.257,136.818,146.45,165.419,166.081,172.03,172.825,176.382,180.938,191.845,197.141,200.397,201.046,210.825,211.878,214.121,218.232,219.383
-100373,0.0273493,0.000103084,3,7,0,102017,2.36892,1.54613,2.02386,0.436677,-0.781672,0.791968,-0.131453,-0.249049,2.99264,-0.515823,-0.605996,-0.214278,0.311066,0.0969491,-0.515823,3.16066,-0.774015,0.032922,-0.240034,-0.143132,-0.605996,-0.774015,3.25084,0.181356,-0.0710321,0.0461826,-0.214278,0.032922,0.181356,1.49889,0.0461826,-0.240034,0.311066,-0.240034,-0.0710321,0.0461826,1.66691,-0.214278,0.0969491,-0.143132,0.0461826,-0.240034,-0.214278,1.75708,0.489486,-0.606521,0.619818,-0.0914426,94.0761,101.711,106.557,136.673,146.524,163.291,164.899,171.453,171.9,175.156,179.6,191.243,196.747,200.211,201.108,210.346,212.302,213.077,218.039,217.603
-100356,0.999718,9.86927e-06,2,3,0,100375,2.36885,1.54612,2.02386,0.436677,-0.781669,0.791966,-0.131455,-0.249143,2.99257,-0.515918,-0.606085,-0.214277,0.311063,0.0969499,-0.515918,3.16059,-0.774103,0.0329164,-0.240031,-0.143135,-0.606085,-0.774103,3.25075,0.181361,-0.0710322,0.0461848,-0.214277,0.0329164,0.181361,1.4989,0.0461848,-0.240031,0.311063,-0.240031,-0.0710322,0.0461848,1.66692,-0.214277,0.0969499,-0.143135,0.0461848,-0.240031,-0.214277,1.75709,0.489488,-0.606519,0.619818,-0.0914443,93.7983,101.61,106.695,135.939,147.187,164.657,165.495,170.72,172.148,176.232,179.966,191.52,197.527,200.116,199.949,210.25,211.682,213.293,217.741,218.039
-100113,0.998489,1.99939e-05,2,3,0,100358,2.36794,1.54611,2.02397,0.436761,-0.781668,0.791977,-0.131473,-0.250208,2.99162,-0.516973,-0.60713,-0.214287,0.311086,0.0969822,-0.516973,3.1597,-0.775211,0.0329142,-0.240028,-0.143141,-0.60713,-0.775211,3.24986,0.181373,-0.0710578,0.0461585,-0.214287,0.0329142,0.181373,1.49896,0.0461585,-0.240028,0.311086,-0.240028,-0.0710578,0.0461585,1.66704,-0.214287,0.0969822,-0.143141,0.0461585,-0.240028,-0.214287,1.7572,0.489474,-0.606517,0.61983,-0.0914569,93.7705,101.379,107.66,136.519,146.158,164.136,165.096,170.834,171.855,175.518,180.534,190.596,197.549,200.301,200.312,208.934,211.867,212.973,217.535,218.424
-97825.2,0.968091,4.03288e-05,2,3,0,100117,2.35912,1.54579,2.02505,0.437384,-0.781657,0.791942,-0.131402,-0.260969,2.9831,-0.527857,-0.618055,-0.214339,0.311081,0.0969041,-0.527857,3.15103,-0.785984,0.0329534,-0.240092,-0.143156,-0.618055,-0.785984,3.24123,0.181385,-0.0709887,0.0462524,-0.214339,0.0329534,0.181385,1.50004,0.0462524,-0.240092,0.311081,-0.240092,-0.0709887,0.0462524,1.66796,-0.214339,0.0969041,-0.143156,0.0462524,-0.240092,-0.214339,1.75816,0.489521,-0.606516,0.6198,-0.091408,94.0275,101.517,105.564,135.822,146.407,163.531,164.959,171.264,171.446,174.8,179.386,190.613,195.789,199.581,200.705,209.174,210.719,212.512,218.251,217.962
-96977,0.660585,7.38741e-05,2,3,0,97827.7,2.35591,1.54567,2.02546,0.437638,-0.781654,0.791924,-0.131363,-0.264902,2.98003,-0.53185,-0.622076,-0.214358,0.311077,0.0968581,-0.53185,3.14787,-0.789917,0.032973,-0.240128,-0.143162,-0.622076,-0.789917,3.2381,0.181385,-0.0709498,0.0463035,-0.214358,0.032973,0.181385,1.50045,0.0463035,-0.240128,0.311077,-0.240128,-0.0709498,0.0463035,1.66829,-0.214358,0.0968581,-0.143162,0.0463035,-0.240128,-0.214358,1.75851,0.489546,-0.606518,0.619782,-0.0913815,94.2434,101.14,106.21,135.106,146.511,164.456,165.038,170.463,171.714,174.351,178.97,190.915,197.616,199.27,200.321,208.84,210.797,212.675,217.282,217.104
-96553.2,0.631053,5.30661e-05,3,7,0,96981.6,2.35439,1.54557,2.02596,0.437753,-0.781656,0.79191,-0.13141,-0.267229,2.97858,-0.534215,-0.624426,-0.214349,0.311144,0.0968886,-0.534215,3.14643,-0.792282,0.0328752,-0.240168,-0.143237,-0.624426,-0.792282,3.23664,0.181474,-0.0709759,0.0463486,-0.214349,0.0328752,0.181474,1.5009,0.0463486,-0.240168,0.311144,-0.240168,-0.0709759,0.0463486,1.66876,-0.214349,0.0968886,-0.143237,0.0463486,-0.240168,-0.214349,1.75897,0.489565,-0.606519,0.619762,-0.0914145,93.982,101.039,106.574,135.396,146.081,163.547,164.619,170.603,172.812,174.482,179.507,190.663,196.464,199.823,200.651,208.135,211.12,212.545,217.683,218.407
-95788.6,0.879088,3.52034e-05,2,3,0,96557.6,2.35156,1.54547,2.0265,0.437988,-0.781689,0.791932,-0.131448,-0.270935,2.97574,-0.537896,-0.628148,-0.21434,0.311241,0.0969393,-0.537896,3.14369,-0.796101,0.0328573,-0.240213,-0.143252,-0.628148,-0.796101,3.23394,0.181483,-0.0710275,0.0463127,-0.21434,0.0328573,0.181483,1.50133,0.0463127,-0.240213,0.311241,-0.240213,-0.0710275,0.0463127,1.66929,-0.21434,0.0969393,-0.143252,0.0463127,-0.240213,-0.21434,1.75954,0.489535,-0.606536,0.619765,-0.0914398,94.3127,101.757,106.572,134.293,147.396,164.762,165.257,170.441,172.62,174.501,178.65,190.342,196.806,199.028,200.649,208.357,210.013,211.431,217.073,217.886
-92284.7,0.769135,4.94107e-05,2,3,0,95791,2.33837,1.54495,2.02916,0.438861,-0.781633,0.791884,-0.13146,-0.288461,2.96309,-0.555711,-0.64593,-0.214514,0.311412,0.0969921,-0.555711,3.13107,-0.813914,0.0327828,-0.240365,-0.143439,-0.64593,-0.813914,3.22129,0.181731,-0.0710474,0.0464471,-0.214514,0.0327828,0.181731,1.50371,0.0464471,-0.240365,0.311412,-0.240365,-0.0710474,0.0464471,1.67169,-0.214514,0.0969921,-0.143439,0.0464471,-0.240365,-0.214514,1.76191,0.489601,-0.606503,0.619743,-0.09145,94.5767,100.757,105.845,133.162,145.704,163.387,165.289,169.517,170.241,173.111,176.746,189.892,196.146,197.717,200.874,207.013,209.216,210.895,216.157,217.438
-12896.6,0.605977,4.99515e-05,5,31,0,91232.7,1.97833,1.52651,2.15982,0.460142,-0.78205,0.791613,-0.131764,-0.851418,2.62915,-1.12963,-1.22403,-0.222313,0.324635,0.100547,-1.12963,2.80271,-1.39759,0.0328079,-0.250847,-0.149873,-1.22403,-1.39759,2.89711,0.189505,-0.0737884,0.0493259,-0.222313,0.0328079,0.189505,1.61364,0.0493259,-0.250847,0.324635,-0.250847,-0.0737884,0.0493259,1.78721,-0.222313,0.100547,-0.149873,0.0493259,-0.250847,-0.222313,1.88161,0.489973,-0.606787,0.61914,-0.091656,51.1116,55.2469,58.8856,77.1513,87.7899,96.5914,97.5609,99.4778,119.647,123.025,123.433,126.33,134.875,135.369,139.028,148.002,153.348,158.545,169.502,171.399
-12330,1,3.13576e-05,1,1,0,12891.1,1.97908,1.52658,2.15909,0.460144,-0.782048,0.791616,-0.131746,-0.849581,2.62975,-1.12772,-1.22211,-0.222274,0.324545,0.100514,-1.12772,2.80327,-1.39563,0.032837,-0.250783,-0.149816,-1.22211,-1.39563,2.89765,0.189437,-0.0737621,0.0493027,-0.222274,0.032837,0.189437,1.61304,0.0493027,-0.250783,0.324545,-0.250783,-0.0737621,0.0493027,1.78656,-0.222274,0.100514,-0.149816,0.0493027,-0.250783,-0.222274,1.88095,0.489968,-0.606786,0.619147,-0.0916435,51.2119,55.5409,60.9979,77.4714,88.1977,96.8235,97.8971,99.8746,119.77,123.363,123.584,126.65,135.514,135.489,139.29,147.485,153.674,160.53,170.067,171.604
-10362.6,1,6.24649e-05,1,1,0,12226.6,1.98186,1.52678,2.15627,0.460158,-0.78208,0.791634,-0.131746,-0.842727,2.63179,-1.12053,-1.21486,-0.222011,0.324232,0.100409,-1.12053,2.80515,-1.38822,0.0328259,-0.250535,-0.149626,-1.21486,-1.38822,2.89949,0.189186,-0.0736966,0.049217,-0.222011,0.0328259,0.189186,1.61077,0.049217,-0.250535,0.324232,-0.250535,-0.0736966,0.049217,1.78413,-0.222011,0.100409,-0.149626,0.049217,-0.250535,-0.222011,1.87846,0.489944,-0.606805,0.619148,-0.091643,53.4434,55.8495,61.7028,80.3642,90.4703,98.3259,98.7064,102.234,121.525,125.046,125.776,128.132,137.275,136.758,140.78,149.276,154.597,162.554,170.483,172.665
-5282.6,1,0.000123131,1,1,0,9188.88,1.99184,1.52768,2.14581,0.460231,-0.782069,0.791638,-0.13168,-0.8174,2.63941,-1.09419,-1.18819,-0.221231,0.322972,0.0999918,-1.09419,2.81209,-1.36086,0.0328173,-0.249591,-0.149009,-1.18819,-1.36086,2.90609,0.188413,-0.0733811,0.0490168,-0.221231,0.0328173,0.188413,1.60235,0.0490168,-0.249591,0.322972,-0.249591,-0.0733811,0.0490168,1.77502,-0.221231,0.0999918,-0.149009,0.0490168,-0.249591,-0.221231,1.86902,0.489939,-0.606801,0.619162,-0.0915975,58.0515,61.6407,67.3032,87.7737,97.465,97.4285,104.477,108.056,125.97,130.972,132.657,135.591,140.664,143.752,147.6,154.711,159.536,169.511,172.767,176.218
-2372.28,1,0.00024014,1,1,0,4259.47,2.0116,1.52933,2.12715,0.460295,-0.782037,0.791637,-0.131599,-0.770208,2.65495,-1.0452,-1.13858,-0.219835,0.320744,0.0992791,-1.0452,2.82643,-1.31005,0.0327354,-0.247903,-0.147955,-1.13858,-1.31005,2.91981,0.187099,-0.0728409,0.0486757,-0.219835,0.0327354,0.187099,1.58731,0.0486757,-0.247903,0.320744,-0.247903,-0.0728409,0.0486757,1.75878,-0.219835,0.0992791,-0.147955,0.0486757,-0.247903,-0.219835,1.85216,0.48994,-0.606785,0.619186,-0.0915418,64.2304,68.6345,76.4222,95.6904,99.4294,108.544,114.36,117.949,133.219,142.712,143.04,143.242,147.069,153.915,160.147,162.399,165.248,174.195,180.581,181.064
-2372.28,7.39333e-33,0.000463335,2,4,1,2377.29,2.0116,1.52933,2.12715,0.460295,-0.782037,0.791637,-0.131599,-0.770208,2.65495,-1.0452,-1.13858,-0.219835,0.320744,0.0992791,-1.0452,2.82643,-1.31005,0.0327354,-0.247903,-0.147955,-1.13858,-1.31005,2.91981,0.187099,-0.0728409,0.0486757,-0.219835,0.0327354,0.187099,1.58731,0.0486757,-0.247903,0.320744,-0.247903,-0.0728409,0.0486757,1.75878,-0.219835,0.0992791,-0.147955,0.0486757,-0.247903,-0.219835,1.85216,0.48994,-0.606785,0.619186,-0.0915418,63.759,68.3749,77.4034,97.197,99.2736,108.658,114.33,117.504,132.095,142.456,141.956,142.57,146.566,153.331,160.143,161.824,166.173,173.723,181.303,181.197
-2360.72,1,5.3315e-05,3,7,0,2374.33,2.01198,1.52937,2.12664,0.460249,-0.782016,0.79166,-0.131538,-0.769093,2.65521,-1.04402,-1.13739,-0.219869,0.320629,0.0992555,-1.04402,2.82671,-1.30889,0.0328852,-0.247816,-0.147845,-1.13739,-1.30889,2.92007,0.186984,-0.0728132,0.0485894,-0.219869,0.0328852,0.186984,1.58685,0.0485894,-0.247816,0.320629,-0.247816,-0.0728132,0.0485894,1.75835,-0.219869,0.0992555,-0.147845,0.0485894,-0.247816,-0.219869,1.85171,0.489908,-0.606772,0.61923,-0.0914999,64.7807,69.4006,76.7405,96.5571,99.6743,108.214,114.142,118.227,132.636,141.684,142.557,142.992,146.716,155.017,159.99,162.663,166.682,173.749,180.79,181.588
-2341.89,1,0.00010311,2,3,0,2360.51,2.01253,1.52953,2.12535,0.460309,-0.782038,0.791661,-0.131411,-0.766559,2.65567,-1.04141,-1.13485,-0.21981,0.320445,0.0990958,-1.04141,2.82694,-1.30612,0.033052,-0.247754,-0.147676,-1.13485,-1.30612,2.92038,0.186758,-0.0726911,0.0485805,-0.21981,0.033052,0.186758,1.58579,0.0485805,-0.247754,0.320445,-0.247754,-0.0726911,0.0485805,1.75706,-0.21981,0.0990958,-0.147676,0.0485805,-0.247754,-0.21981,1.8505,0.489908,-0.606793,0.619223,-0.0914112,64.6094,69.1728,76.8613,96.8945,99.3994,108.772,115.468,118.705,133.64,143.27,142.721,143.706,147.87,155.262,159.873,162.175,166.534,174.006,181.126,181.66
-2248.54,0.857779,0.000197258,3,7,0,2344.13,2.00273,1.53013,2.1139,0.461212,-0.782166,0.792036,-0.131591,-0.760297,2.64152,-1.03315,-1.12624,-0.218875,0.319205,0.0991865,-1.03315,2.81338,-1.2981,0.0334213,-0.246366,-0.146569,-1.12624,-1.2981,2.90647,0.185453,-0.0728397,0.047382,-0.218875,0.0334213,0.185453,1.5761,0.047382,-0.246366,0.319205,-0.246366,-0.0728397,0.047382,1.74796,-0.218875,0.0991865,-0.146569,0.047382,-0.246366,-0.218875,1.84105,0.489392,-0.60683,0.619577,-0.091528,65.5895,68.7214,76.9274,97.8365,100.885,109.199,114.658,119.2,132.986,142.453,142.767,143.392,146.67,154.425,159.965,162.879,166.864,173.042,181.26,181.258
-2230.41,1,0.000252905,2,3,0,2247.84,2.00249,1.53026,2.11126,0.461461,-0.78221,0.791985,-0.131644,-0.756859,2.64069,-1.02944,-1.12247,-0.218507,0.31892,0.0990236,-1.02944,2.81217,-1.29395,0.033167,-0.246185,-0.146517,-1.12247,-1.29395,2.9052,0.18534,-0.0727348,0.0474934,-0.218507,0.033167,0.18534,1.57417,0.0474934,-0.246185,0.31892,-0.246185,-0.0727348,0.0474934,1.74565,-0.218507,0.0990236,-0.146517,0.0474934,-0.246185,-0.218507,1.83868,0.489462,-0.606861,0.619486,-0.0915643,65.4421,69.3879,79.2272,96.5583,99.9706,109.052,115.004,119.664,133.635,142.981,142.949,144.522,148.347,155.1,159.798,163.307,165.813,173.423,181.105,182.265
-2208.93,0.333333,0.000475172,2,3,0,2235.94,2.00149,1.52977,2.1087,0.462008,-0.782194,0.791963,-0.131064,-0.755384,2.63934,-1.0277,-1.12091,-0.218381,0.317995,0.0983562,-1.0277,2.80986,-1.29143,0.033929,-0.245808,-0.145814,-1.12091,-1.29143,2.90307,0.184451,-0.0721867,0.0474579,-0.218381,0.033929,0.184451,1.57265,0.0474579,-0.245808,0.317995,-0.245808,-0.0721867,0.0474579,1.74317,-0.218381,0.0983562,-0.145814,0.0474579,-0.245808,-0.218381,1.83638,0.489492,-0.606883,0.6195,-0.091164,65.298,69.205,78.0021,96.9682,101.093,109.865,115.791,119.054,133.741,143.755,142.513,145.091,148.019,156.159,159.632,162.431,165.95,173.036,181.867,181.251
